uid,namedLocation,domainID,siteID,plotID,subplotID,trapID,decimalLatitude,decimalLongitude,elevation,nlcdClass,plotType,geodeticDatum,coordinateUncertainty,elevationUncertainty,date,samplingProtocolVersion,targetTaxaPresent,trapType,trapPlacement,trapSize,remarks,recordedBy,publicationDate,release
c7b0722d-7ed2-45ba-8455-ebba9e0fc709,BART_034.basePlot.ltr,D01,BART,BART_034,39,BART_034_689,44.064284,-71.285608,265.9,mixedForest,tower,WGS84,20.2,0.3,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,Removed ground litter trap due to incorrect initial deployment.,thillman@battelleecology.org,20220207T173804Z,PROVISIONAL
5e9ca34d-9058-4976-89e4-98cadde8cf24,BART_034.basePlot.ltr,D01,BART,BART_034,23,BART_034_261,44.064284,-71.285608,265.9,mixedForest,tower,WGS84,20.2,0.3,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,Removed ground litter trap due to incorrect initial deployment.,jbreault@field-ops.org,20220207T173804Z,PROVISIONAL
048cdae7-2092-4f37-9367-de458771d99d,BART_073.basePlot.ltr,D01,BART,BART_073,23,BART_073_428,44.064774,-71.288616,274.9,mixedForest,tower,WGS84,20.1,0.2,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",ramundsen@field-ops.org,20220207T173804Z,PROVISIONAL
f27dca31-7ed1-40db-b8f1-603aa24eae12,BART_034.basePlot.ltr,D01,BART,BART_034,39,BART_034_531,44.064284,-71.285608,265.9,mixedForest,tower,WGS84,20.2,0.3,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",jamante@neoninc.org,20220207T173804Z,PROVISIONAL
8c6ae2de-d87d-4977-ab5c-6666b87bf0c3,BART_073.basePlot.ltr,D01,BART,BART_073,23,BART_073_409,44.064774,-71.288616,274.9,mixedForest,tower,WGS84,20.1,0.2,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",ramundsen@field-ops.org,20220207T173804Z,PROVISIONAL
1d793af7-1509-40e5-9c84-71092b6e9177,BART_039.basePlot.ltr,D01,BART,BART_039,41,BART_039_905,44.063682,-71.288951,270.8,deciduousForest,tower,WGS84,20.3,0.5,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",jamante@neoninc.org,20220207T173804Z,PROVISIONAL
440b5b6d-3ce4-4171-a9e1-08fc3a704e77,BART_041.basePlot.ltr,D01,BART,BART_041,39,BART_041_578,44.065342,-71.28561,260.9,deciduousForest,tower,WGS84,20.2,0.4,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",jamante@neoninc.org,20220207T173804Z,PROVISIONAL
82349210-77b6-43af-9cf9-8b29041337ee,BART_033.basePlot.ltr,D01,BART,BART_033,23,BART_033_276,44.063198,-71.283663,275.7,deciduousForest,tower,WGS84,20.2,0.2,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",jamante@neoninc.org,20220207T173804Z,PROVISIONAL
7257b95c-cc91-4d9e-bb65-c3ea74129cf4,BART_033.basePlot.ltr,D01,BART,BART_033,23,BART_033_453,44.063198,-71.283663,275.7,deciduousForest,tower,WGS84,20.2,0.2,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",jamante@neoninc.org,20220207T173804Z,PROVISIONAL
441f5219-23e4-46e1-95bc-06f4fe423609,BART_034.basePlot.ltr,D01,BART,BART_034,23,BART_034_451,44.064284,-71.285608,265.9,mixedForest,tower,WGS84,20.2,0.3,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",jamante@neoninc.org,20220207T173804Z,PROVISIONAL
8fd0067e-0654-4292-a888-79749b2208dd,BART_039.basePlot.ltr,D01,BART,BART_039,41,BART_039_930,44.063682,-71.288951,270.8,deciduousForest,tower,WGS84,20.3,0.5,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",jamante@neoninc.org,20220207T173804Z,PROVISIONAL
25f68389-71f9-4d07-84dd-50a87fd162e8,BART_041.basePlot.ltr,D01,BART,BART_041,23,BART_041_292,44.065342,-71.28561,260.9,deciduousForest,tower,WGS84,20.2,0.4,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",jamante@neoninc.org,20220207T173804Z,PROVISIONAL
6afed38b-cc9c-41f1-baf1-3c8856810a35,BART_039.basePlot.ltr,D01,BART,BART_039,39,BART_039_587,44.063682,-71.288951,270.8,deciduousForest,tower,WGS84,20.3,0.5,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",jamante@neoninc.org,20220207T173804Z,PROVISIONAL
a74873a1-6b1b-448a-ae07-2afc4e992a3e,BART_033.basePlot.ltr,D01,BART,BART_033,41,BART_033_771,44.063198,-71.283663,275.7,deciduousForest,tower,WGS84,20.2,0.2,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",jamante@neoninc.org,20220207T173804Z,PROVISIONAL
84be3fa9-20ad-4a12-9eda-ad22095d8439,BART_042.basePlot.ltr,D01,BART,BART_042,41,BART_042_935,44.060194,-71.288052,288.3,deciduousForest,tower,WGS84,20.2,0.2,2015-05-20,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",pnoonan@field-ops.org,20220207T173804Z,PROVISIONAL
ba621616-e9fb-46a0-95d9-b75e6d779f84,BART_071.basePlot.ltr,D01,BART,BART_071,41,BART_071_921,44.067944,-71.290624,256.4,mixedForest,tower,WGS84,20.1,0.2,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,Removed ground litter trap due to incorrect initial deployment.,jbreault@field-ops.org,20220207T173804Z,PROVISIONAL
dda337af-9431-4641-ae22-0254b911e632,BART_071.basePlot.ltr,D01,BART,BART_071,23,BART_071_451,44.067944,-71.290624,256.4,mixedForest,tower,WGS84,20.1,0.2,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,Removed ground litter trap due to incorrect initial deployment.,thillman@battelleecology.org,20220207T173804Z,PROVISIONAL
734dc470-7a61-46a5-9934-20a72c165351,BART_075.basePlot.ltr,D01,BART,BART_075,41,BART_075_819,44.059141,-71.286492,297,mixedForest,tower,WGS84,20.3,0.4,2015-05-20,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",ramundson@field-ops.org,20220207T173804Z,PROVISIONAL
b55ed783-fc60-4325-9a01-e04d7a661580,BART_075.basePlot.ltr,D01,BART,BART_075,23,BART_075_389,44.059141,-71.286492,297,mixedForest,tower,WGS84,20.3,0.4,2015-05-20,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",ramundson@field-ops.org,20220207T173804Z,PROVISIONAL
e9ee18d4-6a76-481f-87b2-44773ad5526c,BART_071.basePlot.ltr,D01,BART,BART_071,23,BART_071_382,44.067944,-71.290624,256.4,mixedForest,tower,WGS84,20.1,0.2,2015-05-20,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",pnoonan@field-ops.org,20220207T173804Z,PROVISIONAL
336f17ca-f558-4e18-b48d-5764baf2831e,BART_075.basePlot.ltr,D01,BART,BART_075,41,BART_075_884,44.059141,-71.286492,297,mixedForest,tower,WGS84,20.3,0.4,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",ramundson@field-ops.org,20220207T173804Z,PROVISIONAL
9b1296a5-bb6c-408d-8529-59a10a62c59f,BART_075.basePlot.ltr,D01,BART,BART_075,23,BART_075_258,44.059141,-71.286492,297,mixedForest,tower,WGS84,20.3,0.4,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",ramundson@field-ops.org,20220207T173804Z,PROVISIONAL
012c2a15-5144-4611-a189-92ffa7e99012,BART_071.basePlot.ltr,D01,BART,BART_071,41,BART_071_952,44.067944,-71.290624,256.4,mixedForest,tower,WGS84,20.1,0.2,2015-05-20,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",pnoonan@field-ops.org,20220207T173804Z,PROVISIONAL
a08037b7-5913-4664-8b58-d186d283ac66,BART_046.basePlot.ltr,D01,BART,BART_046,39,BART_046_547,44.059946,-71.285408,303,deciduousForest,tower,WGS84,20.2,0.3,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",ramundson@field-ops.org,20220207T173804Z,PROVISIONAL
3209ef19-3317-4118-9eed-850490c00e15,BART_042.basePlot.ltr,D01,BART,BART_042,39,BART_042_587,44.060194,-71.288052,288.3,deciduousForest,tower,WGS84,20.2,0.2,2015-05-20,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",pnoonan@field-ops.org,20220207T173804Z,PROVISIONAL
4e17426a-631e-4830-ae55-9fd9fa01679b,BART_046.basePlot.ltr,D01,BART,BART_046,41,BART_046_852,44.059946,-71.285408,303,deciduousForest,tower,WGS84,20.2,0.3,2015-05-20,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",ramundson@field-ops.org,20220207T173804Z,PROVISIONAL
4914e36c-bfbd-4c54-8c1a-3c092a894b16,BART_032.basePlot.ltr,D01,BART,BART_032,23,BART_032_363,44.067467,-71.28758,244.7,deciduousForest,tower,WGS84,20.2,0.3,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",pnoonan@field-ops.org,20220207T173804Z,PROVISIONAL
cb65aa5f-a045-4c05-a237-903388746919,BART_046.basePlot.ltr,D01,BART,BART_046,41,BART_046_881,44.059946,-71.285408,303,deciduousForest,tower,WGS84,20.2,0.3,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",ramundson@field-ops.org,20220207T173804Z,PROVISIONAL
2e11422d-7dfa-42e2-abed-b45c36c0c6fc,BART_032.basePlot.ltr,D01,BART,BART_032,39,BART_032_662,44.067467,-71.28758,244.7,deciduousForest,tower,WGS84,20.2,0.3,2015-05-20,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",pnoonan@field-ops.org,20220207T173804Z,PROVISIONAL
73949250-859c-4c36-abf1-1625d83074f2,BART_042.basePlot.ltr,D01,BART,BART_042,41,BART_042_905,44.060194,-71.288052,288.3,deciduousForest,tower,WGS84,20.2,0.2,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",pnoonan@field-ops.org,20220207T173804Z,PROVISIONAL
d4c2300d-0432-4aa9-9b16-3771edfa6cd5,BART_046.basePlot.ltr,D01,BART,BART_046,39,BART_046_687,44.059946,-71.285408,303,deciduousForest,tower,WGS84,20.2,0.3,2015-05-20,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",ramundson@field-ops.org,20220207T173804Z,PROVISIONAL
d0da1b7b-61ef-488f-a3a7-3152a8fd6c29,BART_032.basePlot.ltr,D01,BART,BART_032,23,BART_032_293,44.067467,-71.28758,244.7,deciduousForest,tower,WGS84,20.2,0.3,2015-05-20,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",pnoonan@field-ops.org,20220207T173804Z,PROVISIONAL
abf5b486-cb07-4e71-8fe5-9579fa1eeed9,BART_032.basePlot.ltr,D01,BART,BART_032,39,BART_032_649,44.067467,-71.28758,244.7,deciduousForest,tower,WGS84,20.2,0.3,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",pnoonan@field-ops.org,20220207T173804Z,PROVISIONAL
0c59e97c-0360-481f-b982-c79f3f1c9097,BART_042.basePlot.ltr,D01,BART,BART_042,39,BART_042_569,44.060194,-71.288052,288.3,deciduousForest,tower,WGS84,20.2,0.2,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",pnoonan@field-ops.org,20220207T173804Z,PROVISIONAL
acbbd2e3-573e-4f25-b63b-4efdd7c31a38,BART_072.basePlot.ltr,D01,BART,BART_072,39,BART_072_567,44.060735,-71.286187,295.9,deciduousForest,tower,WGS84,20.3,0.5,2015-05-21,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",ramundson@field-ops.org,20220207T173804Z,PROVISIONAL
2c3a1e52-7092-449b-becf-ff3e75e52a3a,BART_072.basePlot.ltr,D01,BART,BART_072,21,BART_072_023,44.060735,-71.286187,295.9,deciduousForest,tower,WGS84,20.3,0.5,2015-05-21,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",ramundson@field-ops.org,20220207T173804Z,PROVISIONAL
1606097f-6265-40ab-864d-056f1997219e,BART_072.basePlot.ltr,D01,BART,BART_072,39,BART_072_642,44.060735,-71.286187,295.9,deciduousForest,tower,WGS84,20.3,0.5,2015-05-21,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",ramundson@field-ops.org,20220207T173804Z,PROVISIONAL
c697b089-28db-4edc-8e3a-fa6e45ea1228,BART_072.basePlot.ltr,D01,BART,BART_072,21,BART_072_162,44.060735,-71.286187,295.9,deciduousForest,tower,WGS84,20.3,0.5,2015-05-21,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",ramundson@field-ops.org,20220207T173804Z,PROVISIONAL
6c4be901-b21f-42cc-ada3-351a770a7cca,BART_074.basePlot.ltr,D01,BART,BART_074,39,BART_074_574,44.060251,-71.2832,311.2,mixedForest,tower,WGS84,20.1,0.2,2015-05-26,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
6c9ebe36-8ada-4958-863c-5c7910b7f74b,BART_074.basePlot.ltr,D01,BART,BART_074,41,BART_074_863,44.060251,-71.2832,311.2,mixedForest,tower,WGS84,20.1,0.2,2015-05-26,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
33cae966-7501-4769-aea8-0e6c6147acae,BART_074.basePlot.ltr,D01,BART,BART_074,41,BART_074_942,44.060251,-71.2832,311.2,mixedForest,tower,WGS84,20.1,0.2,2015-05-26,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
0bb21a84-43f8-4395-af01-c33801b1f951,BART_074.basePlot.ltr,D01,BART,BART_074,39,BART_074_555,44.060251,-71.2832,311.2,mixedForest,tower,WGS84,20.1,0.2,2015-05-26,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
e4c79bb7-8119-4ce4-a061-7ffc7ad2352c,BART_044.basePlot.ltr,D01,BART,BART_044,23,BART_044_410,44.061036,-71.284327,303.1,deciduousForest,tower,WGS84,20.1,0.2,2015-05-26,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
f3221a20-019f-4a22-aef9-17787c17f4a7,BART_044.basePlot.ltr,D01,BART,BART_044,39,BART_044_531,44.061036,-71.284327,303.1,deciduousForest,tower,WGS84,20.1,0.2,2015-05-26,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
3c82ebaf-1ef2-4eec-bddb-0de1fbc7a4ee,BART_044.basePlot.ltr,D01,BART,BART_044,23,BART_044_439,44.061036,-71.284327,303.1,deciduousForest,tower,WGS84,20.1,0.2,2015-05-26,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
f76a7572-dda6-4d1a-ac1f-90ab48e0fe6a,BART_044.basePlot.ltr,D01,BART,BART_044,39,BART_044_513,44.061036,-71.284327,303.1,deciduousForest,tower,WGS84,20.1,0.2,2015-05-26,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
8ee9e14f-ce3b-486b-9cb4-bfad103d25d3,BART_036.basePlot.ltr,D01,BART,BART_036,21,BART_036_169,44.062082,-71.285878,291,deciduousForest,tower,WGS84,20.2,0.2,2015-05-27,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
302684bb-8ff3-4ebb-879b-1f02eff4184b,BART_050.basePlot.ltr,D01,BART,BART_050,41,BART_050_757,44.06151,-71.28769,287.7,mixedForest,tower,WGS84,20.2,0.3,2015-05-27,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
a35286b4-b4bf-4406-86eb-cd4557c88142,BART_037.basePlot.ltr,D01,BART,BART_037,41,BART_037_826,44.061598,-71.283244,290.6,deciduousForest,tower,WGS84,20.2,0.2,2015-05-27,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
305d2e18-bbe4-4fe4-b07a-c89ccdbddfee,BART_036.basePlot.ltr,D01,BART,BART_036,41,BART_036_938,44.062082,-71.285878,291,deciduousForest,tower,WGS84,20.2,0.2,2015-05-27,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
67bd1709-f444-4cb4-b158-6e4172e717a2,BART_037.basePlot.ltr,D01,BART,BART_037,41,BART_037_884,44.061598,-71.283244,290.6,deciduousForest,tower,WGS84,20.2,0.2,2015-05-27,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
ac87e3a0-9f4f-444f-82b7-81d976c9e23c,BART_036.basePlot.ltr,D01,BART,BART_036,21,BART_036_151,44.062082,-71.285878,291,deciduousForest,tower,WGS84,20.2,0.2,2015-05-27,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
2c8f24eb-4c6e-4b8e-94b3-7f6d0345717d,BART_036.basePlot.ltr,D01,BART,BART_036,41,BART_036_925,44.062082,-71.285878,291,deciduousForest,tower,WGS84,20.2,0.2,2015-05-27,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
955f1ef3-527b-4d69-a305-4ea2ce4d22e6,BART_037.basePlot.ltr,D01,BART,BART_037,21,BART_037_158,44.061598,-71.283244,290.6,deciduousForest,tower,WGS84,20.2,0.2,2015-05-27,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
8f8f0571-5b29-42e8-a347-bd400cb6c0cc,BART_051.basePlot.ltr,D01,BART,BART_051,41,BART_051_926,44.062847,-71.287742,280.4,deciduousForest,tower,WGS84,20.2,0.4,2015-05-27,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
c1c64626-7fab-4895-be1d-e41c1bb7769c,BART_070.basePlot.ltr,D01,BART,BART_070,41,BART_070_790,44.064338,-71.28144,251.3,mixedForest,tower,WGS84,20.2,0.3,2015-05-27,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
4a6edb42-3ad7-4b16-98c4-31c0245e2c9f,BART_070.basePlot.ltr,D01,BART,BART_070,39,BART_070_553,44.064338,-71.28144,251.3,mixedForest,tower,WGS84,20.2,0.3,2015-05-27,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
5fd2ccd4-e870-4b8b-8792-20b3d244bd22,BART_070.basePlot.ltr,D01,BART,BART_070,41,BART_070_961,44.064338,-71.28144,251.3,mixedForest,tower,WGS84,20.2,0.3,2015-05-27,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
bc474dc4-499d-4540-b730-453d66cc05aa,BART_070.basePlot.ltr,D01,BART,BART_070,39,BART_070_622,44.064338,-71.28144,251.3,mixedForest,tower,WGS84,20.2,0.3,2015-05-27,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
2e132c37-94d2-4cd3-99a1-f56b6482a97e,BART_051.basePlot.ltr,D01,BART,BART_051,39,BART_051_574,44.062847,-71.287742,280.4,deciduousForest,tower,WGS84,20.2,0.4,2015-05-27,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
24b87af1-7f05-4e65-b0b6-1fc24a36908d,BART_051.basePlot.ltr,D01,BART,BART_051,41,BART_051_813,44.062847,-71.287742,280.4,deciduousForest,tower,WGS84,20.2,0.4,2015-05-27,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
68456a14-2f66-4e48-ab43-2ff1bbd53a8a,BART_051.basePlot.ltr,D01,BART,BART_051,39,BART_051_701,44.062847,-71.287742,280.4,deciduousForest,tower,WGS84,20.2,0.4,2015-05-27,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
b9bdd09b-0bb5-499a-b929-8b37bee97e5c,BART_050.basePlot.ltr,D01,BART,BART_050,21,BART_050_168,44.06151,-71.28769,287.7,mixedForest,tower,WGS84,20.2,0.3,2015-05-27,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
15733313-ded4-4a08-984a-b05b6a505775,BART_050.basePlot.ltr,D01,BART,BART_050,21,BART_050_046,44.06151,-71.28769,287.7,mixedForest,tower,WGS84,20.2,0.3,2015-05-27,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
9658c40d-930d-4efa-b28d-ee596982104c,BART_050.basePlot.ltr,D01,BART,BART_050,41,BART_050_808,44.06151,-71.28769,287.7,mixedForest,tower,WGS84,20.2,0.3,2015-05-27,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
63bab83b-d615-4a09-8f57-409352d25683,BART_037.basePlot.ltr,D01,BART,BART_037,21,BART_037_187,44.061598,-71.283244,290.6,deciduousForest,tower,WGS84,20.2,0.2,2015-05-27,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",nhall@field-ops.org,20220207T173804Z,PROVISIONAL
53c63466-8c1e-4bfe-a34e-613067e86f3c,BART_071.basePlot.ltr,D01,BART,BART_071,21,BART_071_170,44.067944,-71.290624,256.4,mixedForest,tower,WGS84,20.1,0.2,2017-05-09,NEON.DOC.001710vE,Y,Ground,Random,1.5,Replaced a ground litter trap in another subplot due to incorrect initial deployment.,jbreault@field-ops.org,20220207T173804Z,PROVISIONAL
d66681dc-f263-4745-91e6-7d0a1a85c62a,BART_034.basePlot.ltr,D01,BART,BART_034,41,BART_034_955,44.064284,-71.285608,265.9,mixedForest,tower,WGS84,20.2,0.3,2017-05-09,NEON.DOC.001710vE,Y,Ground,Random,1.5,Replaced a ground litter trap in another subplot due to incorrect initial deployment.,jbreault@field-ops.org,20220207T173804Z,PROVISIONAL
