uid,namedLocation,domainID,siteID,plotID,setDate,collectDate,eventID,processingDate,massSampleIDList,massSampleMixtureID,cnSampleID,cnSampleCode,ligninSampleID,ligninSampleBarcode,archiveSampleID,archiveSampleBarcode,bgcArchiveMass,toxicodendronPossible,remarks,processedBy,publicationDate,release
8deeff93-19c1-4139-b117-013e45dfd3e0,BART_075.basePlot.ltr,D01,BART,BART_075,2016-09-20,2016-10-11,,2016-11-17,NEON.LTR.BART075389.20161011.LVS|NEON.LTR.BART075819.20161011.LVS,NEON.LTR.BART075.20161011.LVS,NEON.LTR.BART075.20161011.LVS.CN,,NEON.LTR.BART075.20161011.LVS.LIG,,"",,,,,mday@field-ops.org,20211221T214309Z,RELEASE-2022
2d86f6c7-6a74-4204-bf24-c7096f0d7a8f,BART_072.basePlot.ltr,D01,BART,BART_072,2016-09-20,2016-10-11,,2016-11-17,NEON.LTR.BART072567.20161011.LVS|NEON.LTR.BART072162.20161011.LVS,NEON.LTR.BART072.20161011.LVS,NEON.LTR.BART072.20161011.LVS.CN,,"",,NEON.LTR.BART072.20161011.LVS.AR,,,,,mday@field-ops.org,20211221T214309Z,RELEASE-2022
f431e096-964b-4f9b-89b6-27d82dc24d8a,BART_044.basePlot.ltr,D01,BART,BART_044,2016-09-20,2016-10-11,,2016-11-17,NEON.LTR.BART044410.20161011.LVS|NEON.LTR.BART044531.20161011.LVS,NEON.LTR.BART044.20161011.LVS,NEON.LTR.BART044.20161011.LVS.CN,,NEON.LTR.BART044.20161011.LVS.LIG,,"",,,,,mday@field-ops.org,20211221T214309Z,RELEASE-2022
9fdb2812-e07b-4e03-998b-dd5ec1030d25,BART_050.basePlot.ltr,D01,BART,BART_050,2016-09-20,2016-10-11,,2016-11-17,NEON.LTR.BART050808.20161011.NDL|NEON.LTR.BART050046.20161011.NDL,NEON.LTR.BART050.20161011.NDL,NEON.LTR.BART050.20161011.NDL.CN,,"",,NEON.LTR.BART050.20161011.NDL.AR,,,,,mday@field-ops.org,20211221T214309Z,RELEASE-2022
23075fd1-9821-44e1-a2fd-62c579c12cc8,BART_046.basePlot.ltr,D01,BART,BART_046,2016-09-20,2016-10-11,,2016-11-16,NEON.LTR.BART046687.20161011.NDL,NEON.LTR.BART046.20161011.NDL,NEON.LTR.BART046.20161011.NDL.CN,,"",,"",,,,,mday@field-ops.org,20211221T214309Z,RELEASE-2022
247c4441-bff7-4542-9688-5cda5d25074f,HARV_041.basePlot.ltr,D01,HARV,HARV_041,2018-10-01,2018-10-15,,2018-10-23,NEON.LTR.HARV041620.20181015.LVS|NEON.LTR.HARV041264.20181015.LVS,NEON.LTR.HARV041.20181015.LVS,NEON.LTR.HARV041.20181015.LVS.CN,A00000032829,NEON.LTR.HARV041.20181015.LVS.LIG,A00000032839,NEON.LTR.HARV041.20181015.LVS.AR,A00000032830,,,,opiscitelli@battelleecology.org,20211221T230847Z,RELEASE-2022
ea58e593-050f-420c-a1d4-43ddba7162cb,HARV_048.basePlot.ltr,D01,HARV,HARV_048,2018-10-01,2018-10-15,,2018-10-24,NEON.LTR.HARV048355.20181015.LVS|NEON.LTR.HARV048701.20181015.LVS,NEON.LTR.HARV048.20181015.LVS,NEON.LTR.HARV048.20181015.LVS.CN,A00000032815,NEON.LTR.HARV048.20181015.LVS.LIG,A00000032794,NEON.LTR.HARV048.20181015.LVS.AR,A00000032778,,,,opiscitelli@battelleecology.org,20211221T230847Z,RELEASE-2022
f228086f-b50f-487b-a8cf-4743a8f24171,HARV_040.basePlot.ltr,D01,HARV,HARV_040,2018-10-01,2018-10-15,,2018-10-24,NEON.LTR.HARV040849.20181015.LVS|NEON.LTR.HARV040292.20181015.LVS,NEON.LTR.HARV040.20181015.LVS,NEON.LTR.HARV040.20181015.LVS.CN,AA00000032806,NEON.LTR.HARV040.20181015.LVS.LIG,A00000032744,NEON.LTR.HARV040.20181015.LVS.AR,A00000032764,,,,opiscitelli@battelleecology.org,20211221T230847Z,RELEASE-2022
cfee455a-cccd-41cc-998e-9882f8f55b33,HARV_035.basePlot.ltr,D01,HARV,HARV_035,2018-10-01,2018-10-15,,2018-10-25,NEON.LTR.HARV035120.20181015.NDL|NEON.LTR.HARV035402.20181015.NDL,NEON.LTR.HARV035.20181015.NDL,NEON.LTR.HARV035.20181015.NDL.CN,A00000032798,NEON.LTR.HARV035.20181015.NDL.LIG,A00000032816,"","",,,,opiscitelli@battelleecology.org,20211221T230847Z,RELEASE-2022
36e6fade-dd91-4282-a123-9b27685e160c,HARV_050.basePlot.ltr,D01,HARV,HARV_050,2018-10-01,2018-10-15,,2018-10-24,NEON.LTR.HARV050043.20181015.NDL|NEON.LTR.HARV050947.20181015.NDL,NEON.LTR.HARV050.20181015.NDL,NEON.LTR.HARV050.20181015.NDL.CN,A00000032795,NEON.LTR.HARV050.20181015.NDL.LIG,A00000032817,NEON.LTR.HARV050.20181015.NDL.AR,A00000032820,,,,opiscitelli@battelleecology.org,20211221T230847Z,RELEASE-2022
634f4bdc-f41f-4764-bb9b-b6b9f40c836d,HARV_045.basePlot.ltr,D01,HARV,HARV_045,2018-10-01,2018-10-15,,2018-10-23,NEON.LTR.HARV045265.20181015.LVS|NEON.LTR.HARV045201.20181015.LVS,NEON.LTR.HARV045.20181015.LVS,NEON.LTR.HARV045.20181015.LVS.CN,A00000032810,NEON.LTR.HARV045.20181015.LVS.LIG,A00000032814,NEON.LTR.HARV045.20181015.LVS.AR,A00000032813,,,,opiscitelli@battelleecology.org,20211221T230847Z,RELEASE-2022
22c498d6-ac73-4cc6-b760-4400cc1d60c3,HARV_037.basePlot.ltr,D01,HARV,HARV_037,2018-10-01,2018-10-15,,2018-10-23,NEON.LTR.HARV037849.20181015.LVS|NEON.LTR.HARV037292.20181015.LVS,NEON.LTR.HARV037.20181015.LVS,NEON.LTR.HARV037.20181015.LVS.CN,A00000032856,NEON.LTR.HARV037.20181015.LVS.LIG,A00000032826,NEON.LTR.HARV037.20181015.LVS.AR,A00000032827,,,,opiscitelli@battelleecology.org,20211221T230847Z,RELEASE-2022
63132ec9-8475-4a6c-aea8-01e0ae9c527c,HARV_052.basePlot.ltr,D01,HARV,HARV_052,2018-10-01,2018-10-15,,2018-10-23,NEON.LTR.HARV052314.20181015.LVS|NEON.LTR.HARV052902.20181015.LVS,NEON.LTR.HARV052.20181015.LVS,NEON.LTR.HARV052.20181015.LVS.CN,A00000032772,NEON.LTR.HARV052.20181015.LVS.LIG,A00000032763,NEON.LTR.HARV052.20181015.LVS.AR,A00000032779,,,,opiscitelli@battelleecology.org,20211221T230847Z,RELEASE-2022
1c902d38-2cd2-4d6d-b0b8-a66db3e2d810,HARV_036.basePlot.ltr,D01,HARV,HARV_036,2018-10-01,2018-10-15,,2018-10-23,NEON.LTR.HARV036426.20181015.LVS|NEON.LTR.HARV036182.20181015.LVS,NEON.LTR.HARV036.20181015.LVS,NEON.LTR.HARV036.20181015.LVS.CN,A00000032756,NEON.LTR.HARV036.20181015.LVS.LIG,A00000032838,NEON.LTR.HARV036.20181015.LVS.AR,A00000032828,,,,opiscitelli@battelleecology.org,20211221T230847Z,RELEASE-2022
3ac4cb64-eb5a-4017-ad57-600b611096c9,HARV_046.basePlot.ltr,D01,HARV,HARV_046,2018-10-01,2018-10-15,,2018-10-23,NEON.LTR.HARV046775.20181015.LVS|NEON.LTR.HARV046204.20181015.LVS,NEON.LTR.HARV046.20181015.LVS,NEON.LTR.HARV046.20181015.LVS.CN,A00000032857,NEON.LTR.HARV046.20181015.LVS.LIG,A00000032858,NEON.LTR.HARV046.20181015.LVS.AR,A00000032859,,,,opiscitelli@battelleecology.org,20211221T230847Z,RELEASE-2022
6909e87f-0f9d-4cdc-af04-e9e1593e1fc7,HARV_048.basePlot.ltr,D01,HARV,HARV_048,2018-10-01,2018-10-15,,2018-10-25,NEON.LTR.HARV048355.20181015.NDL|NEON.LTR.HARV048701.20181015.NDL,NEON.LTR.HARV048.20181015.NDL,NEON.LTR.HARV048.20181015.NDL.CN,A00000032808,NEON.LTR.HARV048.20181015.NDL.LIG,A00000032746,NEON.LTR.HARV048.20181015.NDL.AR,A00000032785,,,,opiscitelli@battelleecology.org,20211221T230847Z,RELEASE-2022
beff9480-e4cd-4616-90ec-10788d92813f,HARV_050.basePlot.ltr,D01,HARV,HARV_050,2018-10-01,2018-10-15,,2018-10-24,NEON.LTR.HARV050947.20181015.LVS|NEON.LTR.HARV050043.20181015.LVS,NEON.LTR.HARV050.20181015.LVS,NEON.LTR.HARV050.20181015.LVS.CN,A00000032782,NEON.LTR.HARV050.20181015.LVS.LIG,A00000032840,NEON.LTR.HARV050.20181015.LVS.AR,A00000032754,,,,opiscitelli@battelleecology.org,20211221T230847Z,RELEASE-2022
5dc5345a-c668-440c-b933-7e10f9a5af01,HARV_043.basePlot.ltr,D01,HARV,HARV_043,2018-10-01,2018-10-15,,2018-10-24,NEON.LTR.HARV043007.20181015.LVS|NEON.LTR.HARV043550.20181015.LVS,NEON.LTR.HARV043.20181015.LVS,NEON.LTR.HARV043.20181015.LVS.CN,A00000032797,NEON.LTR.HARV043.20181015.LVS.LIG,A00000032761,NEON.LTR.HARV043.20181015.LVS.AR,A00000032767,,,,opiscitelli@battelleecology.org,20211221T230847Z,RELEASE-2022
e67bcfa2-1e43-4fce-82ef-97a82e1ea981,HARV_038.basePlot.ltr,D01,HARV,HARV_038,2018-10-01,2018-10-15,,2018-10-24,NEON.LTR.HARV038543.20181015.LVS|NEON.LTR.HARV038363.20181015.LVS,NEON.LTR.HARV038.20181015.LVS,NEON.LTR.HARV038.20181015.LVS.CN,A00000032793,NEON.LTR.HARV038.20181015.LVS.LIG,A00000032777,NEON.LTR.HARV038.20181015.LVS.AR,A00000032765,,,,opiscitelli@battelleecology.org,20211221T230847Z,RELEASE-2022
4d60ec43-06fd-4e9a-b148-cc8217ec157f,HARV_035.basePlot.ltr,D01,HARV,HARV_035,2018-10-01,2018-10-15,,2018-10-24,NEON.LTR.HARV035402.20181015.LVS|NEON.LTR.HARV035120.20181015.LVS,NEON.LTR.HARV035.20181015.LVS,NEON.LTR.HARV035.20181015.LVS.CN,A00000032743,NEON.LTR.HARV035.20181015.LVS.LIG,A00000032805,NEON.LTR.HARV035.20181015.LVS.AR,A00000032788,,,,opiscitelli@battelleecology.org,20211221T230847Z,RELEASE-2022
252abe33-a7cc-4bb4-9cbb-5c2d9e1529cc,HARV_052.basePlot.ltr,D01,HARV,HARV_052,2018-10-01,2018-10-15,,2018-10-25,NEON.LTR.HARV052314.20181015.NDL|NEON.LTR.HARV052902.20181015.NDL,NEON.LTR.HARV052.20181015.NDL,NEON.LTR.HARV052.20181015.NDL.CN,A00000032741,NEON.LTR.HARV052.20181015.NDL.LIG,A00000032775,NEON.LTR.HARV052.20181015.NDL.AR,A00000032768,,,,opiscitelli@battelleecology.org,20211221T230847Z,RELEASE-2022
d1293ff3-7551-4fd6-82e3-b519bc3ee1b7,HARV_041.basePlot.ltr,D01,HARV,HARV_041,2018-10-01,2018-10-15,,2018-10-24,NEON.LTR.HARV041620.20181015.NDL|NEON.LTR.HARV041264.20181015.NDL,NEON.LTR.HARV041.20181015.NDL,NEON.LTR.HARV041.20181015.NDL.CN,A00000032784,NEON.LTR.HARV041.20181015.NDL.LIG,A00000032804,NEON.LTR.HARV041.20181015.NDL.AR,A00000032747,,,,opiscitelli@battelleecology.org,20211221T230847Z,RELEASE-2022
89379c30-3217-4fbc-b916-7313f0ef62a5,HARV_046.basePlot.ltr,D01,HARV,HARV_046,2018-10-01,2018-10-15,,2018-10-24,NEON.LTR.HARV046204.20181015.NDL|NEON.LTR.HARV046775.20181015.NDL,NEON.LTR.HARV046.20181015.NDL,NEON.LTR.HARV046.20181015.NDL.CN,A00000032748,NEON.LTR.HARV046.20181015.NDL.LIG,A00000032824,NEON.LTR.HARV046.20181015.NDL.AR,A00000032834,,,,opiscitelli@battelleecology.org,20211221T230847Z,RELEASE-2022
4e993ce6-3d0f-4895-a024-9deeb0ee34c0,HARV_049.basePlot.ltr,D01,HARV,HARV_049,2018-10-01,2018-10-15,,2018-10-24,NEON.LTR.HARV049890.20181015.LVS|NEON.LTR.HARV049437.20181015.LVS,NEON.LTR.HARV049.20181015.LVS,NEON.LTR.HARV049.20181015.LVS.CN,A00000032745,NEON.LTR.HARV049.20181015.LVS.LIG,A00000032766,NEON.LTR.HARV049.20181015.LVS.AR,A00000032776,,,,opiscitelli@battelleecology.org,20211221T230847Z,RELEASE-2022
6fd29e88-5543-4d22-b606-2265f01d7a49,HARV_037.basePlot.ltr,D01,HARV,HARV_037,2018-10-01,2018-10-15,,2018-10-25,NEON.LTR.HARV037849.20181015.NDL|NEON.LTR.HARV037292.20181015.NDL,NEON.LTR.HARV037.20181015.NDL,NEON.LTR.HARV037.20181015.NDL.CN,A00000032791,NEON.LTR.HARV037.20181015.NDL.LIG,A00000032786,NEON.LTR.HARV037.20181015.NDL.AR,A00000032750,,,,opiscitelli@battelleecology.org,20211221T230847Z,RELEASE-2022
e1797107-086f-47c6-a548-d34125559eb0,HARV_051.basePlot.ltr,D01,HARV,HARV_051,2018-10-01,2018-10-15,,2018-10-25,NEON.LTR.HARV051361.20181015.NDL|NEON.LTR.HARV051571.20181015.NDL,NEON.LTR.HARV051.20181015.NDL,NEON.LTR.HARV051.20181015.NDL.CN,A00000032821,"","","","",,,,opiscitelli@battelleecology.org,20211221T230847Z,RELEASE-2022
