uid,namedLocation,domainID,siteID,plotID,trapID,setDate,collectDate,eventID,trappingDays,fieldSampleID,samplingProtocolVersion,trapCondition,toxicodendronPossible,remarks,measuredBy,recordedBy,publicationDate,release
4ae0c02a-416d-4946-ac3a-4417b372e1b0,BART_039.basePlot.ltr,D01,BART,BART_039,BART_039_930,2015-11-24,2016-04-06,LTR.2016.BART.01,134,NEON.LTR.BART039930.20160406,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,llukas@neoninc.org,20211221T224629Z,RELEASE-2022
2aec7645-ec83-448c-ad03-eb68648b6ffc,BART_042.basePlot.ltr,D01,BART,BART_042,BART_042_587,2015-11-24,2016-04-06,LTR.2016.BART.01,134,NEON.LTR.BART042587.20160406,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,llukas@neoninc.org,20211221T224629Z,RELEASE-2022
53aa5de4-8eaa-4512-b846-bcbf432c7114,BART_051.basePlot.ltr,D01,BART,BART_051,BART_051_813,2015-11-24,2016-04-06,LTR.2016.BART.01,134,NEON.LTR.BART051813.20160406,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,llukas@neoninc.org,20211221T224629Z,RELEASE-2022
57a49a3c-6343-4676-ba85-709415d23cd0,BART_050.basePlot.ltr,D01,BART,BART_050,BART_050_046,2015-11-24,2016-04-06,LTR.2016.BART.01,134,NEON.LTR.BART050046.20160406,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,llukas@neoninc.org,20211221T224629Z,RELEASE-2022
4a96f156-fc46-45fa-a6d9-65c7514cb996,BART_037.basePlot.ltr,D01,BART,BART_037,BART_037_884,2015-11-24,2016-04-06,LTR.2016.BART.01,134,NEON.LTR.BART037884.20160406,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,llukas@neoninc.org,20211221T224629Z,RELEASE-2022
987a591a-cf85-4e68-8b8d-7eca95d56d06,BART_032.basePlot.ltr,D01,BART,BART_032,BART_032_293,2015-11-24,2016-04-06,LTR.2016.BART.01,134,NEON.LTR.BART032293.20160406,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,llukas@neoninc.org,20211221T224629Z,RELEASE-2022
23949875-1079-4c2a-af93-51e7fa7b026d,BART_051.basePlot.ltr,D01,BART,BART_051,BART_051_574,2015-11-24,2016-04-06,LTR.2016.BART.01,134,NEON.LTR.BART051574.20160406,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,llukas@neoninc.org,20211221T224629Z,RELEASE-2022
c02e6891-fc3b-48cc-a95b-76e485c3e782,BART_040.basePlot.ltr,D01,BART,BART_040,BART_040_158,2015-11-24,2016-04-06,LTR.2016.BART.01,134,NEON.LTR.BART040158.20160406,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,llukas@neoninc.org,20211221T224629Z,RELEASE-2022
8797d16c-1b1e-48cc-8bf3-8cdf6ba6165c,BART_032.basePlot.ltr,D01,BART,BART_032,BART_032_662,2015-11-24,2016-04-06,LTR.2016.BART.01,134,NEON.LTR.BART032662.20160406,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,llukas@neoninc.org,20211221T224629Z,RELEASE-2022
5881579e-2372-4505-9938-31e1b1b0c9f5,BART_070.basePlot.ltr,D01,BART,BART_070,BART_070_553,2015-11-24,2016-04-06,LTR.2016.BART.01,134,NEON.LTR.BART070553.20160406,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,llukas@neoninc.org,20211221T224629Z,RELEASE-2022
f9c5221f-35bd-43a5-b81f-0ad3f5d3dfd3,BART_047.basePlot.ltr,D01,BART,BART_047,BART_047_864,2015-11-24,2016-04-06,LTR.2016.BART.01,134,NEON.LTR.BART047864.20160406,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,llukas@neoninc.org,20211221T224629Z,RELEASE-2022
cc641f85-447d-43d2-9521-baa91852af5a,BART_036.basePlot.ltr,D01,BART,BART_036,BART_036_151,2015-11-24,2016-04-06,LTR.2016.BART.01,134,NEON.LTR.BART036151.20160406,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,llukas@neoninc.org,20211221T224629Z,RELEASE-2022
310211e7-5969-4a30-83d4-882108ef371b,BART_040.basePlot.ltr,D01,BART,BART_040,BART_040_884,2015-11-24,2016-04-06,LTR.2016.BART.01,134,NEON.LTR.BART040884.20160406,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,llukas@neoninc.org,20211221T224629Z,RELEASE-2022
f84cbc19-04cc-4e5a-80b3-627054dc609e,BART_033.basePlot.ltr,D01,BART,BART_033,BART_033_453,2015-11-24,2016-04-06,LTR.2016.BART.01,134,NEON.LTR.BART033453.20160406,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,llukas@neoninc.org,20211221T224629Z,RELEASE-2022
0555e401-f386-41ef-8e8a-c9659759d15a,BART_036.basePlot.ltr,D01,BART,BART_036,BART_036_925,2015-11-24,2016-04-06,LTR.2016.BART.01,134,NEON.LTR.BART036925.20160406,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,llukas@neoninc.org,20211221T224629Z,RELEASE-2022
e4abb18b-15e6-4e29-9a41-86166ddffed9,BART_075.basePlot.ltr,D01,BART,BART_075,BART_075_819,2015-11-24,2016-04-06,LTR.2016.BART.01,134,NEON.LTR.BART075819.20160406,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,llukas@neoninc.org,20211221T224629Z,RELEASE-2022
df062760-992c-428c-a492-4e8589e13142,BART_041.basePlot.ltr,D01,BART,BART_041,BART_041_292,2015-11-24,2016-04-06,LTR.2016.BART.01,134,NEON.LTR.BART041292.20160406,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,llukas@neoninc.org,20211221T224629Z,RELEASE-2022
cf62a65f-3403-4f60-aee3-7b47b6302edf,BART_040.basePlot.ltr,D01,BART,BART_040,BART_040_826,2015-05-18,2016-05-31,LTR.2016.BART.01,379,NEON.LTR.BART040826.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
561cda50-90dc-4694-ae49-5bc0ccce1b2a,BART_040.basePlot.ltr,D01,BART,BART_040,BART_040_051,2015-05-18,2016-05-31,LTR.2016.BART.01,379,NEON.LTR.BART040051.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
a89d3505-eb20-426a-a250-9d3700f7f65a,BART_073.basePlot.ltr,D01,BART,BART_073,BART_073_689,2015-05-18,2016-05-31,LTR.2016.BART.01,379,NEON.LTR.BART073689.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
ef0dd945-a039-4e19-ac10-2abab3132303,BART_047.basePlot.ltr,D01,BART,BART_047,BART_047_168,2015-05-18,2016-05-31,LTR.2016.BART.01,379,NEON.LTR.BART047168.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
8ca38666-35ae-46ad-b61c-1db7e3a25667,BART_047.basePlot.ltr,D01,BART,BART_047,BART_047_847,2015-05-18,2016-05-31,LTR.2016.BART.01,379,NEON.LTR.BART047847.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
e4dd76f5-5985-4407-b733-8e5a336c0722,BART_041.basePlot.ltr,D01,BART,BART_041,BART_041_379,2015-05-19,2016-05-31,LTR.2016.BART.01,378,NEON.LTR.BART041379.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
36b3bd41-bd30-4dd4-b4eb-c2b681ff2d42,BART_073.basePlot.ltr,D01,BART,BART_073,BART_073_428,2015-05-19,2016-05-31,LTR.2016.BART.01,378,NEON.LTR.BART073428.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
b5c916f7-efe1-4903-9e49-e0ee9fe36eb6,BART_039.basePlot.ltr,D01,BART,BART_039,BART_039_696,2015-05-19,2016-05-31,LTR.2016.BART.01,378,NEON.LTR.BART039696.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
d81c0ce0-e333-49d7-8d46-f00f1b100a47,BART_039.basePlot.ltr,D01,BART,BART_039,BART_039_905,2015-05-19,2016-05-31,LTR.2016.BART.01,378,NEON.LTR.BART039905.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
07c1c284-086f-4f4a-b9f1-a4fcfbd3bf7d,BART_041.basePlot.ltr,D01,BART,BART_041,BART_041_694,2015-05-19,2016-05-31,LTR.2016.BART.01,378,NEON.LTR.BART041694.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
a4ff2908-f0a4-40b5-97a7-cb0a3421fa14,BART_042.basePlot.ltr,D01,BART,BART_042,BART_042_569,2015-05-20,2016-05-31,LTR.2016.BART.01,377,NEON.LTR.BART042569.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
51574637-f460-4923-a0e3-513558e80f42,BART_032.basePlot.ltr,D01,BART,BART_032,BART_032_363,2015-05-20,2016-05-31,LTR.2016.BART.01,377,NEON.LTR.BART032363.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
cdd3300c-e29b-4d94-a115-13c8975543e5,BART_075.basePlot.ltr,D01,BART,BART_075,BART_075_884,2015-05-20,2016-05-31,LTR.2016.BART.01,377,NEON.LTR.BART075884.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
e8db46a6-8236-446b-bedc-306e77e7f5fc,BART_075.basePlot.ltr,D01,BART,BART_075,BART_075_258,2015-05-20,2016-05-31,LTR.2016.BART.01,377,NEON.LTR.BART075258.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
2b616a5f-b70e-4a87-abce-7096a57e145e,BART_071.basePlot.ltr,D01,BART,BART_071,BART_071_451,2015-05-20,2016-05-31,LTR.2016.BART.01,377,NEON.LTR.BART071451.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
782b3ce2-46ff-45cc-99c4-3f14cfa03e28,BART_071.basePlot.ltr,D01,BART,BART_071,BART_071_921,2015-05-20,2016-05-31,LTR.2016.BART.01,377,NEON.LTR.BART071921.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
8a4da5a0-582c-4a28-b709-fc0b7776adf8,BART_042.basePlot.ltr,D01,BART,BART_042,BART_042_905,2015-05-20,2016-05-31,LTR.2016.BART.01,377,NEON.LTR.BART042905.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
d5f208d0-5184-48dc-80f9-235dd29a25c6,BART_032.basePlot.ltr,D01,BART,BART_032,BART_032_649,2015-05-20,2016-05-31,LTR.2016.BART.01,377,NEON.LTR.BART032649.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
fc7e39f8-61bb-42b3-a1e3-172c2f9daf9d,BART_072.basePlot.ltr,D01,BART,BART_072,BART_072_642,2015-05-21,2016-05-31,LTR.2016.BART.01,376,NEON.LTR.BART072642.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
bfb17a5f-0755-40c6-af20-3fb543edffc5,BART_072.basePlot.ltr,D01,BART,BART_072,BART_072_023,2015-05-21,2016-05-31,LTR.2016.BART.01,376,NEON.LTR.BART072023.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
ac647abc-d858-43f7-87d3-da09b8f9b80d,BART_050.basePlot.ltr,D01,BART,BART_050,BART_050_757,2015-05-27,2016-05-31,LTR.2016.BART.01,370,NEON.LTR.BART050757.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
43b0c511-29cb-4ea7-b1e6-e3c30cf69e4d,BART_051.basePlot.ltr,D01,BART,BART_051,BART_051_926,2015-05-27,2016-05-31,LTR.2016.BART.01,370,NEON.LTR.BART051926.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
7b3d8e41-7d64-4a10-9f18-94437f99b5c7,BART_050.basePlot.ltr,D01,BART,BART_050,BART_050_168,2015-05-27,2016-05-31,LTR.2016.BART.01,370,NEON.LTR.BART050168.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
b8eac8fd-d7fa-4664-ac92-127d73371ae7,BART_051.basePlot.ltr,D01,BART,BART_051,BART_051_701,2015-05-27,2016-05-31,LTR.2016.BART.01,370,NEON.LTR.BART051701.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jbreault@field-ops.org,Agray@field-ops.org,20211221T233749Z,RELEASE-2022
b5f194f2-b0db-4831-af84-a01371f7d08a,BART_071.basePlot.ltr,D01,BART,BART_071,BART_071_952,2016-04-06,2016-05-31,LTR.2016.BART.02,55,"",NEON.DOC.001710vE,TT - Litter not collected - trap tilted,,,Ramundson@field-ops.org,Nfenton@field-ops.org,20211221T233749Z,RELEASE-2022
0cf9c692-11c9-47fc-8dbd-1c7ee15654b6,BART_074.basePlot.ltr,D01,BART,BART_074,BART_074_555,2016-04-06,2016-05-31,LTR.2016.BART.02,55,"",NEON.DOC.001710vE,TT - Litter not collected - trap tilted,,,Ramundson@field-ops.org,Nfenton@field-ops.org,20211221T233749Z,RELEASE-2022
076b93dd-ca3b-4efa-ba62-80ff1112eafa,BART_044.basePlot.ltr,D01,BART,BART_044,BART_044_410,2016-04-06,2016-05-31,LTR.2016.BART.02,55,"",NEON.DOC.001710vE,TT - Litter not collected - trap tilted,,,Ramundson@field-ops.org,Nfenton@field-ops.org,20211221T233749Z,RELEASE-2022
f11ce499-4058-49a4-b0c8-597925b1daa6,BART_046.basePlot.ltr,D01,BART,BART_046,BART_046_852,2016-04-06,2016-05-31,LTR.2016.BART.02,55,"",NEON.DOC.001710vE,TT - Litter not collected - trap tilted,,,Ramundson@field-ops.org,Nfenton@field-ops.org,20211221T233749Z,RELEASE-2022
928c6c55-0982-42dc-8123-d36f1e572316,BART_041.basePlot.ltr,D01,BART,BART_041,BART_041_292,2016-04-06,2016-05-31,LTR.2016.BART.02,55,NEON.LTR.BART041292.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,Nfenton@field-ops.org,20211221T233749Z,RELEASE-2022
6318aa1b-3c26-45c2-8f22-399f36557105,BART_036.basePlot.ltr,D01,BART,BART_036,BART_036_151,2016-04-06,2016-05-31,LTR.2016.BART.02,55,NEON.LTR.BART036151.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,Nfenton@field-ops.org,20211221T233749Z,RELEASE-2022
547c3d62-4f60-4053-b4ce-bde8689aaf21,BART_051.basePlot.ltr,D01,BART,BART_051,BART_051_574,2016-04-06,2016-05-31,LTR.2016.BART.02,55,NEON.LTR.BART051574.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,Nfenton@field-ops.org,20211221T233749Z,RELEASE-2022
765c3a17-98f3-4a03-a229-644488d42a3e,BART_074.basePlot.ltr,D01,BART,BART_074,BART_074_942,2016-04-06,2016-05-31,LTR.2016.BART.02,55,NEON.LTR.BART074942.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,Nfenton@field-ops.org,20211221T233749Z,RELEASE-2022
52353d0f-1d0e-49d4-8f1b-75f5a6bb1eb2,BART_075.basePlot.ltr,D01,BART,BART_075,BART_075_819,2016-04-06,2016-05-31,LTR.2016.BART.02,55,NEON.LTR.BART075819.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,Nfenton@field-ops.org,20211221T233749Z,RELEASE-2022
18a503c4-0fdf-4b27-9179-01cda5a7af76,BART_047.basePlot.ltr,D01,BART,BART_047,BART_047_864,2016-04-06,2016-05-31,LTR.2016.BART.02,55,NEON.LTR.BART047864.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,Nfenton@field-ops.org,20211221T233749Z,RELEASE-2022
697336d7-aeef-4dbe-a6e9-856d69012d0b,BART_039.basePlot.ltr,D01,BART,BART_039,BART_039_930,2016-04-06,2016-05-31,LTR.2016.BART.02,55,NEON.LTR.BART039930.20160531,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Ramundson@field-ops.org,Nfenton@field-ops.org,20211221T233749Z,RELEASE-2022
