uid,domainID,siteID,plotID,namedLocation,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedBy,remarks,genomicsDataQF,publicationDate,release
fb1b03ac-a204-4f49-a156-69799d7fc31a,D01,BART,BART_001,BART_001.basePlot.bgc,2017-06-12T17:31Z,,NEON.DOC.014048vF,BART_001-O-17.5-38.5-20170612|BART_001-O-35.5-26.5-20170612|BART_001-O-24-3.5-20170612,BART_001-O-20170612-COMP,,OK,chines@field-ops.org,,,20201217T214234Z,RELEASE-2021
db15da9f-b055-4cde-924b-57788778e4b9,D01,BART,BART_002,BART_002.basePlot.bgc,2017-06-12T19:53Z,,NEON.DOC.014048vF,BART_002-O-4.5-14-20170612|BART_002-O-2-28.5-20170612|BART_002-O-31-25.5-20170612,BART_002-O-20170612-COMP,,OK,chines@field-ops.org,,,20201217T214234Z,RELEASE-2021
8507e2b2-384c-493e-8add-de5c50fe4fc4,D01,BART,BART_071,BART_071.basePlot.bgc,2017-06-13T12:57Z,,NEON.DOC.014048vF,BART_071-O-3.5-5.5-20170613|BART_071-O-0.5-34-20170613|BART_071-O-29-39-20170613,BART_071-O-20170613-COMP,,OK,chines@field-ops.org,,,20201217T214234Z,RELEASE-2021
1ca4607a-bd42-498e-b20c-1c92f2ef7d65,D01,BART,BART_040,BART_040.basePlot.bgc,2017-06-13T14:25Z,,NEON.DOC.014048vF,BART_040-O-7.5-31-20170613|BART_040-O-36.5-17.5-20170613|BART_040-O-36.5-32-20170613,BART_040-O-20170613-COMP,,OK,chines@field-ops.org,,,20201217T214234Z,RELEASE-2021
e72fcf85-4d1b-4b6b-90ae-8c35c2c95cf8,D01,BART,BART_036,BART_036.basePlot.bgc,2017-06-13T17:03Z,,NEON.DOC.014048vF,BART_036-O-3.5-23.5-20170613|BART_036-O-24.5-0-20170613|BART_036-O-34.5-27.5-20170613,BART_036-O-20170613-COMP,,OK,sgoudreau@battelleecology.org,,,20201217T214234Z,RELEASE-2021
4e4c9fd8-6129-4197-bec4-7e3c103faba9,D01,BART,BART_042,BART_042.basePlot.bgc,2017-06-13T18:19Z,,NEON.DOC.014048vF,BART_042-O-38.5-34-20170613|BART_042-O-5-27-20170613|BART_042-O-2.5-14-20170613,BART_042-O-20170613-COMP,,OK,Sgoudreau@battelleecology.org,,,20201217T214234Z,RELEASE-2021
e532915a-f6a2-4392-9c57-7b825e303902,D01,BART,BART_003,BART_003.basePlot.bgc,2017-06-14T12:47Z,,NEON.DOC.014048vF,BART_003-O-31.5-36.5-20170614|BART_003-O-38-4.5-20170614|BART_003-O-13-39-20170614,BART_003-O-20170614-COMP,,OK,sgoudreau@battelleecology.org,,,20201217T214234Z,RELEASE-2021
a23d45b5-9464-4c9f-b33c-5b287384afa8,D01,BART,BART_024,BART_024.basePlot.bgc,2017-06-14T14:12Z,,NEON.DOC.014048vF,BART_024-O-0-0-20170614|BART_024-O-39-24.5-20170614|BART_024-O-22.5-1.5-20170614,BART_024-O-20170614-COMP,,OK,sgoudreau@battelleecology.org,,,20201217T214234Z,RELEASE-2021
0d0b8b9a-4d6b-40ed-9511-f1fbc45463a4,D01,BART,BART_023,BART_023.basePlot.bgc,2017-06-14T15:56Z,,NEON.DOC.014048vF,BART_023-O-4.5-23.5-20170614|BART_023-O-33-30.5-20170614|BART_023-O-34.5-3-20170614,BART_023-O-20170614-COMP,,OK,Sgoudreau@battelleecology.org,,,20201217T214234Z,RELEASE-2021
6b11d6f6-ad23-4bb5-ade1-4b27ae5bfee2,D01,BART,BART_004,BART_004.basePlot.bgc,2017-06-14T18:42Z,,NEON.DOC.014048vF,BART_004-O-9-27.5-20170614|BART_004-O-7-17-20170614|BART_004-O-39.5-36.5-20170614,BART_004-O-20170614-COMP,,OK,Sgoudreau@battelleecology.org,,,20201217T214234Z,RELEASE-2021
ab7e49ba-c5cf-4386-93af-e7a1a35c8a0a,D01,BART,BART_071,BART_071.basePlot.bgc,2021-06-08T18:48Z,BART.peakGreenness.2021,NEON.DOC.014048vN,BART_071-O-4-17-20210608|BART_071-O-3.5-22-20210608|BART_071-O-33-26.5-20210608,BART_071-O-20210608-COMP,B00000068183,OK,0000-0002-7459-3860,,,20211011T163840Z,PROVISIONAL
b914cf32-c0d4-4f54-8263-0404363b3494,D01,BART,BART_040,BART_040.basePlot.bgc,2021-06-08T20:36Z,BART.peakGreenness.2021,NEON.DOC.014048vN,BART_040-O-8-34.5-20210608|BART_040-O-9.5-0.5-20210608|BART_040-O-36.5-31.5-20210608,BART_040-O-20210608-COMP,B00000068181,OK,0000-0002-7459-3860,,,20211011T163840Z,PROVISIONAL
09d21537-62d4-4a17-a561-ca7be1339fa7,D01,BART,BART_002,BART_002.basePlot.bgc,2021-06-09T14:42Z,BART.peakGreenness.2021,NEON.DOC.014048vN,BART_002-O-8.5-12-20210609|BART_002-O-39.5-22.5-20210609|BART_002-O-0.5-24.5-20210609,BART_002-O-20210609-COMP,B00000068187,OK,0000-0002-7459-3860,,,20211011T163840Z,PROVISIONAL
ef95cd4d-4d3a-4217-9922-f01bf543c539,D01,BART,BART_001,BART_001.basePlot.bgc,2021-06-09T14:16Z,BART.peakGreenness.2021,NEON.DOC.014048vN,BART_001-O-1-34-20210609|BART_001-O-17.5-2-20210609|BART_001-O-36-39.5-20210609,BART_001-O-20210609-COMP,B00000068188,OK,0000-0003-1934-4447,,,20211011T163840Z,PROVISIONAL
68c0f314-7448-4b26-abaa-ff91bcdf97fb,D01,BART,BART_036,BART_036.basePlot.bgc,2021-06-09T18:17Z,BART.peakGreenness.2021,NEON.DOC.014048vN,BART_036-O-19.5-9-20210609|BART_036-O-39.5-38-20210609|BART_036-O-31.5-0-20210609,BART_036-O-20210609-COMP,B00000068182,OK,0000-0002-7459-3860,,,20211011T163840Z,PROVISIONAL
0f2d0f61-1f30-4804-8fea-825f74700a44,D01,BART,BART_042,BART_042.basePlot.bgc,2021-06-09T20:01Z,BART.peakGreenness.2021,NEON.DOC.014048vN,BART_042-O-6.5-28.5-20210609|BART_042-O-8-14-20210609|BART_042-O-36-27.5-20210609,BART_042-O-20210609-COMP,B00000068184,OK,0000-0002-7459-3860,,,20211011T163840Z,PROVISIONAL
32e23a50-ea91-47f8-92ea-44fe3ab9203b,D01,BART,BART_004,BART_004.basePlot.bgc,2021-06-10T14:34Z,BART.peakGreenness.2021,NEON.DOC.014048vN,BART_004-O-14.5-6.5-20210610|BART_004-O-2-28-20210610|BART_004-O-39-1.5-20210610,BART_004-O-20210610-COMP,B00000068189,OK,0000-0001-9529-4416,,,20211011T163840Z,PROVISIONAL
6d81e957-2262-411c-bbd1-5d9aabf4aa97,D01,BART,BART_003,BART_003.basePlot.bgc,2021-06-10T18:01Z,BART.peakGreenness.2021,NEON.DOC.014048vN,BART_003-O-16.5-31-20210610|BART_003-O-7-3.5-20210610|BART_003-O-38.5-15-20210610,BART_003-O-20210610-COMP,B00000068186,OK,0000-0002-9520-4182,,,20211011T163840Z,PROVISIONAL
c82edd0e-37fc-433f-b0b1-fbd82b382f12,D01,BART,BART_023,BART_023.basePlot.bgc,2021-06-10T20:18Z,BART.peakGreenness.2021,NEON.DOC.014048vN,BART_023-O-10.5-35-20210610|BART_023-O-39.5-39-20210610|BART_023-O-37.5-3.5-20210610,BART_023-O-20210610-COMP,B00000068190,OK,0000-0002-9520-4182,,,20211011T163840Z,PROVISIONAL
32711de5-4709-4e40-9d0d-5bfab19653b7,D01,BART,BART_005,BART_005.basePlot.bgc,2021-06-11T12:22Z,BART.peakGreenness.2021,NEON.DOC.014048vN,BART_005-O-2.5-16.5-20210611|BART_005-O-7.5-21-20210611|BART_005-O-37-33.5-20210611,BART_005-O-20210611-COMP,B00000068185,OK,0000-0001-9529-4416,,,20211011T163840Z,PROVISIONAL
cb98b6ee-4033-46ad-a80b-afae2ef83857,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-07-09T15:30Z,,NEON.DOC.014048vB,HARV_013-M-38-5-20130709|HARV_013-M-22-37-20130709|HARV_013-M-9-22-20130709,HARV_013-M-20130709-COMP,,OK,,samples were not field-composited prior to 2015. DNA was pooled at the analytical facility.,,20201217T033844Z,RELEASE-2021
93d8a5c4-f599-498b-9fea-9974c264d347,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-07-09T18:45Z,,NEON.DOC.014048vB,HARV_001-M-9-26-20130709|HARV_001-M-25-38-20130709|HARV_001-M-22-2-20130709,HARV_001-M-20130709-COMP,,OK,,samples were not field-composited prior to 2015. DNA was pooled at the analytical facility.,,20201217T033844Z,RELEASE-2021
a8b62025-9ed2-493c-8ac5-5f565802d3f6,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-07-09T21:21Z,,NEON.DOC.014048vB,HARV_004-M-34-37-20130709|HARV_004-M-5-35-20130709|HARV_004-M-16-35-20130709,HARV_004-M-20130709-COMP,,OK,,samples were not field-composited prior to 2015. DNA was pooled at the analytical facility.,,20201217T033844Z,RELEASE-2021
e4265ed5-6c2c-4057-838b-1214f2c38796,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2013-07-09T23:39Z,,NEON.DOC.014048vB,HARV_016-M-1-1-20130709|HARV_016-M-3-10-20130709|HARV_016-M-22-33-20130709,HARV_016-M-20130709-COMP,,OK,,samples were not field-composited prior to 2015. DNA was pooled at the analytical facility.,,20201217T033844Z,RELEASE-2021
eaa22d6c-9d43-421e-bc2f-e7f0b7c6f566,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-11-22T14:18Z,,NEON.DOC.014048vB,HARV_013-O-24-9-20131122|HARV_013-O-31-27-20131122|HARV_013-O-4-14-20131122,HARV_013-O-20131122-COMP,,OK,,samples were not field-composited prior to 2015. DNA was pooled at the analytical facility.,,20201217T033527Z,RELEASE-2021
29008cb4-e8f1-4f67-b49d-5a1dcdc5c048,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-11-22T15:50Z,,NEON.DOC.014048vB,HARV_001-M-30-7-20131122|HARV_001-M-13-7-20131122|HARV_001-M-35-29-20131122,HARV_001-M-20131122-COMP,,OK,,samples were not field-composited prior to 2015. DNA was pooled at the analytical facility.,,20201217T033527Z,RELEASE-2021
a05c95dc-30f0-4b6e-a826-5da1ab356abc,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-11-22T15:50Z,,NEON.DOC.014048vB,HARV_001-O-13-7-20131122|HARV_001-O-35-29-20131122|HARV_001-O-30-7-20131122,HARV_001-O-20131122-COMP,,OK,,samples were not field-composited prior to 2015. DNA was pooled at the analytical facility.,,20201217T033527Z,RELEASE-2021
48ef4592-50a0-43e0-89ae-3fceb083be4b,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-11-22T17:25Z,,NEON.DOC.014048vB,HARV_004-O-19-1-20131122|HARV_004-O-29-34-20131122|HARV_004-O-31-8-20131122,HARV_004-O-20131122-COMP,,OK,,samples were not field-composited prior to 2015. DNA was pooled at the analytical facility.,,20201217T033527Z,RELEASE-2021
edc5294f-1c2a-43b6-86fe-aad73865f6ed,D01,HARV,HARV_035,HARV_035.basePlot.bgc,2016-08-02T14:50Z,,NEON.DOC.014048vF,HARV_035-O-2-36.5-20160802|HARV_035-O-4-9-20160802|HARV_035-O-30-35-20160802,HARV_035-O-20160802-COMP,,OK,agray@field-ops.org,,,20201217T185043Z,RELEASE-2021
53af1038-106c-46d4-8f04-8e60e692d04e,D01,HARV,HARV_033,HARV_033.basePlot.bgc,2016-08-02T16:22Z,,NEON.DOC.014048vF,HARV_033-O-31-8-20160802|HARV_033-O-21.5-37.5-20160802|HARV_033-O-19.5-36.5-20160802,HARV_033-O-20160802-COMP,,OK,agray@field-ops.org,,,20201217T185043Z,RELEASE-2021
59cd591c-2dc1-4c3f-9a56-a523d96e3b94,D01,HARV,HARV_037,HARV_037.basePlot.bgc,2016-08-02T17:52Z,,NEON.DOC.014048vF,HARV_037-O-5-18-20160802|HARV_037-O-25.5-38.5-20160802|HARV_037-O-28.5-1-20160802,HARV_037-O-20160802-COMP,,OK,agray@field-ops.org,,,20201217T185043Z,RELEASE-2021
1c74b36a-3bc2-4394-b149-82e6350cb271,D01,HARV,HARV_034,HARV_034.basePlot.bgc,2016-08-02T19:05Z,,NEON.DOC.014048vF,HARV_034-O-36.5-37.5-20160802|HARV_034-O-18-8-20160802|HARV_034-O-38-2.5-20160802,HARV_034-O-20160802-COMP,,OK,agray@field-ops.org,,,20201217T185043Z,RELEASE-2021
88516c4f-b508-49a7-a7de-ffadfc2dd64e,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2016-08-03T14:11Z,,NEON.DOC.014048vF,HARV_013-O-1.5-8.5-20160803|HARV_013-O-5-30.5-20160803|HARV_013-O-23.5-38-20160803,HARV_013-O-20160803-COMP,,OK,agray@field-ops.org,,,20201217T185043Z,RELEASE-2021
5d4b860b-e3cd-4c67-9cfe-4ef31a652d2b,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2016-08-03T16:12Z,,NEON.DOC.014048vF,HARV_001-O-38.5-1-20160803|HARV_001-O-30.5-37.5-20160803|HARV_001-O-2.5-18-20160803,HARV_001-O-20160803-COMP,,OK,agray@field-ops.org,,,20201217T185043Z,RELEASE-2021
b747a6e7-0d74-43be-bd61-95b8c21e53f2,D01,HARV,HARV_010,HARV_010.basePlot.bgc,2016-08-03T17:57Z,,NEON.DOC.014048vF,HARV_010-O-32.5-29.5-20160803|HARV_010-O-28-6-20160803|HARV_010-O-7-6-20160803,HARV_010-O-20160803-COMP,,OK,agray@field-ops.org,,,20201217T185043Z,RELEASE-2021
84c4376f-b5d2-44a8-be34-cac3007c7657,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2016-08-03T19:26Z,,NEON.DOC.014048vF,HARV_004-O-9.5-33-20160803|HARV_004-O-24.5-1-20160803|HARV_004-O-8.5-14-20160803,HARV_004-O-20160803-COMP,,OK,agray@field-ops.org,,,20201217T185043Z,RELEASE-2021
772d1451-b2de-43c5-8ca9-16be6f7352c2,D01,HARV,HARV_020,HARV_020.basePlot.bgc,2016-08-11T18:27Z,,NEON.DOC.014048vF,HARV_020-O-17-31-20160811|HARV_020-O-31-27-20160811|HARV_020-O-35.5-7.5-20160809,HARV_020-O-20160809-COMP,,OK,agray@field-ops.org,,,20201217T185043Z,RELEASE-2021
1bf5e6e4-cd0b-4c61-80fe-ad46de133275,D01,HARV,HARV_002,HARV_002.basePlot.bgc,2016-08-09T17:25Z,,NEON.DOC.014048vF,HARV_002-O-1.5-7-20160809|HARV_002-O-39-7-20160809|HARV_002-O-19.5-39-20160809,HARV_002-O-20160809-COMP,,OK,agray@field-ops.org,,,20201217T185043Z,RELEASE-2021
4a6c96ed-c927-445a-869b-06b29cf1944b,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2017-07-31T15:27Z,,NEON.DOC.014048vJ,HARV_001-O-27-2-20170731|HARV_001-O-21.5-30.5-20170731|HARV_001-O-7-32-20170731,HARV_001-O-20170731-COMP,,OK,chines@field-ops.org,,,20201217T230229Z,RELEASE-2021
399a13b4-773e-4735-8d59-ac4f9e63ba18,D01,HARV,HARV_037,HARV_037.basePlot.bgc,2017-07-31T17:45Z,,NEON.DOC.014048vF,HARV_037-O-1-36.5-20170731|HARV_037-O-38.5-5.5-20170731|HARV_037-O-22.5-37.5-20170731,HARV_037-O-20170731-COMP,,OK,jbreault@field-ops.org,,,20201217T230229Z,RELEASE-2021
a364c805-a92b-489f-909d-d56ac276c486,D01,HARV,HARV_010,HARV_010.basePlot.bgc,2017-07-31T16:54Z,,NEON.DOC.014048vJ,HARV_010-O-37-36-20170731|HARV_010-O-0.5-7-20170731|HARV_010-O-9.5-20.5-20170731,HARV_010-O-20170731-COMP,,OK,ramundson@field-ops.org,,,20201217T230229Z,RELEASE-2021
94777ca8-ce1f-46cf-95a9-6568547ccddb,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2017-07-31T18:46Z,,NEON.DOC.014048vJ,HARV_004-O-2-38.5-20170731|HARV_004-O-27-33-20170731|HARV_004-O-6.5-15-20170731,HARV_004-O-20170731-COMP,,OK,chines@field-ops.org,,,20201217T230229Z,RELEASE-2021
03827c21-2400-44a0-9d03-d64c5198a4bb,D01,HARV,HARV_034,HARV_034.basePlot.bgc,2017-07-31T19:48Z,,NEON.DOC.014048vJ,HARV_034-O-19.5-37.5-20170731|HARV_034-O-39-37-20170731|HARV_034-O-39.5-15-20170731,HARV_034-O-20170731-COMP,,OK,jbreault@field-ops.org,,,20201217T230229Z,RELEASE-2021
5cbd4367-77e5-4352-92b4-5e4e6a2ff2c1,D01,HARV,HARV_020,HARV_020.basePlot.bgc,2017-07-31T20:13Z,,NEON.DOC.014048vJ,HARV_020-O-27-37.5-20170731|HARV_020-O-22.5-2-20170731|HARV_020-O-4-36-20170731,HARV_020-O-20170731-COMP,,OK,ramundson@field-ops.org,,,20201217T230229Z,RELEASE-2021
16bcc9f5-9eb1-4474-8207-5afb1ebf017e,D01,HARV,HARV_035,HARV_035.basePlot.bgc,2017-08-01T12:04Z,,NEON.DOC.014048vJ,HARV_035-O-31-18.5-20170801|HARV_035-O-0-3-20170801|HARV_035-O-34.5-26-20170801,HARV_035-O-20170801-COMP,,OK,jbreault@field-ops.org,,,20201217T234039Z,RELEASE-2021
6dac33b6-1b6e-46b1-8fb5-ef51381b06a3,D01,HARV,HARV_033,HARV_033.basePlot.bgc,2017-08-01T13:14Z,,NEON.DOC.014048vJ,HARV_033-O-36.5-26-20170801|HARV_033-O-12-31-20170801|HARV_033-O-19.5-0.5-20170801,HARV_033-O-20170801-COMP,,OK,sstevens@battelleecology.org,,,20201217T234039Z,RELEASE-2021
e6024ff6-d445-4a0a-8286-4892c5cfdebc,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2017-08-01T13:37Z,,NEON.DOC.014048vJ,HARV_013-O-21-4.5-20170801|HARV_013-O-1-9-20170801|HARV_013-O-25-33-20170801,HARV_013-O-20170801-COMP,,OK,chines@field-ops.org,,,20201217T234039Z,RELEASE-2021
597b181b-b510-4eb6-9013-80d0a22b0c73,D01,HARV,HARV_002,HARV_002.basePlot.bgc,2017-08-01T16:01Z,,NEON.DOC.014048vJ,HARV_002-O-21-35-20170801|HARV_002-O-3.5-25.5-20170801|HARV_002-O-16-1.5-20170801,HARV_002-O-20170801-COMP,,OK,chines@field-ops.org,,,20201217T234039Z,RELEASE-2021
482856d6-ad82-4766-b154-b259aae485cd,D01,HARV,HARV_033,HARV_033.basePlot.bgc,2018-07-09T17:54Z,,NEON.DOC.014048vF,HARV_033-O-6.5-31.5-20180709|HARV_033-O-8.5-15.5-20180709|HARV_033-O-21-34.5-20180709,HARV_033-O-20180709-COMP,D00000007964,OK,muffenbeck@battelleecology.org,,,20201218T085323Z,RELEASE-2021
e0609dc1-92b0-44ea-af9f-b60442b935c7,D01,HARV,HARV_033,HARV_033.basePlot.bgc,2018-07-09T18:10Z,,NEON.DOC.014048vF,HARV_033-M-8.5-15.5-20180709|HARV_033-M-6.5-31.5-20180709|HARV_033-M-21-34.5-20180709,HARV_033-M-20180709-COMP,D00000007965,OK,muffenbeck@battelleecology.org,,,20201218T085323Z,RELEASE-2021
fbc97870-280b-40fe-81e1-1a5c57216585,D01,HARV,HARV_035,HARV_035.basePlot.bgc,2018-07-09T19:47Z,,NEON.DOC.014048vK,HARV_035-O-21-4-20180709|HARV_035-O-8-24.5-20180709|HARV_035-O-38-33.5-20180709,HARV_035-O-20180709-COMP,D00000007968,OK,opiscitelli@battelleecology.org,,,20201218T085323Z,RELEASE-2021
9d1376dd-b2d5-4ae0-bd02-ae9e98a2e69a,D01,HARV,HARV_035,HARV_035.basePlot.bgc,2018-07-09T20:05Z,,NEON.DOC.014048vK,HARV_035-M-21-4-20180709|HARV_035-M-8-24.5-20180709|HARV_035-M-38-33.5-20180709,HARV_035-M-20180709-COMP,D00000007969,OK,opiscitelli@battelleecology.org,,,20201218T085323Z,RELEASE-2021
0538bf50-b384-4841-a355-95437207eee4,D01,HARV,HARV_034,HARV_034.basePlot.bgc,2018-07-10T14:01Z,,NEON.DOC.014048vK,HARV_034-O-26-6-20180710|HARV_034-O-16.5-4.5-20180710|HARV_034-O-15.5-30-20180709,HARV_034-O-20180709-COMP,D00000007966,OK,opiscitelli@battelleecology.org,,,20201218T085323Z,RELEASE-2021
67f5503f-ae79-42a5-9670-6142a88037e2,D01,HARV,HARV_034,HARV_034.basePlot.bgc,2018-07-10T14:20Z,,NEON.DOC.014048vK,HARV_034-M-16.5-4.5-20180710|HARV_034-M-26-6-20180710|HARV_034-M-15.5-30-20180709,HARV_034-M-20180709-COMP,D00000007967,OK,opiscitelli@battelleecology.org,,,20201218T085323Z,RELEASE-2021
a31c96f8-036c-4fdf-9686-fd3c7ae0cdad,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2018-07-10T15:58Z,,NEON.DOC.014048vF,HARV_004-O-28.5-34-20180710|HARV_004-O-33.5-2.5-20180710|HARV_004-O-15-0.5-20180710,HARV_004-O-20180710-COMP,D00000007956,OK,muffenbeck@battelleecology.org,,,20201218T085323Z,RELEASE-2021
ec434d38-db2a-4942-a0c7-e4699f4bdcfd,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2018-07-10T16:27Z,,NEON.DOC.014048vF,HARV_004-M-15-0.5-20180710|HARV_004-M-33.5-2.5-20180710|HARV_004-M-28.5-34-20180710,HARV_004-M-20180710-COMP,D00000007957,OK,muffenbeck@battelleecology.org,,,20201218T085323Z,RELEASE-2021
62695b79-dfe6-48c3-99a0-d57655fb66f5,D01,HARV,HARV_037,HARV_037.basePlot.bgc,2018-07-10T17:35Z,,NEON.DOC.014048vK,HARV_037-O-5-13.5-20180710|HARV_037-O-34-39-20180710|HARV_037-O-0-34.5-20180710,HARV_037-O-20180710-COMP,D00000007970,OK,opiscitelli@battelleecology.org,,,20201218T085323Z,RELEASE-2021
d4b4c481-2914-4cc1-8c74-b54d9e8b477d,D01,HARV,HARV_037,HARV_037.basePlot.bgc,2018-07-10T17:53Z,,NEON.DOC.014048vK,HARV_037-M-0-34.5-20180710|HARV_037-M-5-13.5-20180710|HARV_037-M-34-39-20180710,HARV_037-M-20180710-COMP,D00000007971,OK,opiscitelli@battelleecology.org,,,20201218T085323Z,RELEASE-2021
3ebff31b-5c3e-4b58-bcd9-7d792018dcd6,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2018-07-10T19:59Z,,NEON.DOC.014048vF,HARV_001-O-20-3-20180710|HARV_001-O-27-32.5-20180710|HARV_001-O-7.5-15-20180710,HARV_001-O-20180710-COMP,D00000007952,OK,muffenbeck@battelleecology.org,,,20201218T085323Z,RELEASE-2021
b29d1526-2f22-453a-a481-796f9bf6b61e,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2018-07-10T20:13Z,,NEON.DOC.014048vF,HARV_001-M-7.5-15-20180710|HARV_001-M-27-32.5-20180710|HARV_001-M-20-3-20180710,HARV_001-M-20180710-COMP,D00000007953,OK,muffenbeck@battelleecology.org,,,20201218T085323Z,RELEASE-2021
dc202893-6b11-4c09-8347-0a38ea195469,D01,HARV,HARV_002,HARV_002.basePlot.bgc,2018-07-11T14:37Z,,NEON.DOC.014048vK,HARV_002-O-21.5-4-20180711|HARV_002-O-1-33.5-20180711|HARV_002-O-9-4-20180711,HARV_002-O-20180711-COMP,D00000007954,OK,muffenbeck@battelleecology.org,,,20201218T085323Z,RELEASE-2021
7a3ef592-290c-4de8-aa59-c91e6637da64,D01,HARV,HARV_002,HARV_002.basePlot.bgc,2018-07-11T14:57Z,,NEON.DOC.014048vK,HARV_002-M-21.5-4-20180711|HARV_002-M-9-4-20180711|HARV_002-M-1-33.5-20180711,HARV_002-M-20180711-COMP,D00000007955,OK,muffenbeck@battelleecology.org,,,20201218T085323Z,RELEASE-2021
