uid,domainID,siteID,plotID,namedLocation,collectDate,samplingProtocolVersion,horizon,ovenStartDate,ovenEndDate,sampleID,sampleCode,cnSampleID,cnSampleCode,bgcArchiveID,bgcArchiveCode,bgcArchiveMass,toxicodendronPossible,sampleCondition,bgcRemarks,processedBy,bgcDataQF,publicationDate,release
cb01cbfb-47ea-42fd-b20d-f8318ae15024,D01,BART,BART_006,BART_006.basePlot.bgc,2014-08-20T12:57Z,NEON.DOC.014048vC,O,,,BART_006-O-28-3-20140820,,BART_006-O-28-3-20140820-CN,,BART_006-O-28-3-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
e2b852fb-45a6-4a37-80fa-e6dce83bb831,D01,BART,BART_028,BART_028.basePlot.bgc,2014-08-20T13:21Z,NEON.DOC.014048vC,M,,,BART_028-M-37-22-20140820,,BART_028-M-37-22-20140820-CN,,BART_028-M-37-22-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
c6cc0cf3-1d37-4020-9953-c4d612202c2f,D01,BART,BART_028,BART_028.basePlot.bgc,2014-08-20T13:21Z,NEON.DOC.014048vC,O,,,BART_028-O-37-22-20140820,,BART_028-O-37-22-20140820-CN,,BART_028-O-37-22-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
21d8c240-743c-41da-8c25-1bf0dc3bce7e,D01,BART,BART_006,BART_006.basePlot.bgc,2014-08-20T14:00Z,NEON.DOC.014048vC,O,,,BART_006-O-13-6-20140820,,BART_006-O-13-6-20140820-CN,,BART_006-O-13-6-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
3cfde74e-041a-4351-982b-f6925ca2baa6,D01,BART,BART_006,BART_006.basePlot.bgc,2014-08-20T14:00Z,NEON.DOC.014048vC,M,,,BART_006-M-13-6-20140820,,BART_006-M-13-6-20140820-CN,,BART_006-M-13-6-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
5b0e011d-d32d-46d7-a1f0-1d3e99283a06,D01,BART,BART_028,BART_028.basePlot.bgc,2014-08-20T14:32Z,NEON.DOC.014048vC,O,,,BART_028-O-30-27-20140820,,BART_028-O-30-27-20140820-CN,,BART_028-O-30-27-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
63b0a756-412c-4765-8092-0d34560e54e2,D01,BART,BART_028,BART_028.basePlot.bgc,2014-08-20T14:32Z,NEON.DOC.014048vC,M,,,BART_028-M-30-27-20140820,,BART_028-M-30-27-20140820-CN,,BART_028-M-30-27-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
81c05e7e-3d76-40a0-aed7-535ff8fb9d5c,D01,BART,BART_006,BART_006.basePlot.bgc,2014-08-20T14:38Z,NEON.DOC.014048vC,M,,,BART_006-M-0-13-20140820,,BART_006-M-0-13-20140820-CN,,BART_006-M-0-13-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
b2ecea74-78c5-4e8e-9410-77eb1c8431b7,D01,BART,BART_028,BART_028.basePlot.bgc,2014-08-20T15:13Z,NEON.DOC.014048vC,O,,,BART_028-O-13-32-20140820,,BART_028-O-13-32-20140820-CN,,BART_028-O-13-32-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
58b9cfa1-ea36-412b-ac2e-c937bbf751fb,D01,BART,BART_028,BART_028.basePlot.bgc,2014-08-20T15:13Z,NEON.DOC.014048vC,M,,,BART_028-M-13-32-20140820,,BART_028-M-13-32-20140820-CN,,BART_028-M-13-32-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
3f62f1f0-3680-4535-afba-2df9fece3525,D01,BART,BART_033,BART_033.basePlot.bgc,2014-08-20T16:35Z,NEON.DOC.014048vC,M,,,BART_033-M-3-37-20140820,,BART_033-M-3-37-20140820-CN,,BART_033-M-3-37-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
634ed469-2cc3-4cc4-b91a-4cf531303673,D01,BART,BART_033,BART_033.basePlot.bgc,2014-08-20T16:35Z,NEON.DOC.014048vC,O,,,BART_033-O-3-37-20140820,,BART_033-O-3-37-20140820-CN,,BART_033-O-3-37-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
28dcb6b8-7637-4f28-8b11-cee15fdd9eeb,D01,BART,BART_034,BART_034.basePlot.bgc,2014-08-20T17:13Z,NEON.DOC.014048vC,O,,,BART_034-O-30-38-20140820,,BART_034-O-30-38-20140820-CN,,BART_034-O-30-38-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
7df08358-a74b-4d7d-83a3-48891fa4786e,D01,BART,BART_034,BART_034.basePlot.bgc,2014-08-20T17:13Z,NEON.DOC.014048vC,M,,,BART_034-M-30-38-20140820,,BART_034-M-30-38-20140820-CN,,BART_034-M-30-38-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
9d099494-959f-4dd2-bdec-361cc3b2bf43,D01,BART,BART_033,BART_033.basePlot.bgc,2014-08-20T17:15Z,NEON.DOC.014048vC,O,,,BART_033-O-6-12-20140820,,BART_033-O-6-12-20140820-CN,,BART_033-O-6-12-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
2865a801-e430-4df2-bfe2-3b49d610897e,D01,BART,BART_033,BART_033.basePlot.bgc,2014-08-20T17:15Z,NEON.DOC.014048vC,M,,,BART_033-M-6-12-20140820,,BART_033-M-6-12-20140820-CN,,BART_033-M-6-12-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
94d482ed-bfbd-4872-81c6-eda02bb3583f,D01,BART,BART_034,BART_034.basePlot.bgc,2014-08-20T17:47Z,NEON.DOC.014048vC,O,,,BART_034-O-23-30-20140820,,BART_034-O-23-30-20140820-CN,,BART_034-O-23-30-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
965296f3-f520-47be-8208-958496e4a860,D01,BART,BART_034,BART_034.basePlot.bgc,2014-08-20T17:47Z,NEON.DOC.014048vC,M,,,BART_034-M-23-30-20140820,,BART_034-M-23-30-20140820-CN,,BART_034-M-23-30-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
4fa01a87-94e4-4e84-87ec-cf0c9e38a03f,D01,BART,BART_033,BART_033.basePlot.bgc,2014-08-20T17:53Z,NEON.DOC.014048vC,O,,,BART_033-O-36-16-20140820,,BART_033-O-36-16-20140820-CN,,BART_033-O-36-16-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
e5c4c5c7-3bed-4133-b251-bc4f06393562,D01,BART,BART_033,BART_033.basePlot.bgc,2014-08-20T17:53Z,NEON.DOC.014048vC,M,,,BART_033-M-36-16-20140820,,BART_033-M-36-16-20140820-CN,,BART_033-M-36-16-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
31fd762f-c62f-4c47-815e-088335c36be4,D01,BART,BART_034,BART_034.basePlot.bgc,2014-08-20T18:34Z,NEON.DOC.014048vC,O,,,BART_034-O-33-4-20140820,,BART_034-O-33-4-20140820-CN,,BART_034-O-33-4-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
f11f2e99-5091-42e0-a674-3ab371384e6c,D01,BART,BART_034,BART_034.basePlot.bgc,2014-08-20T18:34Z,NEON.DOC.014048vC,M,,,BART_034-M-33-4-20140820,,BART_034-M-33-4-20140820-CN,,BART_034-M-33-4-20140820-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
d182b132-7ca9-4173-ba0d-bdf213af5f58,D01,BART,BART_032,BART_032.basePlot.bgc,2014-08-21T13:11Z,NEON.DOC.014048vC,M,,,BART_032-M-39-30-20140821,,BART_032-M-39-30-20140821-CN,,BART_032-M-39-30-20140821-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
b7a58d1b-0517-4908-8fff-3ccdc11b279d,D01,BART,BART_032,BART_032.basePlot.bgc,2014-08-21T13:11Z,NEON.DOC.014048vC,O,,,BART_032-O-39-30-20140821,,BART_032-O-39-30-20140821-CN,,BART_032-O-39-30-20140821-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
375948da-937d-4889-9d38-fc512b30fb5f,D01,BART,BART_032,BART_032.basePlot.bgc,2014-08-21T13:15Z,NEON.DOC.014048vC,O,,,BART_032-O-2-1-20140821,,BART_032-O-2-1-20140821-CN,,BART_032-O-2-1-20140821-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
fcb272dd-0ba8-4374-8848-7f63b7f2103e,D01,BART,BART_032,BART_032.basePlot.bgc,2014-08-21T13:15Z,NEON.DOC.014048vC,M,,,BART_032-M-2-1-20140821,,BART_032-M-2-1-20140821-CN,,BART_032-M-2-1-20140821-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
b11b60e1-f207-44b9-9eb6-db559c3aac23,D01,BART,BART_032,BART_032.basePlot.bgc,2014-08-21T13:51Z,NEON.DOC.014048vC,M,,,BART_032-M-8-11-20140821,,BART_032-M-8-11-20140821-CN,,BART_032-M-8-11-20140821-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
c5fa3164-be5c-4b5b-9d07-db10ebcedf63,D01,BART,BART_032,BART_032.basePlot.bgc,2014-08-21T13:51Z,NEON.DOC.014048vC,O,,,BART_032-O-8-11-20140821,,BART_032-O-8-11-20140821-CN,,BART_032-O-8-11-20140821-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
f94fff11-7285-4c51-a513-45b52fe466af,D01,BART,BART_002,BART_002.basePlot.bgc,2014-08-21T18:10Z,NEON.DOC.014048vC,M,,,BART_002-M-33-17-20140821,,BART_002-M-33-17-20140821-CN,,BART_002-M-33-17-20140821-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
f68cf3c9-dfd9-4795-a5e3-a6acc1bc8caa,D01,BART,BART_002,BART_002.basePlot.bgc,2014-08-21T18:24Z,NEON.DOC.014048vC,M,,,BART_002-M-17-37-20140821,,BART_002-M-17-37-20140821-CN,,BART_002-M-17-37-20140821-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
7cbb28a5-249e-4e6e-b3c7-97a26893eb27,D01,BART,BART_002,BART_002.basePlot.bgc,2014-08-21T18:45Z,NEON.DOC.014048vC,M,,,BART_002-M-2-27-20140821,,BART_002-M-2-27-20140821-CN,,BART_002-M-2-27-20140821-BA,,,,OK,,,"",20201217T042530Z,RELEASE-2021
e57d2117-e6ed-4556-ab31-e7af9b6e895a,D01,BART,BART_024,BART_024.basePlot.bgc,2015-07-27T12:26Z,NEON.DOC.014048vF,O,,,BART_024-O-21.5-5.5-20150727,,BART_024-O-21.5-5.5-20150727-CN,,BART_024-O-21.5-5.5-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
bde6cf7e-ae2a-411a-a162-7fa39fd4db3d,D01,BART,BART_024,BART_024.basePlot.bgc,2015-07-27T12:26Z,NEON.DOC.014048vF,M,,,BART_024-M-21.5-5.5-20150727,,BART_024-M-21.5-5.5-20150727-CN,,BART_024-M-21.5-5.5-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
2e49c5fd-5ccb-47e5-8a67-566aa9f5c94d,D01,BART,BART_024,BART_024.basePlot.bgc,2015-07-27T12:46Z,NEON.DOC.014048vF,O,,,BART_024-O-38-22-20150727,,BART_024-O-38-22-20150727-CN,,BART_024-O-38-22-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
806e8a07-d07e-437e-a086-d7e6bdda0cb4,D01,BART,BART_024,BART_024.basePlot.bgc,2015-07-27T12:46Z,NEON.DOC.014048vF,M,,,BART_024-M-38-22-20150727,,BART_024-M-38-22-20150727-CN,,BART_024-M-38-22-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
d41e065c-b5b9-476c-bdd7-e13d3ef87c4d,D01,BART,BART_024,BART_024.basePlot.bgc,2015-07-27T13:06Z,NEON.DOC.014048vF,M,,,BART_024-M-6-22.5-20150727,,BART_024-M-6-22.5-20150727-CN,,BART_024-M-6-22.5-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
afdf1765-2e51-41f9-9fc0-d5898243176a,D01,BART,BART_024,BART_024.basePlot.bgc,2015-07-27T13:06Z,NEON.DOC.014048vF,O,,,BART_024-O-6-22.5-20150727,,BART_024-O-6-22.5-20150727-CN,,BART_024-O-6-22.5-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
a1168bd8-20fe-42f9-bd05-85977a6c20cf,D01,BART,BART_003,BART_003.basePlot.bgc,2015-07-27T13:55Z,NEON.DOC.014048vF,O,,,BART_003-O-34.5-17-20150727,,BART_003-O-34.5-17-20150727-CN,,BART_003-O-34.5-17-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
e7bee5c9-a241-44e2-a1c2-0be8d58908e9,D01,BART,BART_003,BART_003.basePlot.bgc,2015-07-27T13:55Z,NEON.DOC.014048vF,M,,,BART_003-M-34.5-17-20150727,,BART_003-M-34.5-17-20150727-CN,,BART_003-M-34.5-17-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
6640f6ed-309c-40f7-8667-91fd206b4432,D01,BART,BART_003,BART_003.basePlot.bgc,2015-07-27T14:09Z,NEON.DOC.014048vF,M,,,BART_003-M-33.5-36.5-20150727,,BART_003-M-33.5-36.5-20150727-CN,,BART_003-M-33.5-36.5-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
30fa1799-2a57-426b-81d3-b1105cead04b,D01,BART,BART_003,BART_003.basePlot.bgc,2015-07-27T14:09Z,NEON.DOC.014048vF,O,,,BART_003-O-33.5-36.5-20150727,,BART_003-O-33.5-36.5-20150727-CN,,BART_003-O-33.5-36.5-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
37e48ae2-eb24-4cae-9fb1-0fd9cec4eb03,D01,BART,BART_003,BART_003.basePlot.bgc,2015-07-27T14:28Z,NEON.DOC.014048vF,M,,,BART_003-M-12.5-34-20150727,,BART_003-M-12.5-34-20150727-CN,,BART_003-M-12.5-34-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
a28f7768-a854-4ad0-979c-6cbfa4d92393,D01,BART,BART_003,BART_003.basePlot.bgc,2015-07-27T14:28Z,NEON.DOC.014048vF,O,,,BART_003-O-12.5-34-20150727,,BART_003-O-12.5-34-20150727-CN,,BART_003-O-12.5-34-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
f60fafac-19d0-4345-b534-cc07c0e875e8,D01,BART,BART_040,BART_040.basePlot.bgc,2015-07-27T16:40Z,NEON.DOC.014048vF,O,,,BART_040-O-26-9-20150727,,BART_040-O-26-9-20150727-CN,,BART_040-O-26-9-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
8515e09d-a0a6-41c9-9770-8b6e819cd46b,D01,BART,BART_040,BART_040.basePlot.bgc,2015-07-27T16:40Z,NEON.DOC.014048vF,M,,,BART_040-M-26-9-20150727,,BART_040-M-26-9-20150727-CN,,BART_040-M-26-9-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
f3b62bcb-1b8b-46af-b451-95aeab2eb2e0,D01,BART,BART_040,BART_040.basePlot.bgc,2015-07-27T16:51Z,NEON.DOC.014048vF,M,,,BART_040-M-20.5-30.5-20150727,,BART_040-M-20.5-30.5-20150727-CN,,BART_040-M-20.5-30.5-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
4c69a80b-c303-4657-b1c2-21155c8f9ac8,D01,BART,BART_040,BART_040.basePlot.bgc,2015-07-27T16:51Z,NEON.DOC.014048vF,O,,,BART_040-O-20.5-30.5-20150727,,BART_040-O-20.5-30.5-20150727-CN,,BART_040-O-20.5-30.5-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
6948d474-9d97-41ae-a0a0-6339aa0cd56b,D01,BART,BART_040,BART_040.basePlot.bgc,2015-07-27T17:01Z,NEON.DOC.014048vF,M,,,BART_040-M-6-29-20150727,,BART_040-M-6-29-20150727-CN,,BART_040-M-6-29-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
c920a845-e7ed-43df-acd4-0367bedb6044,D01,BART,BART_040,BART_040.basePlot.bgc,2015-07-27T17:01Z,NEON.DOC.014048vF,O,,,BART_040-O-6-29-20150727,,BART_040-O-6-29-20150727-CN,,BART_040-O-6-29-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
3c85366e-5d79-4428-9620-74332d245af1,D01,BART,BART_071,BART_071.basePlot.bgc,2015-07-27T19:16Z,NEON.DOC.014048vF,M,,,BART_071-M-39-19.5-20150727,,BART_071-M-39-19.5-20150727-CN,,BART_071-M-39-19.5-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
c40febc6-0c3c-4573-8989-7193df1c5e86,D01,BART,BART_071,BART_071.basePlot.bgc,2015-07-27T19:16Z,NEON.DOC.014048vF,O,,,BART_071-O-39-19.5-20150727,,BART_071-O-39-19.5-20150727-CN,,BART_071-O-39-19.5-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
a49ea659-8c11-419d-8e48-0c3c90b21811,D01,BART,BART_071,BART_071.basePlot.bgc,2015-07-27T19:32Z,NEON.DOC.014048vF,M,,,BART_071-M-35-36-20150727,,BART_071-M-35-36-20150727-CN,,BART_071-M-35-36-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
9fab64b9-2994-4855-b1f1-7dfd975aac82,D01,BART,BART_071,BART_071.basePlot.bgc,2015-07-27T19:32Z,NEON.DOC.014048vF,O,,,BART_071-O-35-36-20150727,,BART_071-O-35-36-20150727-CN,,BART_071-O-35-36-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
a2ef4b01-b809-4613-8a39-d471b03f2d9b,D01,BART,BART_071,BART_071.basePlot.bgc,2015-07-27T19:48Z,NEON.DOC.014048vF,O,,,BART_071-O-5.5-38-20150727,,BART_071-O-5.5-38-20150727-CN,,BART_071-O-5.5-38-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
bf40fcbf-3dd3-498f-a56b-2bf34de833c9,D01,BART,BART_071,BART_071.basePlot.bgc,2015-07-27T19:48Z,NEON.DOC.014048vF,M,,,BART_071-M-5.5-38-20150727,,BART_071-M-5.5-38-20150727-CN,,BART_071-M-5.5-38-20150727-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
d031b130-1fbc-416e-9ad7-e34584e7b56f,D01,BART,BART_042,BART_042.basePlot.bgc,2015-07-28T12:22Z,NEON.DOC.014048vF,M,,,BART_042-M-16-3-20150728,,BART_042-M-16-3-20150728-CN,,BART_042-M-16-3-20150728-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
063dd27c-1f40-4cac-aeb7-ad756e4f7c6a,D01,BART,BART_042,BART_042.basePlot.bgc,2015-07-28T12:22Z,NEON.DOC.014048vF,O,,,BART_042-O-16-3-20150728,,BART_042-O-16-3-20150728-CN,,BART_042-O-16-3-20150728-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
