uid,namedLocation,domainID,siteID,plotID,collectDate,sampleID,sampleCode,kclSampleID,kclSampleCode,sampleCondition,ammoniumNAnalysisDate,kclAmmoniumNConc,ammoniumNRepNum,ammoniumNQF,ammoniumNRemarks,nitrateNitriteNAnalysisDate,kclNitrateNitriteNConc,nitrateNitriteNRepNum,nitrateNitriteNQF,nitrateNitriteNRemarks,laboratoryName,ammoniumNMethod,ammoniumNInstrument,ammoniumNAnalyzedBy,ammoniumNReviewedBy,nitrateNitriteNMethod,nitrateNitriteNInstrument,nitrateNitriteNAnalyzedBy,nitrateNitriteNReviewedBy,dataQF,publicationDate,release
232e866c-3169-4564-bd84-5cbb2b331689,HARV_005.basePlot.bgc,D01,HARV,HARV_005,2018-04-17T17:36Z,HARV_005-M-36-21-20180417,A00000001244,HARV_005-M-36-21-20180417-KCL,B00000006322,ok,2019-01-30,0.282,1,OK,"",2019-02-04,0.11,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
41312703-9b0c-469c-9195-e886c236b38e,HARV_021.basePlot.bgc,D01,HARV,HARV_021,2018-04-17T17:43Z,HARV_021-O-16.5-6-20180417,A00000001282,HARV_021-O-16.5-6-20180417-KCL,B00000006309,ok,2019-01-30,0.078,1,OK,"",2019-02-04,0.057,1,blanks exceed sample value,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
bc8f16e9-2143-4e4d-8ab3-398228801d81,HARV_005.basePlot.bgc,D01,HARV,HARV_005,2018-04-17T17:48Z,HARV_005-M-21.5-5.5-20180417,A00000001246,HARV_005-M-21.5-5.5-20180417-KCL,B00000006276,ok,2019-01-30,0.215,1,OK,"",2019-02-04,0.074,1,blanks exceed sample value,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
56f047b4-c1ab-4f69-8468-a8d42d258224,HARV_021.basePlot.bgc,D01,HARV,HARV_021,2018-04-17T17:52Z,HARV_021-M-16.5-6-20180417,A00000001261,HARV_021-M-16.5-6-20180417-KCL,B00000006319,ok,2019-01-30,0.039,1,OK,"",2019-02-04,0.123,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
1eb5fd22-192e-4c9c-a194-c03d84028bc8,HARV_021.basePlot.bgc,D01,HARV,HARV_021,2018-04-17T18:10Z,HARV_021-O-28.5-1-20180417,A00000001281,HARV_021-O-28.5-1-20180417-KCL,B00000006285,ok,2019-01-30,0.048,1,OK,"",2019-02-04,0.056,1,blanks exceed sample value,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
79995b50-8e1e-4f52-928f-e4cf91b823b1,HARV_021.basePlot.bgc,D01,HARV,HARV_021,2018-04-17T18:21Z,HARV_021-M-28.5-1-20180417,A00000001260,HARV_021-M-28.5-1-20180417-KCL,B00000006320,ok,2019-01-30,0.071,1,OK,"",2019-02-04,0.104,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
26a3e712-f2b4-4a13-adb8-77c3e990c39f,HARV_013.basePlot.bgc,D01,HARV,HARV_013,2018-04-18T14:26Z,HARV_013-O-10.5-37-20180418,A00000001284,HARV_013-O-10.5-37-20180418-KCL,B00000006288,ok,2019-01-30,0.077,1,OK,"",2019-02-04,0.095,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
fb89c3c1-580f-4dc8-823a-b3de734e0567,HARV_013.basePlot.bgc,D01,HARV,HARV_013,2018-04-18T14:33Z,HARV_013-M-10.5-37-20180418,A00000001263,HARV_013-M-10.5-37-20180418-KCL,B00000006273,ok,2019-01-30,0.086,1,OK,"",2019-02-04,0.108,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
651a0001-32ed-46d4-9554-c48f4078dcf3,HARV_033.basePlot.bgc,D01,HARV,HARV_033,2018-04-18T14:41Z,HARV_033-M-14.5-0-20180418,A00000001258,HARV_033-M-14.5-0-20180418-KCL,B00000006283,ok,2019-01-30,0.108,1,OK,"",2019-02-04,0.112,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
ba18d2ec-69f1-4c91-a9c4-77a08b29a08d,HARV_013.basePlot.bgc,D01,HARV,HARV_013,2018-04-18T14:53Z,HARV_013-O-30-30.5-20180418,A00000001267,HARV_013-O-30-30.5-20180418-KCL,B00000006282,ok,2019-01-30,0.071,1,OK,"",2019-02-04,0.069,1,blanks exceed sample value,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
ec62d645-dca1-4083-b04e-e3d3dc645595,HARV_013.basePlot.bgc,D01,HARV,HARV_013,2018-04-18T15:03Z,HARV_013-M-30-30.5-20180418,A00000001264,HARV_013-M-30-30.5-20180418-KCL,B00000006280,ok,2019-01-30,0.088,1,OK,"",2019-02-04,0.115,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
91025e3d-5d37-4a37-b101-2add890c9163,HARV_033.basePlot.bgc,D01,HARV,HARV_033,2018-04-18T15:14Z,HARV_033-O-0-32.5-20180418,A00000001241,HARV_033-O-0-32.5-20180418-KCL,B00000006327,ok,2019-01-30,0.103,1,OK,"",2019-02-04,0.068,1,blanks exceed sample value,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
5fd998f0-032b-4c2a-8a9e-8ff16dd3217c,HARV_013.basePlot.bgc,D01,HARV,HARV_013,2018-04-18T15:15Z,HARV_013-O-24.5-7.5-20180418,A00000001266,HARV_013-O-24.5-7.5-20180418-KCL,B00000006274,ok,2019-01-30,0.38,1,OK,"",2019-02-04,0.073,1,blanks exceed sample value,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
9e94b8d9-fd7f-4c5f-a2a9-2910d18ed94f,HARV_013.basePlot.bgc,D01,HARV,HARV_013,2018-04-18T15:27Z,HARV_013-M-24.5-7.5-20180418,A00000001265,HARV_013-M-24.5-7.5-20180418-KCL,B00000006281,ok,2019-01-30,0.082,1,OK,"",2019-02-04,0.108,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
af47d312-4cdf-4d69-966c-2e8b282bf9ad,HARV_033.basePlot.bgc,D01,HARV,HARV_033,2018-04-18T15:30Z,HARV_033-M-0-32.5-20180418,A00000001259,HARV_033-M-0-32.5-20180418-KCL,B00000006290,ok,2019-01-30,0.099,1,OK,"",2019-02-04,0.087,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
bae96b09-4ce5-4fe2-8538-446644b9cd24,HARV,D01,HARV,"",2018-04-18T16:00Z,"","",HARV-20180418-BREF1-C,B00000006262,ok,2019-01-30,0.003,1,OK,"",2019-01-30,0.101,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
9634ed4c-05fe-4998-883e-dcdc73e8a53a,HARV,D01,HARV,"",2018-04-18T16:00Z,"","",HARV-20180418-BREF1-B,B00000006261,ok,2019-01-30,0.045,1,OK,"",2019-01-30,0.103,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
7e001640-778c-4bd8-ae99-4292b31dc910,HARV,D01,HARV,"",2018-04-18T16:00Z,"","",HARV-20180418-BREF1-A,B00000006251,ok,2019-01-30,0.009,1,OK,"",2019-01-30,0.129,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
ad24003b-e1da-450f-9c48-923c9109b788,HARV_004.basePlot.bgc,D01,HARV,HARV_004,2018-04-18T16:22Z,HARV_004-O-0.5-26.5-20180418,A00000001248,HARV_004-O-0.5-26.5-20180418-KCL,B00000006270,ok,2019-02-01,0.713,1,OK,"",2019-02-04,0.096,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
c981b078-6335-4975-b52f-d823bebfb23b,HARV_004.basePlot.bgc,D01,HARV,HARV_004,2018-04-18T16:31Z,HARV_004-M-0.5-26.5-20180418,A00000001231,HARV_004-M-0.5-26.5-20180418-KCL,B00000006324,ok,2019-02-01,0.177,1,OK,"",2019-02-04,0.088,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
57270121-f30e-4abe-93eb-55ae4c1fc8e8,HARV_033.basePlot.bgc,D01,HARV,HARV_033,2018-04-18T16:36Z,HARV_033-O-31.5-30-20180418,A00000001280,HARV_033-O-31.5-30-20180418-KCL,B00000006325,ok,2019-01-30,0.068,1,OK,"",2019-02-04,0.073,1,blanks exceed sample value,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
7bb8af98-5c7d-4313-9a0e-5831a44935d2,HARV_033.basePlot.bgc,D01,HARV,HARV_033,2018-04-18T16:40Z,HARV_033-M-31.5-30-20180418,A00000001240,HARV_033-M-31.5-30-20180418-KCL,B00000006292,ok,2019-01-30,0.028,1,OK,"",2019-02-04,0.136,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
f45a51f4-10c9-49cc-b5aa-1ad76697ea07,HARV_004.basePlot.bgc,D01,HARV,HARV_004,2018-04-18T16:53Z,HARV_004-O-36-30.5-20180418,A00000001249,HARV_004-O-36-30.5-20180418-KCL,B00000006306,ok,2019-02-01,0.573,1,OK,"",2019-02-04,0.118,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
eca784cd-6a98-472a-a761-9b658ecf839a,HARV_004.basePlot.bgc,D01,HARV,HARV_004,2018-04-18T17:07Z,HARV_004-M-36-30.5-20180418,A00000001230,HARV_004-M-36-30.5-20180418-KCL,B00000006277,ok,2019-02-01,0.117,1,OK,"",2019-02-04,0.094,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
df967595-b4cd-4658-9e6c-cf419b5378a0,HARV_004.basePlot.bgc,D01,HARV,HARV_004,2018-04-18T17:22Z,HARV_004-O-21-0-20180418,A00000001250,HARV_004-O-21-0-20180418-KCL,B00000006323,ok,2019-02-01,2.911,1,OK,"",2019-02-04,0.123,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T092955Z,RELEASE-2021
