uid,domainID,siteID,plotID,namedLocation,plotType,nlcdClass,subplotID,coreCoordinateX,coreCoordinateY,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,collectDate,sampleTiming,biophysicalCriteria,eventID,standingWaterDepth,nTransBoutType,boutType,samplingImpractical,incubationMethod,incubationCondition,sampleID,sampleCode,toxicodendronPossible,horizon,horizonDetails,soilTemp,litterDepth,sampleTopDepth,sampleBottomDepth,sampleExtent,soilSamplingDevice,soilCoreCount,geneticSampleID,geneticSampleCode,geneticArchiveSample1ID,geneticArchiveSample1Code,geneticArchiveSample2ID,geneticArchiveSample2Code,geneticArchiveSample3ID,geneticArchiveSample3Code,geneticArchiveSample4ID,geneticArchiveSample4Code,geneticArchiveSample5ID,geneticArchiveSample5Code,geneticSampleCondition,biomassID,biomassCode,biomassSampleCondition,remarks,collectedBy,dataQF,publicationDate,release
86ed0bbc-b49e-47ce-865c-8fee16610ea7,D01,BART,BART_006,BART_006.basePlot.bgc,distributed,deciduousForest,,9,11,WGS84,44.0605,-71.3109,20.1,432.7,0.21,NEON.DOC.014048vC,2014-05-20T18:40Z,winterSpringTransition,,,0,No,microbes,,no incubation,,BART_006-M-9-11-20140520,,,M,,8.1,,6,30,,,1,BART_006-M-9-11-20140520-GEN,,BART_006-M-9-11-20140520-GA1,,,,,,,,,,OK,,,,moved sample location to (8; 11) (x;y); rock impediment; pocket of air beneath brownie; did not use slide corer,D01SHJ02,,20201217T042502Z,RELEASE-2021
44b2ef54-3a38-4b91-a151-eef33e0eb53f,D01,BART,BART_006,BART_006.basePlot.bgc,distributed,deciduousForest,,9,11,WGS84,44.0605,-71.3109,20.1,432.7,0.21,NEON.DOC.014048vC,2014-05-20T18:40Z,winterSpringTransition,,,0,No,microbes,,no incubation,,BART_006-O-9-11-20140520,,,O,,8.1,,0,6,,,1,BART_006-O-9-11-20140520-GEN,,BART_006-O-9-11-20140520-GA1,,,,,,,,,,OK,,,,"","",,20201217T042502Z,RELEASE-2021
275cd86c-b62b-48c7-9ac7-f4c5a5630f98,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,15,33,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-05-20T19:50Z,winterSpringTransition,,,0,No,microbes,,no incubation,,BART_028-M-15-33-20140520,,,M,,7.6,,1,21,,,1,BART_028-M-15-33-20140520-GEN,,BART_028-M-15-33-20140520-GA1,,,,,,,,,,OK,,,,"",D01SJH02,,20201217T042502Z,RELEASE-2021
ec5cb1e2-446f-4c73-b640-95ebc963d082,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,15,33,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-05-20T19:50Z,winterSpringTransition,,,0,No,microbes,,no incubation,,BART_028-O-15-33-20140520,,,O,,7.6,,0,1,,,1,BART_028-O-15-33-20140520-GEN,,BART_028-O-15-33-20140520-GA1,,,,,,,,,,OK,,,,"","",,20201217T042502Z,RELEASE-2021
0fc5a515-52ba-4b13-96ff-0b88f9229591,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,2,33,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-05-20T19:50Z,winterSpringTransition,,,0,No,microbes,,no incubation,,BART_028-O-2-33-20140520,,,O,,7.6,,0,10,,,1,BART_028-O-2-33-20140520-GEN,,BART_028-O-2-33-20140520-GA1,,,,,,,,,,OK,,,,"","",,20201217T042502Z,RELEASE-2021
ac9c4905-928c-4a43-9952-6d299b498389,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,2,33,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-05-20T19:50Z,winterSpringTransition,,,0,No,microbes,,no incubation,,BART_028-M-2-33-20140520,,,M,,7.6,,10,33,,,1,BART_028-M-2-33-20140520-GEN,,BART_028-M-2-33-20140520-GA1,,,,,,,,,,OK,,,,"",D01SJH02,,20201217T042502Z,RELEASE-2021
bf87c129-a852-49ee-add8-178b50172b34,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,21,39,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-05-20T20:10Z,winterSpringTransition,,,0,No,microbes,,no incubation,,BART_028-O-21-39-20140520,,,O,,7.7,,0,12,,,1,BART_028-O-21-39-20140520-GEN,,BART_028-O-21-39-20140520-GA1,,,,,,,,,,OK,,,,"","",,20201217T042502Z,RELEASE-2021
7e81a9ae-5eb0-4703-9692-6fb2107f5fd0,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,21,39,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-05-20T20:10Z,winterSpringTransition,,,0,No,microbes,,no incubation,,BART_028-M-21-39-20140520,,,M,,7.7,,12,35,,,1,BART_028-M-21-39-20140520-GEN,,BART_028-M-21-39-20140520-GA1,,,,,,,,,,OK,,,,X Corridinate from n-40 1meter E and 1 meter S ; QC ; NO ERROR JH,D01CAB21,,20201217T042502Z,RELEASE-2021
bd40a3ec-7036-450d-8049-a46c686c5214,D01,BART,BART_001,BART_001.basePlot.bgc,distributed,mixedForest,,26,3,WGS84,44.047079,-71.306661,20.3,467.7,0.62,NEON.DOC.014048vC,2014-05-21T17:30Z,winterSpringTransition,,,0,No,microbes,,no incubation,,BART_001-O-26-3-20140521,,,O,,8.2,,0,4,,,1,BART_001-O-26-3-20140521-GEN,,BART_001-O-26-3-20140521-GA1,,,,,,,,,,OK,,,,"","",,20201217T042502Z,RELEASE-2021
38ac05f9-3f1e-4f7d-bc03-0841b0283334,D01,BART,BART_001,BART_001.basePlot.bgc,distributed,mixedForest,,26,3,WGS84,44.047079,-71.306661,20.3,467.7,0.62,NEON.DOC.014048vC,2014-05-21T17:30Z,winterSpringTransition,,,0,No,microbes,,no incubation,,BART_001-M-26-3-20140521,,,M,,8.2,,4,30,,,1,BART_001-M-26-3-20140521-GEN,,BART_001-M-26-3-20140521-GA1,,,,,,,,,,OK,,,,4-5 mm decaying root in O-horizion QC: NO ERROR JH,D01CAB21,,20201217T042502Z,RELEASE-2021
3c5469fb-5ab8-4672-9e80-36bcf902bdf1,D01,BART,BART_001,BART_001.basePlot.bgc,distributed,mixedForest,,29,2,WGS84,44.047079,-71.306661,20.3,467.7,0.62,NEON.DOC.014048vC,2014-05-21T17:50Z,winterSpringTransition,,,0,No,microbes,,no incubation,,BART_001-M-29-2-20140521,,,M,,7.9,,3,30,,,1,BART_001-M-29-2-20140521-GEN,,BART_001-M-29-2-20140521-GA1,,,,,,,,,,OK,,,,redox features present,D01CAB21,,20201217T042502Z,RELEASE-2021
c26e85e3-7a63-498c-945c-b362c601ccae,D01,BART,BART_001,BART_001.basePlot.bgc,distributed,mixedForest,,29,2,WGS84,44.047079,-71.306661,20.3,467.7,0.62,NEON.DOC.014048vC,2014-05-21T17:50Z,winterSpringTransition,,,0,No,microbes,,no incubation,,BART_001-O-29-2-20140521,,,O,,7.9,,0,3,,,1,BART_001-O-29-2-20140521-GEN,,BART_001-O-29-2-20140521-GA1,,,,,,,,,,OK,,,,"","",,20201217T042502Z,RELEASE-2021
85d9f717-48ce-46f7-a5cc-e58f130c5818,D01,BART,BART_001,BART_001.basePlot.bgc,distributed,mixedForest,,17,34,WGS84,44.047079,-71.306661,20.3,467.7,0.62,NEON.DOC.014048vC,2014-05-21T18:10Z,winterSpringTransition,,,0,No,microbes,,no incubation,,BART_001-O-17-34-20140521,,,O,,8.9,,0,2,,,1,BART_001-O-17-34-20140521-GEN,,BART_001-O-17-34-20140521-GA1,,,,,,,,,,OK,,,,"","",,20201217T042502Z,RELEASE-2021
027ab8b4-48e8-4e8b-9339-4af2ab905cf7,D01,BART,BART_001,BART_001.basePlot.bgc,distributed,mixedForest,,17,34,WGS84,44.047079,-71.306661,20.3,467.7,0.62,NEON.DOC.014048vC,2014-05-21T18:10Z,winterSpringTransition,,,0,No,microbes,,no incubation,,BART_001-M-17-34-20140521,,,M,,8.9,,2,32,,,1,BART_001-M-17-34-20140521-GEN,,BART_001-M-17-34-20140521-GA1,,,,,,,,,,OK,,,,3rd order stream running through plot on small island in stream gravely soil; course ; QC: NO ERROR JH,D01SJH02,,20201217T042502Z,RELEASE-2021
ecfedaf4-892a-4624-9326-a42bca6d5e02,D01,BART,BART_006,BART_006.basePlot.bgc,distributed,deciduousForest,,1,8,WGS84,44.0605,-71.3109,20.1,432.7,0.21,NEON.DOC.014048vC,2014-06-19T12:32Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_006-O-1-8-20140619,,,O,,11.1,,0,22,,,1,BART_006-O-1-8-20140619-GEN,,BART_006-O-1-8-20140619-GA1,,,,,,,,,,OK,,,,coordinate moved 1m to coordinates entered; lots of rocks and roots; past organic layer is on rocky sandy gravel ; hit solid rock at 22 cm could not get mineral due to rock everywhere; QC: Changed HARV to BART; coordinatex 8 to 1 and coordinatey 10 to 8,D01NIH14,,20201217T042453Z,RELEASE-2021
fef1f4df-e9b1-4fcc-98c1-858d4c32204e,D01,BART,BART_006,BART_006.basePlot.bgc,distributed,deciduousForest,,3,26,WGS84,44.0605,-71.3109,20.1,432.7,0.21,NEON.DOC.014048vC,2014-06-19T13:30Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_006-M-3-26-20140619,,,M,,12,,5,30,,,1,BART_006-M-3-26-20140619-GEN,,BART_006-M-3-26-20140619-GA1,,,,,,,,,,OK,,,,QC: Changed HARV to BART EM,D01SNI12,,20201217T042453Z,RELEASE-2021
ed8fa426-4f40-4060-9edc-36c8cf7d8ebd,D01,BART,BART_006,BART_006.basePlot.bgc,distributed,deciduousForest,,3,26,WGS84,44.0605,-71.3109,20.1,432.7,0.21,NEON.DOC.014048vC,2014-06-19T13:30Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_006-O-3-26-20140619,,,O,,12,,0,5,,,1,BART_006-O-3-26-20140619-GEN,,BART_006-O-3-26-20140619-GA1,,,,,,,,,,OK,,,,QC: Changed HARV to BART EM,D01SNI12,,20201217T042453Z,RELEASE-2021
e766ba31-5547-430f-b711-eda63f83fe72,D01,BART,BART_006,BART_006.basePlot.bgc,distributed,deciduousForest,,33,3,WGS84,44.0605,-71.3109,20.1,432.7,0.21,NEON.DOC.014048vC,2014-06-19T13:53Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_006-M-33-3-20140619,,,M,,12.3,,12,30,,,1,BART_006-M-33-3-20140619-GEN,,BART_006-M-33-3-20140619-GA1,,,,,,,,,,OK,,,,coordinate moved 3 m north to entered coordinate due to rocks and roots; mineral layer rocky and sandy; QC: Changed HARV to BART EM,D01NIH14,,20201217T042453Z,RELEASE-2021
2a83bfd1-4059-4c7c-b777-42a081b74656,D01,BART,BART_006,BART_006.basePlot.bgc,distributed,deciduousForest,,33,3,WGS84,44.0605,-71.3109,20.1,432.7,0.21,NEON.DOC.014048vC,2014-06-19T13:53Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_006-O-33-3-20140619,,,O,,12.3,,0,12,,,1,BART_006-O-33-3-20140619-GEN,,BART_006-O-33-3-20140619-GA1,,,,,,,,,,OK,,,,coordinate moved 3 m north to entered coordinate due to rocks and roots; mineral layer rocky and sandy; QC: Changed HARV to BART EM,D01NIH14,,20201217T042453Z,RELEASE-2021
d8709fa3-431a-4af7-b8f3-51b161d02ef6,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,20,40,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-06-19T14:51Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_028-O-20-40-20140619,,,O,,11.3,,0,17,,,1,BART_028-O-20-40-20140619-GEN,,BART_028-O-20-40-20140619-GA1,,,,,,,,,,OK,,,,QC: Changed HARV to BART EM,D01SNI12,,20201217T042453Z,RELEASE-2021
d2bed641-bfc1-49d7-b285-8e562c3e6a49,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,20,40,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-06-19T14:51Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_028-M-20-40-20140619,,,M,,11.3,,17,30,,,1,BART_028-M-20-40-20140619-GEN,,BART_028-M-20-40-20140619-GA1,,,,,,,,,,OK,,,,QC: Changed HARV to BART EM,D01SNI12,,20201217T042453Z,RELEASE-2021
70a4b4bc-0e21-468d-9b5b-f03de1422cc3,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,21,38,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-06-19T15:08Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_028-M-21-38-20140619,,,M,,11.3,,14,22,,,1,BART_028-M-21-38-20140619-GEN,,BART_028-M-21-38-20140619-GA1,,,,,,,,,,OK,,,,QC: Changed HARV to BART EM,D01NIH14,,20201217T042453Z,RELEASE-2021
0ad5b053-8e2f-4b49-97b1-bdf843bd0529,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,21,38,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-06-19T15:08Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_028-O-21-38-20140619,,,O,,11.3,,0,14,,,1,BART_028-O-21-38-20140619-GEN,,BART_028-O-21-38-20140619-GA1,,,,,,,,,,OK,,,,QC: Changed HARV to BART EM,D01NIH14,,20201217T042453Z,RELEASE-2021
8301993f-a399-4ab2-9f6f-2ba24f002798,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,33,4,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-06-19T15:23Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_028-M-33-4-20140619,,,M,,11.4,,6,30,,,1,BART_028-M-33-4-20140619-GEN,,BART_028-M-33-4-20140619-GA1,,,,,,,,,,OK,,,,QC: Changed HARV to BART EM,D01SNI12,,20201217T042453Z,RELEASE-2021
3d72bb47-55a4-4941-b53d-a66832679889,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,33,4,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-06-19T15:23Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_028-O-33-4-20140619,,,O,,11.4,,0,6,,,1,BART_028-O-33-4-20140619-GEN,,BART_028-O-33-4-20140619-GA1,,,,,,,,,,OK,,,,QC: Changed HARV to BART EM,D01SNI12,,20201217T042453Z,RELEASE-2021
a7b00e41-d991-4ec6-bb7b-ddeb7d399b0a,D01,BART,BART_001,BART_001.basePlot.bgc,distributed,mixedForest,,9,17,WGS84,44.047079,-71.306661,20.3,467.7,0.62,NEON.DOC.014048vC,2014-06-19T17:18Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_001-M-9-17-20140619,,,M,,10.3,,15,30,,,1,BART_001-M-9-17-20140619-GEN,,BART_001-M-9-17-20140619-GA1,,,,,,,,,,OK,,,,coordinates moved 2m from river; soil is rocky and full of roots; mineral horizon very moist; QC: Changed HARV to BART EM,D01NIH14,,20201217T042453Z,RELEASE-2021
81049a0e-e08c-4369-be6e-2deda946a1e6,D01,BART,BART_001,BART_001.basePlot.bgc,distributed,mixedForest,,9,17,WGS84,44.047079,-71.306661,20.3,467.7,0.62,NEON.DOC.014048vC,2014-06-19T17:18Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_001-O-9-17-20140619,,,O,,10.3,,0,15,,,1,BART_001-O-9-17-20140619-GEN,,BART_001-O-9-17-20140619-GA1,,,,,,,,,,OK,,,,coordinates moved 2m from river; soil is rocky and full of roots; mineral horizon very moist; QC: Changed HARV to BART EM,D01NIH14,,20201217T042453Z,RELEASE-2021
a6a0ed0b-ad65-43f1-843a-2632d8f869b2,D01,BART,BART_001,BART_001.basePlot.bgc,distributed,mixedForest,,1,6,WGS84,44.047079,-71.306661,20.3,467.7,0.62,NEON.DOC.014048vC,2014-06-19T17:45Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_001-M-1-6-20140619,,,M,,10.2,,15,30,,,1,BART_001-M-1-6-20140619-GEN,,BART_001-M-1-6-20140619-GA1,,,,,,,,,,OK,,,,mineral horizon moist and clayey; QC: Changed HARV to BART EM,D01SNI12,,20201217T042453Z,RELEASE-2021
2107e13e-8a5d-4070-af28-07410cbd032a,D01,BART,BART_001,BART_001.basePlot.bgc,distributed,mixedForest,,1,6,WGS84,44.047079,-71.306661,20.3,467.7,0.62,NEON.DOC.014048vC,2014-06-19T17:45Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_001-O-1-6-20140619,,,O,,10.2,,0,15,,,1,BART_001-O-1-6-20140619-GEN,,BART_001-O-1-6-20140619-GA1,,,,,,,,,,OK,,,,mineral horizon moist and clayey; QC: Changed HARV to BART EM,D01SNI12,,20201217T042453Z,RELEASE-2021
bc92b995-16dd-4a21-8533-13bc62ccaba5,D01,BART,BART_001,BART_001.basePlot.bgc,distributed,mixedForest,,7,5,WGS84,44.047079,-71.306661,20.3,467.7,0.62,NEON.DOC.014048vC,2014-06-19T18:10Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_001-O-7-5-20140619,,,O,,10.1,,0,13,,,1,BART_001-O-7-5-20140619-GEN,,BART_001-O-7-5-20140619-GA1,,,,,,,,,,OK,,,,rocky/clayish mineral layer; QC: Changed HARV to BART EM,D01NIH14,,20201217T042453Z,RELEASE-2021
05ac5f1f-b421-4b79-8e19-2aab834242d3,D01,BART,BART_001,BART_001.basePlot.bgc,distributed,mixedForest,,7,5,WGS84,44.047079,-71.306661,20.3,467.7,0.62,NEON.DOC.014048vC,2014-06-19T18:10Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_001-M-7-5-20140619,,,M,,10.1,,13,30,,,1,BART_001-M-7-5-20140619-GEN,,BART_001-M-7-5-20140619-GA1,,,,,,,,,,OK,,,,rocky/clayish mineral layer; QC: Changed HARV to BART EM,D01NIH14,,20201217T042453Z,RELEASE-2021
7c88826e-1f30-42de-8255-9359907a7cfd,D01,BART,BART_004,BART_004.basePlot.bgc,distributed,mixedForest,,30,5,WGS84,44.041571,-71.28692,20.2,526.4,0.29,NEON.DOC.014048vC,2014-06-19T19:25Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_004-M-30-5-20140619,,,M,,10.6,,17,30,,,1,BART_004-M-30-5-20140619-GEN,,BART_004-M-30-5-20140619-GA1,,,,,,,,,,OK,,,,QC: Changed HARV to BART EM,D01SNI12,,20201217T042453Z,RELEASE-2021
83ab6de2-4a57-47b3-876f-77ed30aa39ee,D01,BART,BART_004,BART_004.basePlot.bgc,distributed,mixedForest,,30,5,WGS84,44.041571,-71.28692,20.2,526.4,0.29,NEON.DOC.014048vC,2014-06-19T19:25Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_004-O-30-5-20140619,,,O,,10.6,,0,17,,,1,BART_004-O-30-5-20140619-GEN,,BART_004-O-30-5-20140619-GA1,,,,,,,,,,OK,,,,QC: Changed HARV to BART EM,D01SNI12,,20201217T042453Z,RELEASE-2021
d894d6ae-4a5d-421a-8ff9-8d15004cf197,D01,BART,BART_004,BART_004.basePlot.bgc,distributed,mixedForest,,11,0,WGS84,44.041571,-71.28692,20.2,526.4,0.29,NEON.DOC.014048vC,2014-06-19T19:45Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_004-O-11-0-20140619,,,O,,11,,0,10,,,1,BART_004-O-11-0-20140619-GEN,,BART_004-O-11-0-20140619-GA1,,,,,,,,,,OK,,,,QC: Changed HARV to BART EM,D01NIH14,,20201217T042453Z,RELEASE-2021
ee291bb9-0a1e-494c-9284-b1069963ad4a,D01,BART,BART_004,BART_004.basePlot.bgc,distributed,mixedForest,,11,0,WGS84,44.041571,-71.28692,20.2,526.4,0.29,NEON.DOC.014048vC,2014-06-19T19:45Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_004-M-11-0-20140619,,,M,,11,,10,30,,,1,BART_004-M-11-0-20140619-GEN,,BART_004-M-11-0-20140619-GA1,,,,,,,,,,OK,,,,QC: Changed HARV to BART EM,D01NIH14,,20201217T042453Z,RELEASE-2021
35300cd0-2f96-494b-b0aa-6708e5c09115,D01,BART,BART_004,BART_004.basePlot.bgc,distributed,mixedForest,,27,36,WGS84,44.041571,-71.28692,20.2,526.4,0.29,NEON.DOC.014048vC,2014-06-19T20:25Z,peakGreenness,,,0,No,microbes,,no incubation,,BART_004-M-27-36-20140619,,,M,,10.1,,28,30,,,1,BART_004-M-27-36-20140619-GEN,,BART_004-M-27-36-20140619-GA1,,,,,,,,,,OK,,,,near decaying stump; QC: Changed HARV to BART EM,D01SNI12,,20201217T042453Z,RELEASE-2021
