uid,domainID,siteID,plotID,namedLocation,laboratoryName,collectDate,analysisDate,sampleMaterial,geneticSampleID,geneticSampleCode,dnaSampleID,dnaSampleCode,internalLabID,downloadFileUrl,downloadFileName,codeVersion,targetGene,targetTaxonGroup,processedBy,reviewedBy,remarks,sampleFilteredReadNumber,sequenceCountQF,dataQF,publicationDate,release,sequencerRunID
2cc67fe6-201d-4698-be1d-a72d1d34f531,D01,BART,BART_001,BART_001.basePlot.bgc,NEON HQ,2016-04-19T15:25Z,2020-10-19,soil,BART_001-O-38.5-8-20160419-GEN,,BART_001-O-38.5-8-20160419-GEN-DNA1,,BMI_Plate1WellE8,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_001-O-38.5-8-20160419-GEN-DNA1_ITS_20201204T191832.771Z.csv,BART_001-O-38.5-8-20160419-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,1228,Below threshold,,20210113T181344Z,RELEASE-2021,
97667ecb-94a7-4229-ba2c-552aad7fd628,D01,BART,BART_004,BART_004.basePlot.bgc,NEON HQ,2016-04-19T17:50Z,2020-10-19,soil,BART_004-O-0-13.5-20160419-GEN,,BART_004-O-0-13.5-20160419-GEN-DNA1,,BMI_Plate1WellF12,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_004-O-0-13.5-20160419-GEN-DNA1_ITS_20201204T191832.837Z.csv,BART_004-O-0-13.5-20160419-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,8132,OK,,20210113T181344Z,RELEASE-2021,
013b55b3-ed10-4628-b50d-b7e047c34861,D01,BART,BART_004,BART_004.basePlot.bgc,NEON HQ,2016-04-19T18:19Z,2020-10-19,soil,BART_004-O-12.5-33.5-20160419-GEN,,BART_004-O-12.5-33.5-20160419-GEN-DNA1,,BMI_Plate1WellE4,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_004-O-12.5-33.5-20160419-GEN-DNA1_ITS_20201204T191832.842Z.csv,BART_004-O-12.5-33.5-20160419-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,1494,Below threshold,,20210113T181344Z,RELEASE-2021,
0252bbc1-3f80-4d87-8570-1d349193a02c,D01,BART,BART_004,BART_004.basePlot.bgc,NEON HQ,2016-04-19T18:50Z,2020-10-19,soil,BART_004-O-37.5-38-20160419-GEN,,BART_004-O-37.5-38-20160419-GEN-DNA1,,BMI_Plate1WellF3,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_004-O-37.5-38-20160419-GEN-DNA1_ITS_20201204T191832.862Z.csv,BART_004-O-37.5-38-20160419-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,1673,Below threshold,,20210113T181344Z,RELEASE-2021,
bc9576c3-30ae-4d4f-b744-ca99edcfd99a,D01,BART,BART_023,BART_023.basePlot.bgc,NEON HQ,2016-04-20T15:19Z,2020-10-19,soil,BART_023-O-2.5-31.5-20160420-GEN,,BART_023-O-2.5-31.5-20160420-GEN-DNA1,,BMI_Plate1WellA11,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_023-O-2.5-31.5-20160420-GEN-DNA1_ITS_20201204T191832.871Z.csv,BART_023-O-2.5-31.5-20160420-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,1820,Below threshold,,20210113T181344Z,RELEASE-2021,
5b161207-b369-4101-983e-a7e6500d0a12,D01,BART,BART_023,BART_023.basePlot.bgc,NEON HQ,2016-04-20T15:38Z,2020-10-19,soil,BART_023-O-0.5-8.5-20160420-GEN,,BART_023-O-0.5-8.5-20160420-GEN-DNA1,,BMI_Plate18WellF9,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_023-O-0.5-8.5-20160420-GEN-DNA1_ITS_20201204T192044.941Z.csv,BART_023-O-0.5-8.5-20160420-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,5033,OK,,20210113T181344Z,RELEASE-2021,
42dc70ba-d4f0-474e-bcf1-b97604178870,D01,BART,BART_023,BART_023.basePlot.bgc,NEON HQ,2016-04-20T16:00Z,2020-10-19,soil,BART_023-O-36-34-20160420-GEN,,BART_023-O-36-34-20160420-GEN-DNA1,,BMI_Plate18WellG5,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_023-O-36-34-20160420-GEN-DNA1_ITS_20201204T192044.948Z.csv,BART_023-O-36-34-20160420-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,4309,OK,,20210113T181344Z,RELEASE-2021,
f334c36c-b789-4e9c-9166-0686f4ffae71,D01,BART,BART_024,BART_024.basePlot.bgc,NEON HQ,2016-04-20T16:51Z,2020-10-19,soil,BART_024-O-35.5-1-20160420-GEN,,BART_024-O-35.5-1-20160420-GEN-DNA1,,BMI_Plate1WellF11,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_024-O-35.5-1-20160420-GEN-DNA1_ITS_20201204T191832.892Z.csv,BART_024-O-35.5-1-20160420-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,7439,OK,,20210113T181344Z,RELEASE-2021,
6a5729fb-6f0a-43e9-9816-0b795b373d29,D01,BART,BART_024,BART_024.basePlot.bgc,NEON HQ,2016-04-20T17:30Z,2020-10-19,soil,BART_024-O-6-35-20160420-GEN,,BART_024-O-6-35-20160420-GEN-DNA1,,BMI_Plate18WellF6,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_024-O-6-35-20160420-GEN-DNA1_ITS_20201204T192044.955Z.csv,BART_024-O-6-35-20160420-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,4415,OK,,20210113T181344Z,RELEASE-2021,
c29ab9b7-8d6a-4108-96e2-9ff59c1c006d,D01,BART,BART_036,BART_036.basePlot.bgc,NEON HQ,2016-04-25T15:53Z,2020-10-19,soil,BART_036-O-1-6-20160425-GEN,,BART_036-O-1-6-20160425-GEN-DNA1,,BMI_Plate1WellF10,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_036-O-1-6-20160425-GEN-DNA1_ITS_20201204T191832.901Z.csv,BART_036-O-1-6-20160425-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,8781,OK,,20210113T181344Z,RELEASE-2021,
610617de-f106-4c32-9f86-8fd77a983242,D01,BART,BART_036,BART_036.basePlot.bgc,NEON HQ,2016-04-25T17:04Z,2020-10-19,soil,BART_036-O-34-29.5-20160425-GEN,,BART_036-O-34-29.5-20160425-GEN-DNA1,,BMI_Plate1WellC7,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_036-O-34-29.5-20160425-GEN-DNA1_ITS_20201204T191832.904Z.csv,BART_036-O-34-29.5-20160425-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,5018,OK,,20210113T181344Z,RELEASE-2021,
90297188-455b-4f23-b3ce-f9c0d196e8bc,D01,BART,BART_003,BART_003.basePlot.bgc,NEON HQ,2016-04-25T20:02Z,2020-10-19,soil,BART_003-O-18-3.5-20160425-GEN,,BART_003-O-18-3.5-20160425-GEN-DNA1,,BMI_Plate1WellD11,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_003-O-18-3.5-20160425-GEN-DNA1_ITS_20201204T191832.806Z.csv,BART_003-O-18-3.5-20160425-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,2152,Below threshold,,20210113T181344Z,RELEASE-2021,
ced6691e-15c0-4645-b23c-bed5e47e91ee,D01,BART,BART_003,BART_003.basePlot.bgc,NEON HQ,2016-04-25T20:23Z,2020-10-19,soil,BART_003-O-6-24.5-20160425-GEN,,BART_003-O-6-24.5-20160425-GEN-DNA1,,BMI_Plate1WellG3,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_003-O-6-24.5-20160425-GEN-DNA1_ITS_20201204T191832.831Z.csv,BART_003-O-6-24.5-20160425-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,14742,OK,,20210113T181344Z,RELEASE-2021,
8448eadc-f3cc-4626-9721-76d35a09dd2f,D01,BART,BART_003,BART_003.basePlot.bgc,NEON HQ,2016-04-25T20:44Z,2020-10-19,soil,BART_003-O-37-37-20160425-GEN,,BART_003-O-37-37-20160425-GEN-DNA1,,BMI_Plate1WellA8,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_003-O-37-37-20160425-GEN-DNA1_ITS_20201204T191832.818Z.csv,BART_003-O-37-37-20160425-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,8157,OK,,20210113T181344Z,RELEASE-2021,
2169706f-d7ad-40c0-b28f-d27f9651a130,D01,BART,BART_002,BART_002.basePlot.bgc,NEON HQ,2016-04-26T12:48Z,2020-10-19,soil,BART_002-O-3-8-20160426-GEN,,BART_002-O-3-8-20160426-GEN-DNA1,,BMI_Plate1WellF1,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_002-O-3-8-20160426-GEN-DNA1_ITS_20201204T191832.792Z.csv,BART_002-O-3-8-20160426-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,9006,OK,,20210113T181344Z,RELEASE-2021,
6ef667b6-897a-4a15-b951-794348d73165,D01,BART,BART_002,BART_002.basePlot.bgc,NEON HQ,2016-04-26T13:23Z,2020-10-19,soil,BART_002-O-12.5-38-20160426-GEN,,BART_002-O-12.5-38-20160426-GEN-DNA1,,BMI_Plate1WellF7,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_002-O-12.5-38-20160426-GEN-DNA1_ITS_20201204T191832.787Z.csv,BART_002-O-12.5-38-20160426-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,5003,OK,,20210113T181344Z,RELEASE-2021,
aa238083-2d48-40cd-b75c-bb7f0f3761e8,D01,BART,BART_002,BART_002.basePlot.bgc,NEON HQ,2016-04-26T13:49Z,2020-10-19,soil,BART_002-O-31.5-0.5-20160426-GEN,,BART_002-O-31.5-0.5-20160426-GEN-DNA1,,BMI_Plate1WellC1,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_002-O-31.5-0.5-20160426-GEN-DNA1_ITS_20201204T191832.797Z.csv,BART_002-O-31.5-0.5-20160426-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,5993,OK,,20210113T181344Z,RELEASE-2021,
a041195f-45b8-48fb-b2e4-7f742c9241d2,D01,BART,BART_042,BART_042.basePlot.bgc,NEON HQ,2016-04-26T15:20Z,2020-10-19,soil,BART_042-O-18.5-5.5-20160426-GEN,,BART_042-O-18.5-5.5-20160426-GEN-DNA1,,BMI_Plate1WellG8,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_042-O-18.5-5.5-20160426-GEN-DNA1_ITS_20201204T191832.940Z.csv,BART_042-O-18.5-5.5-20160426-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,2030,Below threshold,,20210113T181344Z,RELEASE-2021,
351efd2b-b84b-4892-b4da-c5893b241763,D01,BART,BART_042,BART_042.basePlot.bgc,NEON HQ,2016-04-26T15:43Z,2020-10-19,soil,BART_042-O-38.5-7.5-20160426-GEN,,BART_042-O-38.5-7.5-20160426-GEN-DNA1,,BMI_Plate1WellG10,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_042-O-38.5-7.5-20160426-GEN-DNA1_ITS_20201204T191832.952Z.csv,BART_042-O-38.5-7.5-20160426-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,7154,OK,,20210113T181344Z,RELEASE-2021,
2ce144f4-c8df-4536-ab56-3de39d081dd1,D01,BART,BART_042,BART_042.basePlot.bgc,NEON HQ,2016-04-26T16:02Z,2020-10-19,soil,BART_042-O-21-30.5-20160426-GEN,,BART_042-O-21-30.5-20160426-GEN-DNA1,,BMI_Plate1WellG12,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_042-O-21-30.5-20160426-GEN-DNA1_ITS_20201204T191832.943Z.csv,BART_042-O-21-30.5-20160426-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,5252,OK,,20210113T181344Z,RELEASE-2021,
4b3308a0-e0cd-4938-805a-9dbc1231d029,D01,BART,BART_001,BART_001.basePlot.bgc,NEON HQ,2016-07-25T15:29Z,2020-10-19,soil,BART_001-O-11.5-9.5-20160725-GEN,,BART_001-O-11.5-9.5-20160725-GEN-DNA1,,BMI_Plate1WellF4,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_001-O-11.5-9.5-20160725-GEN-DNA1_ITS_20201204T191832.760Z.csv,BART_001-O-11.5-9.5-20160725-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,16605,OK,,20210113T181317Z,RELEASE-2021,
cdffb96e-42e3-4ec3-899c-a1a675a9caae,D01,BART,BART_001,BART_001.basePlot.bgc,NEON HQ,2016-07-25T16:10Z,2020-10-19,soil,BART_001-O-30-17-20160725-GEN,,BART_001-O-30-17-20160725-GEN-DNA1,,BMI_Plate1WellE2,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_001-O-30-17-20160725-GEN-DNA1_ITS_20201204T191832.768Z.csv,BART_001-O-30-17-20160725-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,2139,Below threshold,,20210113T181317Z,RELEASE-2021,
6205f45c-0fda-4401-8456-f79a3b5c4b2f,D01,BART,BART_001,BART_001.basePlot.bgc,NEON HQ,2016-07-25T16:38Z,2020-10-19,soil,BART_001-O-35-27-20160725-GEN,,BART_001-O-35-27-20160725-GEN-DNA1,,BMI_Plate1WellF6,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_001-O-35-27-20160725-GEN-DNA1_ITS_20201204T210506.824Z.csv,BART_001-O-35-27-20160725-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,1,Below threshold,,20210113T181317Z,RELEASE-2021,
a79d0037-a923-419e-bdb4-a11fda1a7764,D01,BART,BART_004,BART_004.basePlot.bgc,NEON HQ,2016-07-25T18:05Z,2020-10-19,soil,BART_004-O-18-4.5-20160725-GEN,,BART_004-O-18-4.5-20160725-GEN-DNA1,,BMI_Plate1WellC12,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_004-O-18-4.5-20160725-GEN-DNA1_ITS_20201204T191832.845Z.csv,BART_004-O-18-4.5-20160725-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,6882,OK,,20210113T181317Z,RELEASE-2021,
7ce9bed0-60ef-41a9-aa65-d979a8de1f0b,D01,BART,BART_004,BART_004.basePlot.bgc,NEON HQ,2016-07-25T18:37Z,2020-10-19,soil,BART_004-O-22.5-2.5-20160725-GEN,,BART_004-O-22.5-2.5-20160725-GEN-DNA1,,BMI_Plate1WellD12,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_004-O-22.5-2.5-20160725-GEN-DNA1_ITS_20201204T191832.857Z.csv,BART_004-O-22.5-2.5-20160725-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,11172,OK,,20210113T181317Z,RELEASE-2021,
e1c9c846-fc82-4fc4-9beb-01dfd0f227ff,D01,BART,BART_004,BART_004.basePlot.bgc,NEON HQ,2016-07-25T19:08Z,2020-10-19,soil,BART_004-O-2.5-34.5-20160725-GEN,,BART_004-O-2.5-34.5-20160725-GEN-DNA1,,BMI_Plate1WellE6,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_004-O-2.5-34.5-20160725-GEN-DNA1_ITS_20201204T191832.850Z.csv,BART_004-O-2.5-34.5-20160725-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,13810,OK,,20210113T181317Z,RELEASE-2021,
bdc2c164-a57c-4d48-9b8e-819fd7265f3e,D01,BART,BART_042,BART_042.basePlot.bgc,NEON HQ,2016-07-25T20:16Z,2020-10-19,soil,BART_042-O-4-31.5-20160725-GEN,,BART_042-O-4-31.5-20160725-GEN-DNA1,,BMI_Plate1WellG11,https://s3.data.neonscience.org/neon-os-data/data-frame/BART_042-O-4-31.5-20160725-GEN-DNA1_ITS_20201204T191832.956Z.csv,BART_042-O-4-31.5-20160725-GEN-DNA1_ITS.csv,NEON_mcc_sequenceVariant_analysis_v1,ITS,fungi,vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=,,,6365,OK,,20210113T181317Z,RELEASE-2021,
