"table","fieldName","description","dataType","units","downloadPkg","pubFormat","primaryKey","categoricalCodeName"
"spc_biogeochem","baseSumCecd10","Sum of ammonium acetate extractable bases (calcium + potassium + magnesium + sodium) from the <2 mm fraction","real","centimolesChargePerKilogram","basic","*.#(round)","N",""
"spc_biogeochem","bsesatCecd10","Base saturation of the <2 mm fraction","real","percent","basic","integer","N",""
"spc_biogeochem","ececCecd33","Effective cation exchange capacity (CEC) of the <2 mm fraction, calculated as the sum of ammonium acetate extractable bases plus extractable aluminum","real","centimolesChargePerKilogram","basic","*.#(round)","N",""
"spc_biogeochem","KClExtractProcessedDate","Date of processing sample for KCl extraction","dateTime",NA,"basic","yyyy-MM-dd(floor)","N",""
"spc_biogeochem","KClExtractMethodPub","Citation for publication describing the methods used for KCl extraction","string",NA,"basic","asIs","N",""
"spc_biogeochem","KClExtractMethod","Method used for routine KCl extraction","string",NA,"basic","asIs","N",""
"spc_biogeochem","alKcl","KCl extractable aluminum from the <2 mm fraction","real","centimolesChargePerKilogram","basic","*.#(round)","N",""
"spc_biogeochem","feKcl","KCl extractable iron from the <2 mm fraction","real","milligramsPerKilogram","basic","*.#(round)","N",""
"spc_biogeochem","mnKcl","KCl extractable manganese from the <2 mm fraction","real","milligramsPerKilogram","basic","*.#(round)","N",""
"spc_biogeochem","routinepHProcessedDate","Date of processing sample for routine pH analysis","dateTime",NA,"basic","yyyy-MM-dd(floor)","N",""
"spc_biogeochem","routinepHMethodPub","Citation for publication describing the methods used for routine pH analysis","string",NA,"basic","asIs","N",""
"spc_biogeochem","routinepHMethod","Method used for routine pH analysis","string",NA,"basic","asIs","N",""
"spc_biogeochem","phCacl2","pH of the <2 mm fraction in CaCl2","real","pH","basic","*.#(round)","N",""
"spc_biogeochem","phH2o","pH of the <2 mm fraction in water","real","pH","basic","*.#(round)","N",""
"spc_biogeochem","ecProcessedDate","Date of processing sample for electrical conductivity analysis","dateTime",NA,"basic","yyyy-MM-dd(floor)","N",""
"spc_biogeochem","ecMethodPub","Citation for publication describing the methods used for electrical conductivity analysis","string",NA,"basic","asIs","N",""
"spc_biogeochem","ecMethod","Method used for electrical conductivity analysis","string",NA,"basic","asIs","N",""
"spc_biogeochem","ec12pre","1:2 Electrical conductivity of the <2 mm fraction","real","decisiemensPerMeter","basic","*.##(round)","N",""
"spc_biogeochem","satPasteProcessedDate","Date of processing sample for saturated paste analysis","dateTime",NA,"basic","yyyy-MM-dd(floor)","N",""
"spc_biogeochem","satPasteMethodPub","Citation for publication describing the methods used for saturated paste analysis","string",NA,"basic","asIs","N",""
"spc_biogeochem","satPasteMethod","Method used for saturated paste analysis","string",NA,"basic","asIs","N",""
"spc_biogeochem","bSatx","Boron in the saturation extract from the <2 mm fraction","real","millimolesPerLiter","basic","*.#(round)","N",""
"spc_biogeochem","brSatx","Bromine in the saturation extract from the <2 mm fraction","real","millimolesPerLiter","basic","*.#(round)","N",""
"spc_biogeochem","caSatx","Calcium in the saturation extract from the <2 mm fraction","real","millimolesPerLiter","basic","*.#(round)","N",""
"spc_biogeochem","clSatx","Chlorine in the saturation extract from the <2 mm fraction","real","millimolesPerLiter","basic","*.#(round)","N",""
"spc_biogeochem","co3Satx","Carbonate in the saturation extract from the <2 mm fraction","real","millimolesPerLiter","basic","*.#(round)","N",""
"spc_biogeochem","ecSatp","Electrical conductivity of the saturated paste from the <2 mm fraction","real","decisiemensPerMeter","basic","*.##(round)","N",""
"spc_biogeochem","flSatx","Florine in the saturation extract from the <2 mm fraction","real","millimolesPerLiter","basic","*.#(round)","N",""
"spc_biogeochem","waterSatx","Water content on a mass basis of the saturation extract from the <2 mm fraction","real","percent","basic","*.#(round)","N",""
"spc_biogeochem","hco3Sx","Bicarbonate in the saturation extract from the <2 mm fraction","real","millimolesPerLiter","basic","*.#(round)","N",""
"spc_biogeochem","kSatx","Potassium in the saturation extract from the <2 mm fraction","real","millimolesPerLiter","basic","*.#(round)","N",""
"spc_biogeochem","mgSatx","Magnesium in the saturation extract from the <2 mm fraction","real","millimolesPerLiter","basic","*.#(round)","N",""
"spc_biogeochem","naSatx","Sodium in the saturation extract from the <2 mm fraction","real","millimolesPerLiter","basic","*.#(round)","N",""
"spc_biogeochem","no2Satx","Nitrite in the saturation extract from the <2 mm fraction","real","millimolesPerLiter","basic","*.#(round)","N",""
"spc_biogeochem","no3Satx","Nitrate in the saturation extract from the <2 mm fraction","real","millimolesPerLiter","basic","*.#(round)","N",""
"spc_biogeochem","pSatx","Phosphate in the saturation extract from the <2 mm fraction","real","millimolesPerLiter","basic","*.#(round)","N",""
"spc_biogeochem","phSp","pH of the saturation extract from the <2 mm fraction","real","pH","basic","*.#(round)","N",""
"spc_biogeochem","resist","Resistivity of the saturation extract from the <2 mm fraction","real","siemensPerCentimeter","basic","*.##(round)","N",""
"spc_biogeochem","so4Satx","Sulfate in the saturation extract from the <2 mm fraction","real","millimolesPerLiter","basic","*.#(round)","N",""
"spc_biogeochem","TotalNCSProcessedDate","Date of processing sample for total carbon, nitrogen and sulfur analysis","dateTime",NA,"basic","yyyy-MM-dd(floor)","N",""
"spc_biogeochem","TotalNCSMethodPub","Citation for publication describing the methods used for total carbon, nitrogen and sulfur analysis","string",NA,"basic","asIs","N",""
"spc_biogeochem","TotalNCSMethod","Methods used for total carbon, nitrogen and sulfur analysis","string",NA,"basic","asIs","N",""
"spc_biogeochem","carbonTot","Total carbon concentration of the <2 mm fraction","real","gramsPerKilogram","basic","*.#(round)","N",""
"spc_biogeochem","nitrogenTot","Total nitrogen concentration of the <2 mm fraction","real","gramsPerKilogram","basic","*.#(round)","N",""
"spc_biogeochem","ctonRatio","Ratio of total Carbon to total Nitrogen of the <2 mm fraction","real",NA,"basic","*.#(round)","N",""
"spc_biogeochem","estimatedOC","Estimated organic carbon concentration of the <2 mm fraction","real","gramsPerKilogram","basic","*.#(round)","N",""
"spc_biogeochem","sulfurTot","Total sulfur concentration of the <2 mm fraction","real","gramsPerKilogram","basic","*.#(round)","N",""
"spc_biogeochem","acidOxalateProcessedDate","Date of processing sample for acid oxalate extraction","dateTime",NA,"basic","yyyy-MM-dd(floor)","N",""
"spc_biogeochem","acidOxalateMethodPub","Citation for publication describing the methods used for acid oxalate extraction","string",NA,"basic","asIs","N",""
"spc_biogeochem","acidOxalateMethod","Methods used for acid oxalate extraction","string",NA,"basic","asIs","N",""
"spc_biogeochem","alOxalate","Total soil Al as estimated by the ammonium oxalate extraction method, reported as weight percent on the <2 mm fraction","real","percent","basic","*.##(round)","N",""
"spc_biogeochem","feOxalate","Total soil noncrystalline iron as measured by the ammonium oxalate extraction method, reported as weight percent on the <2mm fraction","real","percent","basic","*.##(round)","N",""
"spc_biogeochem","mnOxalate","Total soil manganese content fraction held in noncrystalline compounds as measured by the ammonium oxalate extraction method and reported as milligrams per kilogram on a <2 mm base","real","milligramsPerKilogram","basic","*.#(round)","N",""
"spc_biogeochem","pOxalate","Soil phosphorus measured by the ammonium oxalate extraction method","real","milligramsPerKilogram","basic","*.#(round)","N",""
"spc_biogeochem","siOxalate","Total soil silica content as measured by the ammonium oxalate extraction method, reported as a weight percent on a <2 mm base","real","percent","basic","*.##(round)","N",""
"spc_biogeochem","optDensityOxalate","Optical density of the ammonium oxalate soil extract","real",NA,"basic","*.##(round)","N",""
"spc_biogeochem","citrateDithioProcessedDate","Date of processing sample for citrate dithionate extraction","dateTime",NA,"basic","yyyy-MM-dd(floor)","N",""
"spc_biogeochem","citrateDithioMethodPub","Citation for publication describing the methods used for citrate dithionate extraction","string",NA,"basic","asIs","N",""
"spc_biogeochem","citrateDithioMethod","Methods used for citrate dithionate extraction","string",NA,"basic","asIs","N",""
"spc_biogeochem","alCitDithionate","Dithionite citrate extractable aluminum content, indicates the amount of aluminum substituted for iron in iron oxides, reported as weight percent on the <2mm fraction","real","percent","basic","*.#(round)","N",""
"spc_biogeochem","feCitDithionate","Dithionite citrate extractable iron, a general measure of total pedogenic iron, reported as weight percent on the <2mm fraction","real","percent","basic","*.#(round)","N",""
"spc_biogeochem","mnCitDithionate","Dithionite citrate extractable manganese content, reported as weight percent on the <2 mm fraction","real","percent","basic","*.#(round)","N",""
"spc_biogeochem","siliconCitrateDithionate","Dithionite citrate extractable silicon, reported as weight percent on the <2mm fraction","real","percent","basic","*.#(round)","N",""
"spc_biogeochem","extractAcidityProcessedDate","Date of processing sample for acidity analysis","dateTime",NA,"basic","yyyy-MM-dd(floor)","N",""
"spc_biogeochem","extractAcidityMethodPub","Citation for publication describing the methods used for acidity analysis","string",NA,"basic","asIs","N",""
"spc_biogeochem","extractAcidityMethod","Method used for acidity analysis","string",NA,"basic","asIs","N",""
"spc_biogeochem","acidity","Extractable acidity measured as the amount of acid neutralized in BaCl2-TEA at pH 8.2","real","centimolesChargePerKilogram","basic","*.#(round)","N",""
"spc_biogeochem","h2oReten15BarProcessedDate","Date of processing sample for water retention analysis","dateTime",NA,"basic","yyyy-MM-dd(floor)","N",""
"spc_biogeochem","h2oReten15BarMethodPub","Citation for publication describing the methods used for water retention analysis","string",NA,"basic","asIs","N",""
"spc_biogeochem","h2oReten15BarMethod","Methods used for water retention analysis","string",NA,"basic","asIs","N",""
"spc_biogeochem","waterRetention15Bar","Water content after equilibration at 15 bars water tension, reported as gravimetric percent on the <2 mm fraction","real","percent","basic","*.#(round)","N",""
"spc_biogeochem","MehlichIIIPProcessedDate","Date of processing sample for Mehlich phosphorus analysis","dateTime",NA,"basic","yyyy-MM-dd(floor)","N",""
"spc_biogeochem","MehlichIIIPMethodPub","Citation for publication describing the methods used for Mehlich phosphorus analysis","string",NA,"basic","asIs","N",""
"spc_biogeochem","MehlichIIIPMethod","Method used for Mehlich phosphorus analysis","string",NA,"basic","asIs","N",""
"spc_biogeochem","MehlichIIITotP","Total phosphorus extracted by the Mehlich III solution","real","milligramsPerKilogram","basic","*.#(round)","N",""
"spc_biogeochem","Bray1PProcessedDate","Date of processing sample for Bray extraction phosphorus analysis","dateTime",NA,"basic","yyyy-MM-dd(floor)","N",""
"spc_biogeochem","Bray1PMethodPub","Citation for publication describing the methods used for Bray extraction phosphorus analysis","string",NA,"basic","asIs","N",""
"spc_biogeochem","Bray1PMethod","Method used for Bray extraction phosphorus analysis","string",NA,"basic","asIs","N",""
"spc_biogeochem","Bray1PExtractable","Total phosphorus extracted by the Bray 1 solution","real","milligramsPerKilogram","basic","*.#(round)","N",""
"spc_biogeochem","OlsenPProcessedDate","Date of processing sample for Olsen phosphorus analysis","dateTime",NA,"basic","yyyy-MM-dd(floor)","N",""
"spc_biogeochem","OlsenPMethodPub","Citation for publication describing the methods used for Olsen phosphorus analysis","string",NA,"basic","asIs","N",""
"spc_biogeochem","OlsenPMethod","Method used for Olsen phosphorus analysis","string",NA,"basic","asIs","N",""
"spc_biogeochem","OlsenPExtractable","Total phosphorus extracted by the Olsen solution","real","milligramsPerKilogram","basic","*.#(round)","N",""
"spc_biogeochem","archiveID","Identifier for the archive sample","string",NA,"basic","asIs","N",""
"spc_biogeochem","archiveMass","Mass of an archive sample","real","gram","basic","*.##(round)","N",""
"spc_biogeochem","processingRemarks","Remarks from sample processing","string",NA,"basic","asIs","N",""
"spc_biogeochem","laboratoryName","Name of the laboratory or facility that is processing the sample","string",NA,"basic","asIs","N",""
"spc_biogeochem","dataQF","Data quality flag","string",NA,"basic","asIs","N",""
"spc_biogeochem","publicationDate","Date of data publication on the NEON data portal","dateTime",NA,"appended by stackByTable",NA,"N",""
"spc_biogeochem","release","Identifier for data release","string",NA,"appended by stackByTable",NA,"N",""
"spc_bulkdensity","uid","Unique ID within NEON database; an identifier for the record","string",NA,"basic","asIs","N",""
"spc_bulkdensity","namedLocation","Name of the measurement location in the NEON database","string",NA,"basic","asIs","N",""
"spc_bulkdensity","domainID","Unique identifier of the NEON domain","string",NA,"basic","asIs","N",""
"spc_bulkdensity","siteID","NEON site code","string",NA,"basic","asIs","N",""
"spc_bulkdensity","plotID","Plot identifier (NEON site code_XXX)","string",NA,"basic","asIs","N",""
"spc_bulkdensity","nrcsDescriptionID","NRCS identifier assigned to the soil profile description","string",NA,"basic","asIs","N",""
"spc_bulkdensity","collectDate","Date of the collection event","dateTime",NA,"basic","yyyy-MM-dd(floor)","N",""
"spc_bulkdensity","horizonID","An identifier for the soil horizon","string",NA,"basic","asIs","N",""
"spc_bulkdensity","horizonName","Soil horizon name","string",NA,"basic","asIs","N",""
"spc_bulkdensity","bulkDensProcessedDate","Date of processing sample for bulk density analysis","dateTime",NA,"basic","yyyy-MM-dd(floor)","N",""
"spc_bulkdensity","bulkDensMethodPub","Citation for publication describing the methods used for bulk density analysis","string",NA,"basic","asIs","N",""
"spc_bulkdensity","bulkDensMethod","Method used for bulk density analysis","string",NA,"basic","asIs","N",""
"spc_bulkdensity","bulkDensIDnrcs","Identifier used by National Resource Conservation Service (NRCS) for bulk density sample","string",NA,"basic","asIs","Y",""
"spc_bulkdensity","bulkDensSampleType","Type of bulk density sample","string",NA,"basic","LOV","N","spc.bulkDensSampleType"
"spc_bulkdensity","bulkDensCenterDepth","Depth of the vertical center of the bulk sample below the soil surface","real","centimeter","basic","*.#(round)","N",""
"spc_bulkdensity","bulkDensTopDepth","Top depth of the bulk density sample","real","centimeter","basic","*.#(round)","N",""
"spc_bulkdensity","bulkDensBottomDepth","Bottom depth of the bulk density sample","real","centimeter","basic","*.#(round)","N",""
"spc_bulkdensity","bulkDensThirdBar","Weight per unit volume of the <2 mm fraction, measured after equilibration at one third bar water tension","real","gramsPerCubicCentimeter","basic","*.##(round)","N",""
"spc_bulkdensity","bulkDensOvenDry","Weight per unit volume of the <2 mm fraction, measured on oven dried soil clods","real","gramsPerCubicCentimeter","basic","*.##(round)","N",""
"spc_bulkdensity","bulkDensFieldMoist","Weight per unit volume of the <2 mm fraction, measured at field moisture","real","gramsPerCubicCentimeter","basic","*.##(round)","N",""
"spc_bulkdensity","waterRetentionThirdBar","Water content after equilibration at one-third bar water tension, reported as gravimetric percent on the <2 mm fraction","real","percent","basic","*.#(round)","N",""
"spc_bulkdensity","fieldWaterContent","Water content under field conditions, reported as gravimetric percent on the <2 mm fraction","real","percent","basic","*.#(round)","N",""
"spc_bulkdensity","laboratoryName","Name of the laboratory or facility that is processing the sample","string",NA,"basic","asIs","N",""
"spc_bulkdensity","remarks","Technician notes; free text comments accompanying the record","string",NA,"basic","asIs","N",""
"spc_bulkdensity","dataQF","Data quality flag","string",NA,"basic","asIs","N",""
"spc_bulkdensity","publicationDate","Date of data publication on the NEON data portal","dateTime",NA,"appended by stackByTable",NA,"N",""
"spc_bulkdensity","release","Identifier for data release","string",NA,"appended by stackByTable",NA,"N",""
"spc_externalLabSummary","uid","Unique ID within NEON database; an identifier for the record","string",NA,"expanded","asIs","N",""
"spc_externalLabSummary","analyte","Analyte or parameter measured","string",NA,"expanded","LOV","Y","spc.analyte"
"spc_externalLabSummary","analyteUnits","Associated units of measure for analyte","string",NA,"expanded","LOV","N","spc.analyteUnits"
"spc_externalLabSummary","methodPub","Citation for publication describing the method used","string",NA,"expanded","asIs","N",""
"spc_externalLabSummary","method","Published method used for analysis","string",NA,"expanded","asIs","Y",""
"spc_externalLabSummary","methodDetectionLimit","Detection limit for method used","real",NA,"expanded","signif_##(round)","N",""
"spc_externalLabSummary","practicalQuantitationLimit","Practical Quantitation Limit.  Synonymous with the EPA term: minimum level","real",NA,"expanded","signif_##(round)","N",""
"spc_externalLabSummary","analyteAccuracy","Long-term average accuracy, e.g. the absolute difference between observed and known values of the analyte, based on analysis of quality assurance reference materials or standards treated as unknowns","real",NA,"expanded","signif_#(round)","N",""
"spc_externalLabSummary","laboratoryName","Name of the laboratory or facility that is processing the sample","string",NA,"expanded","asIs","Y",""
"spc_externalLabSummary","qaReportingStartDate","Start date for the quality assurance (QA) reporting period","dateTime",NA,"expanded","yyyy-MM-dd(floor)","Y",""
"spc_externalLabSummary","qaReportingEndDate","End date for the quality assurance (QA) reporting period","dateTime",NA,"expanded","yyyy-MM-dd(floor)","N",""
"spc_externalLabSummary","dataQF","Data quality flag","string",NA,"expanded","asIs","N",""
"spc_particlesize","uid","Unique ID within NEON database; an identifier for the record","string",NA,"basic","asIs","N",""
"spc_particlesize","namedLocation","Name of the measurement location in the NEON database","string",NA,"basic","asIs","N",""
"spc_particlesize","domainID","Unique identifier of the NEON domain","string",NA,"basic","asIs","N",""
"spc_particlesize","siteID","NEON site code","string",NA,"basic","asIs","N",""
"spc_particlesize","plotID","Plot identifier (NEON site code_XXX)","string",NA,"basic","asIs","N",""
"spc_particlesize","nrcsDescriptionID","NRCS identifier assigned to the soil profile description","string",NA,"basic","asIs","N",""
"spc_particlesize","collectDate","Date of the collection event","dateTime",NA,"basic","yyyy-MM-dd(floor)","N",""
"spc_particlesize","horizonID","An identifier for the soil horizon","string",NA,"basic","asIs","N",""
"spc_particlesize","horizonName","Soil horizon name","string",NA,"basic","asIs","N",""
"spc_particlesize","biogeoIDnrcs","Identifier used by NRCS for the biogeochemistry sample","string",NA,"basic","asIs","Y",""
"spc_particlesize","biogeoSampleType","Type of biogeochemistry sample","string",NA,"basic","LOV","N","spc.bulkDensSampleType"
"spc_particlesize","biogeoTopDepth","Top depth of the biogeochemistry sample","real","centimeter","basic","*.#(round)","N",""
"spc_particlesize","biogeoBottomDepth","Bottom depth of the biogeochemistry sample","real","centimeter","basic","*.#(round)","N",""
"spc_particlesize","biogeoCenterDepth","Depth of the center of the biogeochemistry sample","real","centimeter","basic","*.#(round)","N",""
"spc_particlesize","particleSizeDistProcessedDate","Date of processing sample for particle size distribution analysis","dateTime",NA,"basic","yyyy-MM-dd(floor)","N",""
"spc_particlesize","particleSizeDistMethodPub","Citation for publication describing the methods used for particle size distribution analysis","string",NA,"basic","asIs","N",""
"spc_particlesize","particleSizeDistMethod","Methods used for particle size distribution analysis","string",NA,"basic","asIs","N",""
"spc_particlesize","coarseFrag2To5","Coarse fragment (2-5 mm) content of the <20 mm size fraction of the biogeochemistry soil sample","real","gramsPerKilogram","basic","*.#(round)","N",""
"spc_particlesize","coarseFrag5To20","Coarse fragment (5-20 mm) content of the <20 mm size fraction of the biogeochemistry soil sample","real","gramsPerKilogram","basic","*.#(round)","N",""
"spc_particlesize","sandTotal","Total sand (0.047-2 mm) content on a weight basis of the <2 mm fraction","real","percent","basic","*.#(round)","N",""
"spc_particlesize","siltTotal","Total silt (0.002-0.047 mm) content on a weight basis of the <2 mm fraction","real","percent","basic","*.#(round)","N",""
"spc_particlesize","clayTotal","Total clay (<0.002 mm) content on a weight basis of the <2 mm fraction","real","percent","basic","*.#(round)","N",""
"spc_particlesize","carbonateClay","Carbonate clay (<0.002 mm) content on a weight basis of the <2 mm fraction","real","percent","basic","*.#(round)","N",""
"spc_particlesize","clayFineContent","Fine clay (<0.0002 mm) content on a weight basis of the <2 mm fraction","real","percent","basic","*.#(round)","N",""
"spc_particlesize","siltFineContent","Fine silt (0.002-0.02 mm) content on a weight basis of the <2 mm fraction","real","percent","basic","*.#(round)","N",""
"spc_particlesize","siltCoarseContent","Coarse silt (0.02-0.047 mm) content on a weight basis of the <2 mm fraction","real","percent","basic","*.#(round)","N",""
"spc_particlesize","sandVeryFineContent","Very fine sand (0.047-0.105 mm) content on a weight basis of the <2 mm fraction","real","percent","basic","*.#(round)","N",""
"spc_particlesize","sandFineContent","Fine sand (0.105-0.25 mm) content on a weight basis of the <2 mm fraction","real","percent","basic","*.#(round)","N",""
"spc_particlesize","sandMediumContent","Medium sand (0.25-0.5 mm) content on a weight basis of the <2 mm fraction","real","percent","basic","*.#(round)","N",""
"spc_particlesize","sandCoarseContent","Coarse sand (0.5-1 mm) content on a weight basis of the <2 mm fraction","real","percent","basic","*.#(round)","N",""
"spc_particlesize","sandVeryCoarseContent","Very coarse sand (1-2 mm) content on a weight basis of the <2 mm fraction","real","percent","basic","*.#(round)","N",""
"spc_particlesize","laboratoryName","Name of the laboratory or facility that is processing the sample","string",NA,"basic","asIs","N",""
"spc_particlesize","dataQF","Data quality flag","string",NA,"basic","asIs","N",""
"spc_particlesize","publicationDate","Date of data publication on the NEON data portal","dateTime",NA,"appended by stackByTable",NA,"N",""
"spc_particlesize","release","Identifier for data release","string",NA,"appended by stackByTable",NA,"N",""
"spc_perhorizon","uid","Unique ID within NEON database; an identifier for the record","string",NA,"basic","asIs","N",""
"spc_perhorizon","namedLocation","Name of the measurement location in the NEON database","string",NA,"basic","asIs","N",""
"spc_perhorizon","domainID","Unique identifier of the NEON domain","string",NA,"basic","asIs","N",""
"spc_perhorizon","siteID","NEON site code","string",NA,"basic","asIs","N",""
"spc_perhorizon","plotID","Plot identifier (NEON site code_XXX)","string",NA,"basic","asIs","N",""
"spc_perhorizon","pitID","An identifier for the soil pit","string",NA,"basic","asIs","Y",""
"spc_perhorizon","collectDate","Date of the collection event","dateTime",NA,"basic","yyyy-MM-dd(floor)","N",""
"spc_perhorizon","testProtocolVersion","The protocol version used to test the sample","string",NA,"basic","LOV","N","spc.testProtocolVersion"
"spc_perhorizon","nrcsDescriptionID","NRCS identifier assigned to the soil profile description","string",NA,"basic","asIs","N",""
"spc_perhorizon","horizonID","An identifier for the soil horizon","string",NA,"basic","asIs","Y",""
"spc_perhorizon","horizonName","Soil horizon name","string",NA,"basic","asIs","N",""
"spc_perhorizon","horizonTopDepth","Depth below the soil surface of the top of a soil horizon","real","centimeter","basic","integer","N",""
"spc_perhorizon","horizonBottomDepth","Depth below the soil surface of the bottom of a soil horizon","real","centimeter","basic","integer","N",""
"spc_perhorizon","remarks","Technician notes; free text comments accompanying the record","string",NA,"basic","asIs","N",""
"spc_perhorizon","dataQF","Data quality flag","string",NA,"basic","asIs","N",""
"spc_perhorizon","publicationDate","Date of data publication on the NEON data portal","dateTime",NA,"appended by stackByTable",NA,"N",""
"spc_perhorizon","release","Identifier for data release","string",NA,"appended by stackByTable",NA,"N",""
"spc_perplot","uid","Unique ID within NEON database; an identifier for the record","string",NA,"basic","asIs","N",""
"spc_perplot","domainID","Unique identifier of the NEON domain","string",NA,"basic","asIs","N",""
"spc_perplot","siteID","NEON site code","string",NA,"basic","asIs","N",""
"spc_perplot","plotID","Plot identifier (NEON site code_XXX)","string",NA,"basic","asIs","N",""
"spc_perplot","namedLocation","Name of the measurement location in the NEON database","string",NA,"basic","asIs","N",""
"spc_perplot","plotType","NEON plot type in which sampling occurred: tower, distributed or gradient","string",NA,"basic","asIs","N",""
"spc_perplot","nlcdClass","National Land Cover Database Vegetation Type Name","string",NA,"basic","asIs","N",""
"spc_perplot","geodeticDatum","Model used to measure horizontal position on the earth","string",NA,"basic","asIs","N",""
"spc_perplot","decimalLatitude","The geographic latitude (in decimal degrees, WGS84) of the geographic center of the reference area","real","decimalDegree","basic","*.######(round)","N",""
"spc_perplot","decimalLongitude","The geographic longitude (in decimal degrees, WGS84) of the geographic center of the reference area","real","decimalDegree","basic","*.######(round)","N",""
"spc_perplot","coordinateUncertainty","The horizontal distance (in meters) from the given decimalLatitude and decimalLongitude describing the smallest circle containing the whole of the Location. Zero is not a valid value for this term","real","meter","basic","*.#(round)","N",""
"spc_perplot","elevation","Elevation (in meters) above sea level","real","meter","basic","*.#(round)","N",""
"spc_perplot","elevationUncertainty","Uncertainty in elevation values (in meters)","real","meter","basic","*.#(round)","N",""
"spc_perplot","collectDate","Date of the collection event","dateTime",NA,"basic","yyyy-MM-dd(floor)","N",""
