uid,namedLocation,domainID,siteID,plotID,subplotID,clipID,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,utmZone,elevation,elevationUncertainty,slopeAspect,slopeGradient,nlcdClass,plotType,plotSize,plotManagement,setDate,collectDate,eventID,sampleID,sampleCode,samplingProtocolVersion,clipLength,clipWidth,clipArea,targetTaxaPresent,exclosure,remarks,recordedBy,measuredBy,samplingImpractical,biophysicalCriteria,publicationDate,release
6a0666f3-6b90-4444-b0fb-3a4e5b62e3a1,BART_042.basePlot.hbp,D01,BART,BART_042,39,BART_042_0588,WGS84,44.060194,-71.288052,20.2,19N,288.3,0.2,201,1.7,deciduousForest,tower,1600,,2014-07-30T16:00Z,2014-07-30T16:00Z,HBP.2014.BART.01,HBP.BART0420588.20140730,,,2,0.1,0.2,Y,N,Moss covers 5% of strip but is too short to clip,kkrigest@field-ops.org,sives@field-ops.org,,,20220107T002953Z,RELEASE-2022
7806b54b-1b95-48ef-bca7-693edb6b6254,BART_042.basePlot.hbp,D01,BART,BART_042,23,BART_042_0387,WGS84,44.060194,-71.288052,20.2,19N,288.3,0.2,201,1.7,deciduousForest,tower,1600,,2014-07-30T16:00Z,2014-07-30T16:00Z,HBP.2014.BART.01,HBP.BART0420387.20140730,,,2,0.1,0.2,Y,N,"",kkrigest@field-ops.org,sives@field-ops.org,,,20220107T002953Z,RELEASE-2022
5b1443c2-68c2-45dc-aa77-88f85d110766,BART_042.basePlot.hbp,D01,BART,BART_042,41,BART_042_0928,WGS84,44.060194,-71.288052,20.2,19N,288.3,0.2,201,1.7,deciduousForest,tower,1600,,2014-07-30T16:00Z,2014-07-30T16:00Z,HBP.2014.BART.01,HBP.BART0420928.20140730,,,2,0.1,0.2,Y,N,Moss covers 20% of strip but is too short to clip,kkrigest@field-ops.org,sives@field-ops.org,,,20220107T002953Z,RELEASE-2022
58969d5b-2820-4e6a-a535-cb9f94fc513f,BART_042.basePlot.hbp,D01,BART,BART_042,21,BART_042_0102,WGS84,44.060194,-71.288052,20.2,19N,288.3,0.2,201,1.7,deciduousForest,tower,1600,,2014-07-30T16:00Z,2014-07-30T16:00Z,HBP.2014.BART.01,HBP.BART0420102.20140730,,,2,0.1,0.2,Y,N,"",kkrigest@field-ops.org,sives@field-ops.org,,,20220107T002953Z,RELEASE-2022
7b295e4c-a7ba-43d6-ae1c-21d2937bb227,BART_051.basePlot.hbp,D01,BART,BART_051,39,BART_051_0573,WGS84,44.062847,-71.287742,20.2,19N,280.4,0.4,104,2.3,deciduousForest,tower,1600,,2014-07-30T16:00Z,2014-07-30T16:00Z,HBP.2014.BART.01,HBP.BART0510573.20140730,,,2,0.1,0.2,Y,N,"",jhaggett@field-ops.org,eedwards@field-ops.org,,,20220107T002953Z,RELEASE-2022
ab018d37-49ac-4ec3-bd21-d948f9ea1136,BART_039.basePlot.hbp,D01,BART,BART_039,21,BART_039_0102,WGS84,44.063682,-71.288951,20.3,19N,270.8,0.5,118,2.9,deciduousForest,tower,1600,,2014-07-30T16:33Z,2014-07-30T16:33Z,HBP.2014.BART.01,HBP.BART0390102.20140730,,,2,0.1,0.2,Y,N,"",jhaggett@field-ops.org,eedwards@field-ops.org,,,20220107T002953Z,RELEASE-2022
aa92f259-86ec-4c49-a145-712b63ac74ba,BART_039.basePlot.hbp,D01,BART,BART_039,23,BART_039_0312,WGS84,44.063682,-71.288951,20.3,19N,270.8,0.5,118,2.9,deciduousForest,tower,1600,,2014-07-30T16:45Z,2014-07-30T16:45Z,HBP.2014.BART.01,HBP.BART0390312.20140730,,,2,0.1,0.2,Y,N,"",jhaggett@field-ops.org,eedwards@field-ops.org,,,20220107T002953Z,RELEASE-2022
a7b40e58-b29a-4178-a9bb-a561cbc3ebcf,BART_039.basePlot.hbp,D01,BART,BART_039,41,BART_039_0901,WGS84,44.063682,-71.288951,20.3,19N,270.8,0.5,118,2.9,deciduousForest,tower,1600,,2014-07-30T16:58Z,2014-07-30T16:58Z,HBP.2014.BART.01,HBP.BART0390901.20140730,,,2,0.1,0.2,Y,N,"",llukas@field-ops.org,cblodgett@field-ops.org,,,20220107T002953Z,RELEASE-2022
d3f14322-ad89-4c97-8ca6-305baa3e0808,BART_039.basePlot.hbp,D01,BART,BART_039,39,BART_039_0588,WGS84,44.063682,-71.288951,20.3,19N,270.8,0.5,118,2.9,deciduousForest,tower,1600,,2014-07-30T16:58Z,2014-07-30T16:58Z,HBP.2014.BART.01,HBP.BART0390588.20140730,,,2,0.1,0.2,Y,N,"",llukas@field-ops.org,cblodgett@field-ops.org,,,20220107T002953Z,RELEASE-2022
57983d64-3cfa-45e6-97d1-fc59330672d8,BART_046.basePlot.hbp,D01,BART,BART_046,23,BART_046_0392,WGS84,44.059946,-71.285408,20.2,19N,303,0.3,80,1.7,deciduousForest,tower,1600,,2014-07-30T17:45Z,2014-07-30T17:45Z,HBP.2014.BART.01,HBP.BART0460392.20140730,,,2,0.1,0.2,Y,N,Moss covers 1% of strip but is too short to clip,kkrigest@field-ops.org,sives@field-ops.org,,,20220107T002953Z,RELEASE-2022
9eb63020-6bed-471d-8063-62a6e8443be2,BART_046.basePlot.hbp,D01,BART,BART_046,21,BART_046_0206,WGS84,44.059946,-71.285408,20.2,19N,303,0.3,80,1.7,deciduousForest,tower,1600,,2014-07-30T17:45Z,2014-07-30T17:45Z,HBP.2014.BART.01,HBP.BART0460206.20140730,,,2,0.1,0.2,Y,N,"",kkrigest@field-ops.org,sives@field-ops.org,,,20220107T002953Z,RELEASE-2022
98b4035c-9bd0-4379-b18d-e594537772a4,BART_046.basePlot.hbp,D01,BART,BART_046,39,BART_046_0584,WGS84,44.059946,-71.285408,20.2,19N,303,0.3,80,1.7,deciduousForest,tower,1600,,2014-07-30T17:45Z,2014-07-30T17:45Z,HBP.2014.BART.01,HBP.BART0460584.20140730,,,2,0.1,0.2,Y,N,"",kkrigest@field-ops.org,sives@field-ops.org,,,20220107T002953Z,RELEASE-2022
b6cf23d8-4de1-41ea-81a8-00f00fba4f65,BART_046.basePlot.hbp,D01,BART,BART_046,41,BART_046_0956,WGS84,44.059946,-71.285408,20.2,19N,303,0.3,80,1.7,deciduousForest,tower,1600,,2014-07-30T17:45Z,2014-07-30T17:45Z,HBP.2014.BART.01,"",,,2,0.1,0.2,N,N,"",kkrigest@field-ops.org,sives@field-ops.org,,,20220107T002953Z,RELEASE-2022
8b6172fd-07dc-49e2-8857-f81b4f6aed33,BART_044.basePlot.hbp,D01,BART,BART_044,39,BART_044_0527,WGS84,44.061036,-71.284327,20.1,19N,303.1,0.2,151,1.4,deciduousForest,tower,1600,,2014-07-30T18:55Z,2014-07-30T18:55Z,HBP.2014.BART.01,HBP.BART0440527.20140730,,,2,0.1,0.2,Y,N,Moss covers 0.5% of strip but is too short to clip,kkrigest@field-ops.org,sives@field-ops.org,,,20220107T002953Z,RELEASE-2022
5648d568-379c-4c8b-b01e-ae29e0f95828,BART_044.basePlot.hbp,D01,BART,BART_044,41,BART_044_0881,WGS84,44.061036,-71.284327,20.1,19N,303.1,0.2,151,1.4,deciduousForest,tower,1600,,2014-07-30T18:55Z,2014-07-30T18:55Z,HBP.2014.BART.01,HBP.BART0440881.20140730,,,2,0.1,0.2,Y,N,"",kkrigest@field-ops.org,sives@field-ops.org,,,20220107T002953Z,RELEASE-2022
a5ca26ce-38b5-40e0-90bf-1af405f5b31c,BART_044.basePlot.hbp,D01,BART,BART_044,21,BART_044_0027,WGS84,44.061036,-71.284327,20.1,19N,303.1,0.2,151,1.4,deciduousForest,tower,1600,,2014-07-30T18:55Z,2014-07-30T18:55Z,HBP.2014.BART.01,HBP.BART0440027.20140730,,,2,0.1,0.2,Y,N,"",kkrigest@field-ops.org,sives@field-ops.org,,,20220107T002953Z,RELEASE-2022
4e2c0d92-a332-434e-8d9d-3bc8ef188b21,BART_044.basePlot.hbp,D01,BART,BART_044,23,BART_044_0412,WGS84,44.061036,-71.284327,20.1,19N,303.1,0.2,151,1.4,deciduousForest,tower,1600,,2014-07-30T18:55Z,2014-07-30T18:55Z,HBP.2014.BART.01,HBP.BART0440412.20140730,,,2,0.1,0.2,Y,N,"",kkrigest@field-ops.org,sives@field-ops.org,,,20220107T002953Z,RELEASE-2022
f623b471-24bc-48f5-92a3-553bda67ff52,BART_037.basePlot.hbp,D01,BART,BART_037,21,BART_037_0154,WGS84,44.061598,-71.283244,20.2,19N,290.6,0.2,211,3.2,deciduousForest,tower,1600,,2014-07-30T19:45Z,2014-07-30T19:45Z,HBP.2014.BART.01,HBP.BART0370154.20140730,,,2,0.1,0.2,Y,N,"",kkrigest@field-ops.org,sives@field-ops.org,,,20220107T002953Z,RELEASE-2022
c1a13476-e978-46aa-9011-3a04123ea7b1,BART_037.basePlot.hbp,D01,BART,BART_037,41,BART_037_0953,WGS84,44.061598,-71.283244,20.2,19N,290.6,0.2,211,3.2,deciduousForest,tower,1600,,2014-07-30T19:45Z,2014-07-30T19:45Z,HBP.2014.BART.01,HBP.BART0370953.20140730,,,2,0.1,0.2,Y,N,"",kkrigest@field-ops.org,sives@field-ops.org,,,20220107T002953Z,RELEASE-2022
ce3641a1-1b57-4498-b40b-94032858adec,BART_037.basePlot.hbp,D01,BART,BART_037,39,BART_037_0624,WGS84,44.061598,-71.283244,20.2,19N,290.6,0.2,211,3.2,deciduousForest,tower,1600,,2014-07-30T19:45Z,2014-07-30T19:45Z,HBP.2014.BART.01,HBP.BART0370624.20140730,,,2,0.1,0.2,Y,N,"",kkrigest@field-ops.org,sives@field-ops.org,,,20220107T002953Z,RELEASE-2022
69c3721e-388b-4b9e-af85-15bbd41eefe5,BART_037.basePlot.hbp,D01,BART,BART_037,23,BART_037_0253,WGS84,44.061598,-71.283244,20.2,19N,290.6,0.2,211,3.2,deciduousForest,tower,1600,,2014-07-30T19:45Z,2014-07-30T19:45Z,HBP.2014.BART.01,HBP.BART0370253.20140730,,,2,0.1,0.2,Y,N,"",kkrigest@field-ops.org,sives@field-ops.org,,,20220107T002953Z,RELEASE-2022
d7d4faa0-1c56-438d-b706-c0e6c6b824b2,BART_036.basePlot.hbp,D01,BART,BART_036,23,BART_036_0265,WGS84,44.062082,-71.285878,20.2,19N,291,0.2,236,1.7,deciduousForest,tower,1600,,2014-07-30T21:00Z,2014-07-30T21:00Z,HBP.2014.BART.01,HBP.BART0360265.20140730,,,2,0.1,0.2,Y,N,"",kkrigest@field-ops.org,sives@field-ops.org,,,20220107T002953Z,RELEASE-2022
8f06077c-74d3-4224-a8c3-07483865512e,BART_047.basePlot.hbp,D01,BART,BART_047,21,BART_047_0049,WGS84,44.064968,-71.290855,20.1,19N,262.9,0.2,98,2.6,deciduousForest,tower,1600,,2014-07-30T21:00Z,2014-07-30T21:00Z,HBP.2014.BART.01,HBP.BART0470049.20140730,,,2,0.1,0.2,Y,N,"",jhaggett@field-ops.org,eedwards@field-ops.org,,,20220107T002953Z,RELEASE-2022
b04f654e-17f1-4c98-b4cc-7a2ea05097db,BART_036.basePlot.hbp,D01,BART,BART_036,21,BART_036_0147,WGS84,44.062082,-71.285878,20.2,19N,291,0.2,236,1.7,deciduousForest,tower,1600,,2014-07-30T21:00Z,2014-07-30T21:00Z,HBP.2014.BART.01,HBP.BART0360147.20140730,,,2,0.1,0.2,Y,N,"",kkrigest@field-ops.org,sives@field-ops.org,,,20220107T002953Z,RELEASE-2022
645b70b8-e240-4b88-89fc-d618479deac2,BART_036.basePlot.hbp,D01,BART,BART_036,41,BART_036_0923,WGS84,44.062082,-71.285878,20.2,19N,291,0.2,236,1.7,deciduousForest,tower,1600,,2014-07-30T21:00Z,2014-07-30T21:00Z,HBP.2014.BART.01,HBP.BART0360923.20140730,,,2,0.1,0.2,Y,N,"",kkrigest@field-ops.org,sives@field-ops.org,,,20220107T002953Z,RELEASE-2022
6040b38e-15e6-4fd1-89a9-a81ee7356b7d,BART_036.basePlot.hbp,D01,BART,BART_036,39,BART_036_0695,WGS84,44.062082,-71.285878,20.2,19N,291,0.2,236,1.7,deciduousForest,tower,1600,,2014-07-30T21:00Z,2014-07-30T21:00Z,HBP.2014.BART.01,HBP.BART0360695.20140730,,,2,0.1,0.2,Y,N,"",kkrigest@field-ops.org,sives@field-ops.org,,,20220107T002953Z,RELEASE-2022
dc94e09e-1ffe-4275-ad29-8f5421ef8e9d,BART_047.basePlot.hbp,D01,BART,BART_047,23,BART_047_0368,WGS84,44.064968,-71.290855,20.1,19N,262.9,0.2,98,2.6,deciduousForest,tower,1600,,2014-07-30T21:20Z,2014-07-30T21:20Z,HBP.2014.BART.01,HBP.BART0470368.20140730,,,2,0.1,0.2,Y,N,"",jhaggett@field-ops.org,eedwards@field-ops.org,,,20220107T002953Z,RELEASE-2022
7c5886c4-b7b5-4247-988e-25f2595757a8,BART_047.basePlot.hbp,D01,BART,BART_047,39,BART_047_0640,WGS84,44.064968,-71.290855,20.1,19N,262.9,0.2,98,2.6,deciduousForest,tower,1600,,2014-07-30T21:38Z,2014-07-30T21:38Z,HBP.2014.BART.01,HBP.BART0470640.20140730,,,2,0.1,0.2,Y,N,"",jhaggett@field-ops.org,eedwards@field-ops.org,,,20220107T002953Z,RELEASE-2022
fb7c8b96-756b-4c41-9abc-f7786eb0fb82,BART_047.basePlot.hbp,D01,BART,BART_047,41,BART_047_0757,WGS84,44.064968,-71.290855,20.1,19N,262.9,0.2,98,2.6,deciduousForest,tower,1600,,2014-07-30T21:55Z,2014-07-30T21:55Z,HBP.2014.BART.01,HBP.BART0470757.20140730,,,2,0.1,0.2,Y,N,"",jhaggett@field-ops.org,eedwards@field-ops.org,,,20220107T002953Z,RELEASE-2022
11700d12-6b8d-4f70-bd39-90db2e5c9cb1,BART_032.basePlot.hbp,D01,BART,BART_032,23,BART_032_0296,WGS84,44.067467,-71.28758,20.2,19N,244.7,0.3,215,3.5,deciduousForest,tower,1600,,2014-07-31T13:44Z,2014-07-31T13:44Z,HBP.2014.BART.01,HBP.BART0320296.20140731,,,2,0.1,0.2,Y,N,"",cblodgett@field-ops.org,llukas@field-ops.org,,,20220107T002953Z,RELEASE-2022
c30a60a0-aeab-4b57-b910-244e5314d759,BART_032.basePlot.hbp,D01,BART,BART_032,21,BART_032_0104,WGS84,44.067467,-71.28758,20.2,19N,244.7,0.3,215,3.5,deciduousForest,tower,1600,,2014-07-31T13:58Z,2014-07-31T13:58Z,HBP.2014.BART.01,HBP.BART0320104.20140731,,,2,0.1,0.2,Y,N,"",cblodgett@field-ops.org,llukas@field-ops.org,,,20220107T002953Z,RELEASE-2022
ee26d824-2080-4d6c-80ef-5d6cf72d0924,BART_032.basePlot.hbp,D01,BART,BART_032,41,BART_032_0860,WGS84,44.067467,-71.28758,20.2,19N,244.7,0.3,215,3.5,deciduousForest,tower,1600,,2014-07-31T14:00Z,2014-07-31T14:00Z,HBP.2014.BART.01,HBP.BART0320860.20140731,,,2,0.1,0.2,Y,N,"",sives@field-ops.org,kkrigest@field-ops.org,,,20220107T002953Z,RELEASE-2022
3fddb056-4c51-4f97-804e-b396e4883ca6,BART_032.basePlot.hbp,D01,BART,BART_032,39,BART_032_0657,WGS84,44.067467,-71.28758,20.2,19N,244.7,0.3,215,3.5,deciduousForest,tower,1600,,2014-07-31T14:00Z,2014-07-31T14:00Z,HBP.2014.BART.01,HBP.BART0320657.20140731,,,2,0.1,0.2,Y,N,"",sives@field-ops.org,kkrigest@field-ops.org,,,20220107T002953Z,RELEASE-2022
28e7b506-f0b6-401c-90c9-130ed03bc23d,BART_040.basePlot.hbp,D01,BART,BART_040,23,BART_040_0253,WGS84,44.06576,-71.29199,20.1,19N,260.2,0.2,208,2.1,deciduousForest,tower,1600,,2014-07-31T15:27Z,2014-07-31T15:27Z,HBP.2014.BART.01,HBP.BART0400253.20140731,,,2,0.1,0.2,Y,N,"",cblodgett@field-ops.org,llukas@field-ops.org,,,20220107T002953Z,RELEASE-2022
66182b2d-b1b9-42fb-af99-da49d6ca105a,BART_040.basePlot.hbp,D01,BART,BART_040,41,BART_040_0953,WGS84,44.06576,-71.29199,20.1,19N,260.2,0.2,208,2.1,deciduousForest,tower,1600,,2014-07-31T15:36Z,2014-07-31T15:36Z,HBP.2014.BART.01,HBP.BART0400953.20140731,,,2,0.1,0.2,Y,N,"",sives@field-ops.org,kkrigest@field-ops.org,,,20220107T002953Z,RELEASE-2022
f63298d9-e59d-4e57-80b8-942102dda451,BART_040.basePlot.hbp,D01,BART,BART_040,21,BART_040_0154,WGS84,44.06576,-71.29199,20.1,19N,260.2,0.2,208,2.1,deciduousForest,tower,1600,,2014-07-31T15:36Z,2014-07-31T15:36Z,HBP.2014.BART.01,HBP.BART0400154.20140731,,,2,0.1,0.2,Y,N,"",cblodgett@field-ops.org,llukas@field-ops.org,,,20220107T002953Z,RELEASE-2022
d369ca13-276d-4cbc-82ca-96305d8a5698,BART_050.basePlot.hbp,D01,BART,BART_050,41,BART_050_0811,WGS84,44.06151,-71.28769,20.2,19N,287.7,0.3,98,2.7,mixedForest,tower,1600,,2014-07-31T17:15Z,2014-07-31T17:15Z,HBP.2014.BART.01,HBP.BART0500811.20140731,,,2,0.1,0.2,Y,N,Moss covers 8.5% of strip but is too short to clip,sives@field-ops.org,kkrigest@field-ops.org,,,20220107T002953Z,RELEASE-2022
7433b591-d4a3-4cf0-a928-bdeabc3065b8,BART_050.basePlot.hbp,D01,BART,BART_050,39,BART_050_0640,WGS84,44.06151,-71.28769,20.2,19N,287.7,0.3,98,2.7,mixedForest,tower,1600,,2014-07-31T17:15Z,2014-07-31T17:15Z,HBP.2014.BART.01,HBP.BART0500640.20140731,,,2,0.1,0.2,Y,N,Moss covers 10% of strip but is too short to clip,sives@field-ops.org,kkrigest@field-ops.org,,,20220107T002953Z,RELEASE-2022
e3f22960-3f8c-4a2d-aa9b-deb57d3e07d0,BART_050.basePlot.hbp,D01,BART,BART_050,23,BART_050_0368,WGS84,44.06151,-71.28769,20.2,19N,287.7,0.3,98,2.7,mixedForest,tower,1600,,2014-07-31T17:20Z,2014-07-31T17:20Z,HBP.2014.BART.01,HBP.BART0500368.20140731,,,2,0.1,0.2,Y,N,"",cblodgett@field-ops.org,llukas@field-ops.org,,,20220107T002953Z,RELEASE-2022
b641680f-4962-485c-a97b-7c0e74fc4a1f,BART_050.basePlot.hbp,D01,BART,BART_050,21,BART_050_0165,WGS84,44.06151,-71.28769,20.2,19N,287.7,0.3,98,2.7,mixedForest,tower,1600,,2014-07-31T17:34Z,2014-07-31T17:34Z,HBP.2014.BART.01,HBP.BART0500165.20140731,,,2,0.1,0.2,Y,N,"",cblodgett@field-ops.org,llukas@field-ops.org,,,20220107T002953Z,RELEASE-2022
a036d837-4495-44c0-9910-c91e806ef4ed,BART_032.basePlot.hbp,D01,BART,BART_032,21,BART_032_104,WGS84,44.067467,-71.28758,20.2,19N,244.7,0.3,215,3.5,deciduousForest,tower,1600,,2014-07-31T18:26Z,2014-07-31T18:26Z,HBP.2014.BART.01,HBP.BART032104.20140731,,,2,0.1,0.2,Y,N,"",sives@field-ops.org,kkrigest@field-ops.org,,,20220107T002953Z,RELEASE-2022
a69e7a71-9004-4b3d-9653-096b81962ad4,BART_033.basePlot.hbp,D01,BART,BART_033,39,BART_033_511,WGS84,44.063198,-71.283663,20.2,19N,275.7,0.2,237,3.4,deciduousForest,tower,1600,,2014-07-31T18:26Z,2014-07-31T18:26Z,HBP.2014.BART.01,HBP.BART033511.20140731,,,2,0.1,0.2,Y,"",date clipCellNumber clipID sampleID subplotID plotID and date pasted from mass records; boutNumber and eventID determined from other records with same site and date,"","",,,20220107T002953Z,RELEASE-2022
a6f4ee09-f9cb-441e-9ec6-21e34fd4fa15,BART_033.basePlot.hbp,D01,BART,BART_033,41,BART_033_0921,WGS84,44.063198,-71.283663,20.2,19N,275.7,0.2,237,3.4,deciduousForest,tower,1600,,2014-07-31T18:26Z,2014-07-31T18:26Z,HBP.2014.BART.01,HBP.BART0330921.20140731,,,2,0.1,0.2,Y,N,"",sives@field-ops.org,kkrigest@field-ops.org,,,20220107T002953Z,RELEASE-2022
a25971d8-6646-4867-8487-b69690b73172,BART_033.basePlot.hbp,D01,BART,BART_033,21,BART_033_0006,WGS84,44.063198,-71.283663,20.2,19N,275.7,0.2,237,3.4,deciduousForest,tower,1600,,2014-07-31T18:30Z,2014-07-31T18:30Z,HBP.2014.BART.01,HBP.BART0330006.20140731,,,2,0.1,0.2,Y,N,"",cblodgett@field-ops.org,llukas@field-ops.org,,,20220107T002953Z,RELEASE-2022
a5e6197a-118d-4133-86bf-34825ede7b64,BART_033.basePlot.hbp,D01,BART,BART_033,23,BART_033_0452,WGS84,44.063198,-71.283663,20.2,19N,275.7,0.2,237,3.4,deciduousForest,tower,1600,,2014-07-31T18:30Z,2014-07-31T18:30Z,HBP.2014.BART.01,"",,,2,0.1,0.2,N,N,"",cblodgett@field-ops.org,llukas@field-ops.org,,,20220107T002953Z,RELEASE-2022
f42fd152-3ef9-45c1-b30c-2cd42d11bea4,BART_073.basePlot.hbp,D01,BART,BART_073,23,BART_073_0264,WGS84,44.064774,-71.288616,20.1,19N,274.9,0.2,283,1.2,mixedForest,tower,1600,,2015-07-20T19:25Z,2015-07-20T19:25Z,HBP.2015.BART.01,HBP.BART0730264.20150720,,,2,0.1,0.2,Y,N,"",ramundson@field-ops.org,llukas@field-ops.org,,,20211221T225423Z,RELEASE-2022
874afdc0-a380-4503-bc64-02f4a3c56af7,BART_073.basePlot.hbp,D01,BART,BART_073,39,BART_073_0568,WGS84,44.064774,-71.288616,20.1,19N,274.9,0.2,283,1.2,mixedForest,tower,1600,,2015-07-20T19:38Z,2015-07-20T19:38Z,HBP.2015.BART.01,HBP.BART0730568.20150720,,,2,0.1,0.2,Y,N,"",ramundson@field-ops.org,llukas@field-ops.org,,,20211221T225423Z,RELEASE-2022
