uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,samplingImpractical,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF,publicationDate,release,cactiPresent,cactiAbsentList,fernsPresent,fernsAbsentList,yuccasPresent,yuccasAbsentList,palmsPresent,palmsAbsentList,ocotillosPresent,ocotillosAbsentList,xerophyllumPresent,xerophyllumAbsentList,nestedSubplotAreaOther,totalSampledAreaOther
9afcf7f9-fd47-45a9-8977-a43b179507d3,BART_072.basePlot.vst,2015-09-01,D01,BART,BART_072,tower,deciduousForest,44.060735,-71.286187,WGS84,20.3,316892.4,4881159.73,19N,295.9,0.5,,vst_BART_2015,,,,NEON.DOC.000987vD,,,,,,,,,,10,noneSelected,800,40,800,,nhall@field-ops.org,ramundson@field-ops.org,legacyData,20220104T174755Z,RELEASE-2022,,,,,,,,,,,,,,
cc382597-a9df-4da7-b8da-341cf39341f6,BART_046.basePlot.vst,2015-09-01,D01,BART,BART_046,tower,deciduousForest,44.059946,-71.285408,WGS84,20.2,316952.36,4881070.36,19N,303,0.3,,vst_BART_2015,,,,NEON.DOC.000987vD,,,,,,,,,,100,noneSelected,800,400,800,,ccahill@field-ops.org,gbreault@field-ops.org,legacyData,20220104T174755Z,RELEASE-2022,,,,,,,,,,,,,,
f0079860-70f6-4056-b156-3450d91b8ad0,BART_036.basePlot.vst,2015-09-01,D01,BART,BART_036,tower,deciduousForest,44.062082,-71.285878,WGS84,20.2,316921.3,4881308.66,19N,291,0.2,,vst_BART_2015,,,,NEON.DOC.000987vD,,,,,,,,,,25,noneSelected,800,100,800,,ramundson@field-ops.org,sives@field-ops.org,legacyData,20220104T174755Z,RELEASE-2022,,,,,,,,,,,,,,
fb772210-76df-4f44-9bab-c80648ac8dab,BART_050.basePlot.vst,2015-09-02,D01,BART,BART_050,tower,mixedForest,44.06151,-71.28769,WGS84,20.2,316774.41,4881249.16,19N,287.7,0.3,,vst_BART_2015,,,,NEON.DOC.000987vD,,,,,,,,,,100,noneSelected,800,400,800,,ramundson@field-ops.org,thillman@neoninc.org,legacyData,20220104T174755Z,RELEASE-2022,,,,,,,,,,,,,,
143a6e93-1675-4516-ac5f-3a55f79c81b4,BART_041.basePlot.vst,2015-09-02,D01,BART,BART_041,tower,deciduousForest,44.065342,-71.28561,WGS84,20.2,316952.82,4881670.16,19N,260.9,0.4,,vst_BART_2015,,,,NEON.DOC.000987vD,,,,,,,,,,100,noneSelected,800,400,800,,dcrandall@neoninc.org,thillman@neoninc.org,legacyData,20220104T174755Z,RELEASE-2022,,,,,,,,,,,,,,
355469ff-96dc-4400-bc4d-bedbc2e247a0,BART_039.basePlot.vst,2015-09-02,D01,BART,BART_039,tower,deciduousForest,44.063682,-71.288951,WGS84,20.3,316680.12,4881493.21,19N,270.8,0.5,,vst_BART_2015,,,,NEON.DOC.000987vD,,,,,,,,,,25,noneSelected,800,100,800,,ramundson@field-ops.org,ramundson@field-ops.org,legacyData,20220104T174755Z,RELEASE-2022,,,,,,,,,,,,,,
0ba41c3c-9b26-4195-9fb6-33eb1a8cc2f2,BART_040.basePlot.vst,2015-09-02,D01,BART,BART_040,tower,deciduousForest,44.06576,-71.29199,WGS84,20.1,316443.15,4881730.79,19N,260.2,0.2,,vst_BART_2015,,,,NEON.DOC.000987vD,,,,,,,,,,25,noneSelected,800,100,800,,auccello@field-ops.org,gvanscoy@field-ops.org,legacyData,20220104T174755Z,RELEASE-2022,,,,,,,,,,,,,,
824dc87a-1fda-45d9-baf4-d56c0b937838,BART_034.basePlot.vst,2015-09-02,D01,BART,BART_034,tower,mixedForest,44.064284,-71.285608,WGS84,20.2,316949.72,4881552.64,19N,265.9,0.3,,vst_BART_2015,,,,NEON.DOC.000987vD,,,,,,,,,,100,noneSelected,800,400,800,,ehardiman@field-ops.org,ramundson@field-ops.org,legacyData,20220104T174755Z,RELEASE-2022,,,,,,,,,,,,,,
9b432890-50bf-4169-add2-79b8c3afd051,BART_051.basePlot.vst,2015-09-02,D01,BART,BART_051,tower,deciduousForest,44.062847,-71.287742,WGS84,20.2,316774.37,4881397.78,19N,280.4,0.4,,vst_BART_2015,,,,NEON.DOC.000987vD,,,,,,,,,,25,noneSelected,800,100,800,,ramundson@field-ops.org,ramundson@field-ops.org,legacyData,20220104T174755Z,RELEASE-2022,,,,,,,,,,,,,,
aba93b24-77dd-4844-9aab-9894d160f506,BART_071.basePlot.vst,2015-09-03,D01,BART,BART_071,tower,mixedForest,44.067944,-71.290624,WGS84,20.1,316559.3,4881970.33,19N,256.4,0.2,,vst_BART_2015,,,,NEON.DOC.000987vD,,,,,,,,,,noneSelected,noneSelected,800,800,800,,dcrandall@neoninc.org,dcrandall@neoninc.org,legacyData,20220104T174755Z,RELEASE-2022,,,,,,,,,,,,,,
2aef4939-1d9a-4349-8e59-474aacd882e7,BART_033.basePlot.vst,2015-09-03,D01,BART,BART_033,tower,deciduousForest,44.063198,-71.283663,WGS84,20.2,317102.15,4881427.69,19N,275.7,0.2,,vst_BART_2015,,,,NEON.DOC.000987vD,,,,,,,,,,25,noneSelected,800,100,800,,ramundson@field-ops.org,gbreault@field-ops.org,legacyData,20220104T174755Z,RELEASE-2022,,,,,,,,,,,,,,
d4173c1d-ecda-40bd-b5ba-59d074f3c70d,BART_047.basePlot.vst,2015-09-03,D01,BART,BART_047,tower,deciduousForest,44.064968,-71.290855,WGS84,20.1,316531.6,4881640.29,19N,262.9,0.2,,vst_BART_2015,,,,NEON.DOC.000987vD,,,,,,,,,,100,noneSelected,800,400,800,,dcrandall@neoninc.org,gbreault@field-ops.org,legacyData,20220104T174755Z,RELEASE-2022,,,,,,,,,,,,,,
2ba8212e-44f2-4da7-b518-a6c87fce2a1a,BART_070.basePlot.vst,2015-09-03,D01,BART,BART_070,tower,mixedForest,44.064338,-71.28144,WGS84,20.2,317283.7,4881549.38,19N,251.3,0.3,,vst_BART_2015,,,,NEON.DOC.000987vD,,,,,,,,,,100,noneSelected,800,400,800,,auccello@field-ops.org,auccello@field-ops.org,legacyData,20220104T174755Z,RELEASE-2022,,,,,,,,,,,,,,
c80378dd-f1a6-4c18-afff-2b08d56b9e53,BART_032.basePlot.vst,2015-09-04,D01,BART,BART_032,tower,deciduousForest,44.067467,-71.28758,WGS84,20.2,316801.6,4881910.57,19N,244.7,0.3,,vst_BART_2015,,,,NEON.DOC.000987vD,,,,,,,,,,25,noneSelected,800,100,800,,dcrandall@neoninc.org,dcrandall@neoninc.org,legacyData,20220104T174755Z,RELEASE-2022,,,,,,,,,,,,,,
d2f03f25-50ce-46a4-97c4-338c1f3452fc,BART_046.basePlot.vst,2016-08-01,D01,BART,BART_046,tower,deciduousForest,44.059946,-71.285408,WGS84,20.2,316952.36,4881070.36,19N,303,0.3,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,N,"",N,,100,noneSelected,800,400,800,,ramundson@field-ops.org,nflannery@field-ops.org,,20220104T174710Z,RELEASE-2022,,,,,,,,,,,,,,
cb1a9fcf-1644-4586-9624-c8b5c8e44d7c,BART_047.basePlot.vst,2016-08-01,D01,BART,BART_047,tower,deciduousForest,44.064968,-71.290855,WGS84,20.1,316531.6,4881640.29,19N,262.9,0.2,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,Y,21_4,N,,100,noneSelected,800,400,800,,mday@field-ops.org,jwebber@field-ops.org,,20220104T174710Z,RELEASE-2022,,,,,,,,,,,,,,
7d515f64-d7a5-443f-98e7-874341460bbd,BART_042.basePlot.vst,2016-08-03,D01,BART,BART_042,tower,deciduousForest,44.060194,-71.288052,WGS84,20.2,316741.36,4881103.79,19N,288.3,0.2,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,Y,39_3|41_1|41_4,N,,100,noneSelected,800,400,800,,jwebber@field-ops.org,mday@field-ops.org,,20220104T174710Z,RELEASE-2022,,,,,,,,,,,,,,
fa8582e7-c008-430d-b482-c61f3aeb4468,BART_072.basePlot.vst,2016-08-03,D01,BART,BART_072,tower,deciduousForest,44.060735,-71.286187,WGS84,20.3,316892.4,4881159.73,19N,295.9,0.5,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,N,"",N,,10,noneSelected,800,40,800,,mday@field-ops.org,jwebber@field-ops.org,,20220104T174710Z,RELEASE-2022,,,,,,,,,,,,,,
d7951c7b-a994-48c6-a206-5bc0a67457a1,BART_071.basePlot.vst,2016-08-07,D01,BART,BART_071,tower,mixedForest,44.067944,-71.290624,WGS84,20.1,316559.3,4881970.33,19N,256.4,0.2,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,N,"",N,,noneSelected,noneSelected,800,800,800,,nflannery@field-ops.org,ramundson@field-ops.org,,20220104T174710Z,RELEASE-2022,,,,,,,,,,,,,,
ace27cbc-c0a7-41ac-875c-c6e6b93ce314,BART_041.basePlot.vst,2016-08-16,D01,BART,BART_041,tower,deciduousForest,44.065342,-71.28561,WGS84,20.2,316952.82,4881670.16,19N,260.9,0.4,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,N,"",N,,noneSelected,noneSelected,800,800,800,,ramundson@field-ops.org,nflannery@field-ops.org,,20220104T174710Z,RELEASE-2022,,,,,,,,,,,,,,
30de2b50-9219-4d04-bf29-ae4343b2f0ad,BART_034.basePlot.vst,2016-08-17,D01,BART,BART_034,tower,mixedForest,44.064284,-71.285608,WGS84,20.2,316949.72,4881552.64,19N,265.9,0.3,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,N,"",N,,100,100,800,400,400,,chines@field-ops.org,ramundson@field-ops.org,,20220104T174710Z,RELEASE-2022,,,,,,,,,,,,,,
b59347b0-5f2c-46c5-9c9f-8b50c9bee246,BART_075.basePlot.vst,2016-08-22,D01,BART,BART_075,tower,mixedForest,44.059141,-71.286492,WGS84,20.3,316863.06,4880983.36,19N,297,0.4,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,Y,41,N,,noneSelected,noneSelected,800,800,800,,ramundson@field-ops.org,Nflannery@field-ops.org,,20220104T174710Z,RELEASE-2022,,,,,,,,,,,,,,
b9ffa345-e04b-4da4-8b75-6dfc58314b96,BART_036.basePlot.vst,2016-08-23,D01,BART,BART_036,tower,deciduousForest,44.062082,-71.285878,WGS84,20.2,316921.3,4881308.66,19N,291,0.2,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,N,"",N,,noneSelected,noneSelected,800,800,800,,mday@field-ops.org,jwebber@field-ops.org,,20220104T174710Z,RELEASE-2022,,,,,,,,,,,,,,
99e718e0-8d23-40d4-b455-a413f3c06bef,BART_033.basePlot.vst,2016-08-23,D01,BART,BART_033,tower,deciduousForest,44.063198,-71.283663,WGS84,20.2,317102.15,4881427.69,19N,275.7,0.2,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,N,"",N,,25,noneSelected,800,100,800,,Nflannery@field-ops.org,ramundson@field-ops.org,,20220104T174710Z,RELEASE-2022,,,,,,,,,,,,,,
2a148689-ffb3-4b87-b33a-f982ace8ff61,BART_051.basePlot.vst,2016-08-24,D01,BART,BART_051,tower,deciduousForest,44.062847,-71.287742,WGS84,20.2,316774.37,4881397.78,19N,280.4,0.4,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,N,"",N,,noneSelected,noneSelected,800,800,800,,jwebber@field-ops.org,mday@field-ops.org,,20220104T174710Z,RELEASE-2022,,,,,,,,,,,,,,
b80f8b16-7467-4302-ae99-c636a4886bba,BART_050.basePlot.vst,2016-08-24,D01,BART,BART_050,tower,mixedForest,44.06151,-71.28769,WGS84,20.2,316774.41,4881249.16,19N,287.7,0.3,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,Y,41,N,,noneSelected,noneSelected,800,800,800,,mday@field-ops.org,jwebber@field-ops.org,,20220104T174710Z,RELEASE-2022,,,,,,,,,,,,,,
11f53eb9-a112-4b27-b3ce-8c1778eb3ed2,BART_039.basePlot.vst,2016-08-30,D01,BART,BART_039,tower,deciduousForest,44.063682,-71.288951,WGS84,20.3,316680.12,4881493.21,19N,270.8,0.5,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,Y,39,N,,noneSelected,noneSelected,800,800,800,,jwebber@field-ops.org,mday@field-ops.org,,20220104T174710Z,RELEASE-2022,,,,,,,,,,,,,,
c51f1e91-6c11-44e5-8b8f-2fd07047f8a0,BART_073.basePlot.vst,2016-08-30,D01,BART,BART_073,tower,mixedForest,44.064774,-71.288616,WGS84,20.1,316710.32,4881613.76,19N,274.9,0.2,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,N,"",N,,noneSelected,noneSelected,800,800,800,,mday@field-ops.org,jwebber@field-ops.org,,20220104T174710Z,RELEASE-2022,,,,,,,,,,,,,,
0f63f710-82e6-4893-9660-155ed9891cb2,BART_040.basePlot.vst,2016-09-06,D01,BART,BART_040,tower,deciduousForest,44.06576,-71.29199,WGS84,20.1,316443.15,4881730.79,19N,260.2,0.2,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,Y,21,N,,noneSelected,noneSelected,800,800,800,,mday@field-ops.org,jwebber@field-ops.org,,20220104T174610Z,RELEASE-2022,,,,,,,,,,,,,,
982f9daa-5d73-4b72-bd0b-619fac4aaea0,BART_032.basePlot.vst,2016-09-07,D01,BART,BART_032,tower,deciduousForest,44.067467,-71.28758,WGS84,20.2,316801.6,4881910.57,19N,244.7,0.3,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,N,"",N,,25,noneSelected,800,100,800,,chines@field-ops.org,jwebber@field-ops.org,,20220104T174610Z,RELEASE-2022,,,,,,,,,,,,,,
085af11a-a2f8-4591-bd85-5d6d84c7bb85,BART_070.basePlot.vst,2016-09-12,D01,BART,BART_070,tower,mixedForest,44.064338,-71.28144,WGS84,20.2,317283.7,4881549.38,19N,251.3,0.3,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,N,"",N,,100,noneSelected,800,400,800,,mday@field-ops.org,llukas@battelleecology.org,,20220104T174610Z,RELEASE-2022,,,,,,,,,,,,,,
4a59f025-9ce9-467a-9ab4-b9303752dac1,BART_074.basePlot.vst,2016-09-12,D01,BART,BART_074,tower,mixedForest,44.060251,-71.2832,WGS84,20.1,317130.15,4881099.34,19N,311.2,0.2,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,N,"",N,,noneSelected,noneSelected,800,800,800,,ramundson@field-ops.org,nflannery@field-ops.org,,20220104T174610Z,RELEASE-2022,,,,,,,,,,,,,,
369bb224-0e5d-4de1-8b3b-aae2e49c33cb,BART_044.basePlot.vst,2016-09-13,D01,BART,BART_044,tower,deciduousForest,44.061036,-71.284327,WGS84,20.1,317042.31,4881189.03,19N,303.1,0.2,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,N,"",N,,noneSelected,noneSelected,800,800,800,,ramundson@field-ops.org,nflannery@field-ops.org,,20220104T174610Z,RELEASE-2022,,,,,,,,,,,,,,
7cdc8a29-8567-47b2-b18f-54695a42bd62,BART_016.basePlot.vst,2016-09-14,D01,BART,BART_016,distributed,mixedForest,44.051234,-71.288463,WGS84,20.2,316680.78,4880109.5,19N,319.1,0.3,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,"",Y,31_1|31_4|32_2|40_1|41_1,N,,25,noneSelected,400,200,400,,llukas@battelleecology.org,Jbreault@field-ops.org,,20220104T174610Z,RELEASE-2022,,,,,,,,,,,,,,
965e0eb4-4235-4146-b6f2-9288f8b8edb1,BART_015.basePlot.vst,2016-09-14,D01,BART,BART_015,distributed,mixedForest,44.042915,-71.27314,WGS84,20.2,317882.77,4879151.5,19N,437.9,0.3,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,N,"",N,,25,noneSelected,400,200,400,,ramundson@field-ops.org,jwebber@field-ops.org,,20220104T174610Z,RELEASE-2022,,,,,,,,,,,,,,
a0d25a03-0c7c-4d53-925a-3837e672e9a1,BART_037.basePlot.vst,2016-09-14,D01,BART,BART_037,tower,deciduousForest,44.061598,-71.283244,WGS84,20.2,317130.78,4881249.05,19N,290.6,0.2,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,N,"",N,,noneSelected,noneSelected,800,800,800,,ramundson@field-ops.org,nflannery@field-ops.org,,20220104T174610Z,RELEASE-2022,,,,,,,,,,,,,,
c080add4-b67a-4d7b-bcb6-521f31ee2ff4,BART_028.basePlot.vst,2016-09-14,D01,BART,BART_028,distributed,evergreenForest,44.054075,-71.306532,WGS84,20.2,315242.16,4880465.44,19N,485.7,0.2,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,N,"",N,,25,noneSelected,400,200,400,,jbreault@field-ops.org,mday@field-ops.org,,20220104T174610Z,RELEASE-2022,,,,,,,,,,,,,,
74947881-8ff3-4b31-87af-ed9d0c786af9,BART_010.basePlot.vst,2016-09-19,D01,BART,BART_010,distributed,deciduousForest,44.050073,-71.26668,WGS84,20.1,318422.21,4879932.29,19N,430.2,0.2,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,N,"",N,,10,noneSelected,400,80,400,,chines@field-ops.org,llukas@battelleecology.org,,20220104T174610Z,RELEASE-2022,,,,,,,,,,,,,,
df5b626b-5ee4-4b0a-90b8-a6501f96e043,BART_013.basePlot.vst,2016-09-20,D01,BART,BART_013,distributed,deciduousForest,44.041737,-71.277598,WGS84,20.2,317521.98,4879030.53,19N,415.4,0.2,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,31,Y,41_4,N,,10,noneSelected,400,80,400,,Nflannery@field-ops.org,jbreault@field-ops.org,,20220104T174610Z,RELEASE-2022,,,,,,,,,,,,,,
77228bb0-7b24-4fc7-a017-ab1e54436109,BART_026.basePlot.vst,2016-09-21,D01,BART,BART_026,distributed,evergreenForest,44.061261,-71.313922,WGS84,20.2,314672.62,4881280.2,19N,511.7,0.3,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,Y,31_1|31_4|32_2|40_3|41_1|41_4,N,,10,noneSelected,400,80,400,,jbreault@field-ops.org,mday@field-ops.org,,20220104T174610Z,RELEASE-2022,,,,,,,,,,,,,,
3bb29f89-a2a4-44a1-9771-a126b63999d1,BART_023.basePlot.vst,2016-09-21,D01,BART,BART_023,distributed,evergreenForest,44.049319,-71.263643,WGS84,20.2,318663.2,4879841.85,19N,503,0.5,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,N,"",N,,25,noneSelected,400,200,400,,ramundson@field-ops.org,chines@field-ops.org,,20220104T174610Z,RELEASE-2022,,,,,,,,,,,,,,
8bc226ee-65e0-4337-aba4-400854359e72,BART_006.basePlot.vst,2016-09-21,D01,BART,BART_006,distributed,deciduousForest,44.060511,-71.310912,WGS84,20.3,314911.37,4881190.13,19N,433.9,0.4,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,"",Y,31_1|31_4|32_2|40_3|41_4,N,,25,noneSelected,400,200,400,,mday@field-ops.org,Nflannery@field-ops.org,,20220104T174610Z,RELEASE-2022,,,,,,,,,,,,,,
ae060bbb-6610-4634-8bbf-a5809c7cc9b6,BART_005.basePlot.vst,2016-09-23,D01,BART,BART_005,distributed,mixedForest,44.054614,-71.282188,WGS84,20.3,317193.86,4880470.98,19N,306.9,0.4,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,Y,31_1|32_2|32_4|40_1|41_1|41_4,N,,25,noneSelected,400,200,400,,chines@field-ops.org,llukas@neoninc.org,,20220104T174610Z,RELEASE-2022,,,,,,,,,,,,,,
126a3a34-53c3-4424-9bcf-459d7f648e61,BART_018.basePlot.vst,2016-09-27,D01,BART,BART_018,distributed,mixedForest,44.058473,-71.277866,WGS84,20.2,317551.92,4880890.02,19N,314.9,0.5,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,N,"",N,,10,noneSelected,400,80,400,,jbreault@field-ops.org,chines@field-ops.org,,20220104T174610Z,RELEASE-2022,,,,,,,,,,,,,,
39081063-4818-4534-a284-8d42f94f69d1,BART_002.basePlot.vst,2016-09-27,D01,BART,BART_002,distributed,deciduousForest,44.035076,-71.272844,WGS84,20.3,317882.46,4878280.16,19N,550.6,0.6,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,Y,31|40|41,N,,25,noneSelected,400,200,400,,Ramundson@field-ops.org,jbreault@field-ops.org,,20220104T174610Z,RELEASE-2022,,,,,,,,,,,,,,
3a74e1b7-14b2-49fc-8fe2-fa5a22645529,BART_024.basePlot.vst,2016-09-28,D01,BART,BART_024,distributed,evergreenForest,44.052775,-71.263787,WGS84,20.1,318662.21,4880226.03,19N,433.6,0.2,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,N,"",N,,noneSelected,noneSelected,400,400,400,,ramundson@field-ops.org,Jbreault@field-ops.org,,20220104T174610Z,RELEASE-2022,,,,,,,,,,,,,,
097f33b6-f59e-40b6-99e2-f8b7e6b6be67,BART_003.basePlot.vst,2016-09-28,D01,BART,BART_003,distributed,deciduousForest,44.055247,-71.263146,WGS84,20.3,318721.11,4880499.19,19N,439,0.4,,vst_BART_2016,,,,NEON.DOC.000987vE,Y,,,Y,presentInAll,N,"",N,,10,noneSelected,400,80,400,,jbreault@field-ops.org,ramundson@field-ops.org,,20220104T174610Z,RELEASE-2022,,,,,,,,,,,,,,
